X,Y,Z,azimuth,dip,polarity,formation
606361.9463,5644959.06105,2256,243.4349402928475,59.608317082362305,1,Dv_Ya
612381.1158000003,5633738.5548,1832,104.93146729823678,13.665188326785938,1,Dv_Pa
611384.98275,5634840.942,1778,353.9909857689734,5.893503887195166,1,Dv_Pa
611246.47285,5634491.8211,1851,250.34618960581292,11.382697572382227,1,Dv_Pa
611692.361,5633916.91005,1807,225.0000301972733,19.349035146046546,1,Dv_Pa
612022.5079000001,5634091.470500001,1832,224.15123407189958,11.714128481757854,1,Dv_Pa
610480.7539499998,5635499.0675,1721,166.56900730212476,28.07541805350109,1,Dv_Pa
610710.8798000002,5635873.56955,1846,90.84246928354173,46.221400116968546,1,Dv_Pa
610675.5804000003,5636255.7901,1700,89.01222188497371,59.80474653094292,1,Dv_Pa
610677.0647,5636745.715050001,1700,85.40937344288005,68.1511039252379,1,Dv_Pa
610382.1886499999,5638053.18435,2086,70.52342804313378,75.08448328060811,1,Dv_Pa
611177.7182999998,5637205.4796,1769,78.85122656281919,76.02905748832305,1,Dv_Pa
611116.4455000004,5637229.277799999,1769,249.77524865920316,76.02905748832305,1,Dv_Pa
613030.0039500003,5633247.2405,1853,302.73526895007006,17.877858242014298,1,Dv_Pa
612929.1948500001,5632838.1882,1922,273.01280791548095,18.02148112528991,1,Dv_Pa
612709.5578000001,5632796.33185,1922,42.137596051005744,18.02148112528991,1,Dv_Pa
611791.2152499999,5633541.91325,1807,35.8376357190798,19.349035146046546,1,Dv_Pa
609712.6354145977,5638674.905882501,2128,243.4043937042868,74.28629109930738,1,Dv_MH
610041.1590999998,5638715.25215,1946,252.61302261650678,76.1176203474144,1,Dv_MH
610493.9052499998,5637473.433999999,2086,255.82193127178402,72.97768844133549,1,Dv_MH
610587.8352000001,5636574.133599999,1700,269.30138663847333,68.1511039252379,1,Dv_MH
610600.53975,5636030.30965,1846,266.36703921818867,59.80474653094292,1,Dv_MH
610530.3251999998,5635696.35115,1721,314.9999449871846,46.221400116968546,1,Dv_MH
605835.3776500004,5645362.80455,2644,245.91254318923495,56.983173635157264,1,Dv_Sx
606353.8566500009,5643513.676550001,2386,264.55966030156674,62.17794789941854,1,Dv_Sx
606588.444099999,5642522.95145,2162,242.44717768361943,64.61041316836949,1,Dv_Sx
607536.531399999,5641054.5375500005,2080,235.4963293194603,69.30412616602413,1,Dv_Sx
607976.645949999,5640473.0301,1945,234.66507280127666,71.05887968199107,1,Dv_Sx
605687.852999999,5645049.2939,2644,251.13099780401546,56.983173635157264,1,Dv_A
605978.744450001,5643852.740599999,2604,262.79393976863423,61.32157593689092,1,Dv_A
606314.6190500003,5642504.74385,2162,242.72322003547106,63.82207075458457,1,Dv_A
606605.5104500008,5642033.919599999,2162,238.33926274563566,65.35721033750909,1,Dv_A
605817.9335499997,5644441.72515,2604,256.3041178051485,58.66835308167647,1,Dv_Pa
606035.5805000004,5643247.1917,2284,260.5376777928162,62.17794789941854,1,Dv_Pa
606343.6672000005,5642345.8377,2162,238.49574250580804,63.82207075458457,1,Dv_Pa
606608.96295,5641171.74165,2478,243.43496522808562,66.6050374043563,1,Dv_Pa
607231.2641499997,5640365.289999999,2200,245.09525391465058,68.51805282028378,1,Dv_Pa
607827.8304000002,5639575.075999999,2410,225.0130316611893,69.66813539082139,1,Dv_Pa
608286.2094500004,5638958.0247,2612,237.99460210949906,69.76075212760658,1,Dv_Pa
608664.5230999999,5638256.211000001,2394,227.48953457993844,69.81917886822643,1,Dv_Pa
608958.4675999999,5637844.334999999,2380,226.84760651438148,68.01198882657792,1,Dv_Pa
609191.6912500003,5636946.8016,2268,261.7141949459958,62.88816514398154,1,Dv_Pa
609572.1946000005,5635916.964500001,1735,242.8918874711843,50.118064478336265,1,Dv_Pa
609802.1721499995,5635424.178899999,1735,247.00070230333222,41.58738351565209,1,Dv_Pa
610513.1240500002,5634018.55655,1791,238.08505630830382,5.500034742259686,1,Dv_Pa
609457.5371228973,5633682.664168671,1773,255.3731442122007,36.42218347734646,1,Dv_Pa
611506.7260750779,5628172.735883478,1936,245.84327936184434,82.1147819642753,1,Dv_Pa
612251.3524000002,5634792.4512,1759,50.73021541757669,22.41947349936511,1,DvCb_Ebf
611594.2017999999,5636346.055149999,1713,75.5296851530199,68.54422089704042,1,DvCb_Ebf
611525.8558999998,5636632.41,1713,78.90633700592264,75.50766064372954,1,DvCb_Ebf
605908.9773000001,5641388.51785,2562,236.5048120987567,63.83245101574473,1,DvCb_EBf_l_lm
606101.230050001,5641014.025450001,2562,32.90523594463349,65.78366929659762,1,DvCb_EBf_l_lm
605602.5743499991,5641626.83125,2562,52.81527519407189,63.05208200348919,1,DvCb_EBf_l_lm
614950.2997499997,5630622.659399999,2300,38.11747220963798,19.598575592958184,1,Dv_MH
614886.5474,5631036.16615,2300,107.10185037858105,16.743032787157347,1,Dv_MH
608331.1172499992,5639925.00735,2033,233.61565238283868,70.93359050197193,1,Dv_MH
608742.3945499992,5639463.2486000005,2224,230.28591977545534,71.87216342146252,1,Dv_MH
609347.4888000004,5638727.8495000005,2128,235.77144198612075,72.58850314092533,1,Dv_MH
609770.7932000002,5637931.948999999,2268,249.98642505380508,71.10893814349271,1,Dv_MH
609354.2054999989,5638322.876150001,2128,56.19511533429392,71.30491590156558,1,Dv_MH
608103.0166499997,5639848.47385,2033,41.5170089685314,70.93359050197193,1,Dv_MH
608961.0515999999,5638444.51395,2394,238.06521685682583,69.81917886822643,1,Dv_MH
609485.3340500004,5637355.6197,2268,260.28331204565393,68.11912347222265,1,Dv_MH
