X,Y,Z,DipDirection,dip,DipPolarity,formation
601824.3878118513,5611449.755642579,1550,56.130058098752855,81,1,MITCHELL FAULT
594725.3123922722,5642249.349223325,2356,61.76491530173144,71,1,NUBLET THRUST
590814.2982784103,5642408.439244498,2120,41.81043157799212,65,1,SIMPSON PASS THRUST
591794.8816221064,5628143.644061965,1449,63.52218521168892,62,1,MITCHELL FAULT
