0.000000000000000000e+00,0.000000000000000000e+00,1.226000000000000000e+03,1.843000000000000000e+03,2.555000000000000000e+03,4.033000000000000000e+03,5.406000000000000000e+03,6.646500000000000000e+03,7.973000000000000000e+03,7.973000000000000000e+03,9.768500000000000000e+03,1.013650000000000000e+04,1.089650000000000000e+04,1.144250000000000000e+04,1.254550000000000000e+04,1.281800000000000000e+04,1.357800000000000000e+04,1.433800000000000000e+04,1.509800000000000000e+04,1.512100000000000000e+04,1.687900000000000000e+04,1.732400000000000000e+04,1.761400000000000000e+04,1.837400000000000000e+04,1.872400000000000000e+04,1.912200000000000000e+04,1.945400000000000000e+04,2.021400000000000000e+04,2.071900000000000000e+04,2.089150000000000000e+04,2.132250000000000000e+04,2.146950000000000000e+04,2.222950000000000000e+04,2.333650000000000000e+04,2.409650000000000000e+04,2.455200000000000000e+04,2.531200000000000000e+04,2.607200000000000000e+04,2.683200000000000000e+04,2.949900000000000000e+04,2.949900000000000000e+04,2.949900000000000000e+04,3.025900000000000000e+04,3.101900000000000000e+04,3.101900000000000000e+04,3.219700000000000000e+04,3.363000000000000000e+04,3.649900000000000000e+04,3.725900000000000000e+04,3.801900000000000000e+04,3.847000000000000000e+04,3.976900000000000000e+04,4.141800000000000000e+04,4.217800000000000000e+04,4.293800000000000000e+04,4.293800000000000000e+04,4.369800000000000000e+04,4.445800000000000000e+04,4.539400000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.170000000000000000e+02,1.329000000000000000e+03,2.807000000000000000e+03,4.180000000000000000e+03,5.420500000000000000e+03,6.747000000000000000e+03,6.747000000000000000e+03,8.542500000000000000e+03,8.910500000000000000e+03,9.670500000000000000e+03,1.021650000000000000e+04,1.131950000000000000e+04,1.159200000000000000e+04,1.235200000000000000e+04,1.311200000000000000e+04,1.387200000000000000e+04,1.389500000000000000e+04,1.565300000000000000e+04,1.609800000000000000e+04,1.638800000000000000e+04,1.714800000000000000e+04,1.749800000000000000e+04,1.789600000000000000e+04,1.822800000000000000e+04,1.898800000000000000e+04,1.949300000000000000e+04,1.966550000000000000e+04,2.009650000000000000e+04,2.024350000000000000e+04,2.100350000000000000e+04,2.211050000000000000e+04,2.287050000000000000e+04,2.332600000000000000e+04,2.408600000000000000e+04,2.484600000000000000e+04,2.560600000000000000e+04,2.827300000000000000e+04,2.827300000000000000e+04,2.827300000000000000e+04,2.903300000000000000e+04,2.979300000000000000e+04,2.979300000000000000e+04,3.097100000000000000e+04,3.240400000000000000e+04,3.527300000000000000e+04,3.603300000000000000e+04,3.679300000000000000e+04,3.724400000000000000e+04,3.854300000000000000e+04,4.019200000000000000e+04,4.095200000000000000e+04,4.171200000000000000e+04,4.171200000000000000e+04,4.247200000000000000e+04,4.323200000000000000e+04,4.416800000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.120000000000000000e+02,2.190000000000000000e+03,3.563000000000000000e+03,4.803500000000000000e+03,6.130000000000000000e+03,6.130000000000000000e+03,7.925500000000000000e+03,8.293500000000000000e+03,9.053500000000000000e+03,9.599500000000000000e+03,1.070250000000000000e+04,1.097500000000000000e+04,1.173500000000000000e+04,1.249500000000000000e+04,1.325500000000000000e+04,1.327800000000000000e+04,1.503600000000000000e+04,1.548100000000000000e+04,1.577100000000000000e+04,1.653100000000000000e+04,1.688100000000000000e+04,1.727900000000000000e+04,1.761100000000000000e+04,1.837100000000000000e+04,1.887600000000000000e+04,1.904850000000000000e+04,1.947950000000000000e+04,1.962650000000000000e+04,2.038650000000000000e+04,2.149350000000000000e+04,2.225350000000000000e+04,2.270900000000000000e+04,2.346900000000000000e+04,2.422900000000000000e+04,2.498900000000000000e+04,2.765600000000000000e+04,2.765600000000000000e+04,2.765600000000000000e+04,2.841600000000000000e+04,2.917600000000000000e+04,2.917600000000000000e+04,3.035400000000000000e+04,3.178700000000000000e+04,3.465600000000000000e+04,3.541600000000000000e+04,3.617600000000000000e+04,3.662700000000000000e+04,3.792600000000000000e+04,3.957500000000000000e+04,4.033500000000000000e+04,4.109500000000000000e+04,4.109500000000000000e+04,4.185500000000000000e+04,4.261500000000000000e+04,4.355100000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.478000000000000000e+03,2.851000000000000000e+03,4.091500000000000000e+03,5.418000000000000000e+03,5.418000000000000000e+03,7.213500000000000000e+03,7.581500000000000000e+03,8.341500000000000000e+03,8.887500000000000000e+03,9.990500000000000000e+03,1.026300000000000000e+04,1.102300000000000000e+04,1.178300000000000000e+04,1.254300000000000000e+04,1.256600000000000000e+04,1.432400000000000000e+04,1.476900000000000000e+04,1.505900000000000000e+04,1.581900000000000000e+04,1.616900000000000000e+04,1.656700000000000000e+04,1.689900000000000000e+04,1.765900000000000000e+04,1.816400000000000000e+04,1.833650000000000000e+04,1.876750000000000000e+04,1.891450000000000000e+04,1.967450000000000000e+04,2.078150000000000000e+04,2.154150000000000000e+04,2.199700000000000000e+04,2.275700000000000000e+04,2.351700000000000000e+04,2.427700000000000000e+04,2.694400000000000000e+04,2.694400000000000000e+04,2.694400000000000000e+04,2.770400000000000000e+04,2.846400000000000000e+04,2.846400000000000000e+04,2.964200000000000000e+04,3.107500000000000000e+04,3.394400000000000000e+04,3.470400000000000000e+04,3.546400000000000000e+04,3.591500000000000000e+04,3.721400000000000000e+04,3.886300000000000000e+04,3.962300000000000000e+04,4.038300000000000000e+04,4.038300000000000000e+04,4.114300000000000000e+04,4.190300000000000000e+04,4.283900000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.373000000000000000e+03,2.613500000000000000e+03,3.940000000000000000e+03,3.940000000000000000e+03,5.735500000000000000e+03,6.103500000000000000e+03,6.863500000000000000e+03,7.409500000000000000e+03,8.512500000000000000e+03,8.785000000000000000e+03,9.545000000000000000e+03,1.030500000000000000e+04,1.106500000000000000e+04,1.108800000000000000e+04,1.284600000000000000e+04,1.329100000000000000e+04,1.358100000000000000e+04,1.434100000000000000e+04,1.469100000000000000e+04,1.508900000000000000e+04,1.542100000000000000e+04,1.618100000000000000e+04,1.668600000000000000e+04,1.685850000000000000e+04,1.728950000000000000e+04,1.743650000000000000e+04,1.819650000000000000e+04,1.930350000000000000e+04,2.006350000000000000e+04,2.051900000000000000e+04,2.127900000000000000e+04,2.203900000000000000e+04,2.279900000000000000e+04,2.546600000000000000e+04,2.546600000000000000e+04,2.546600000000000000e+04,2.622600000000000000e+04,2.698600000000000000e+04,2.698600000000000000e+04,2.816400000000000000e+04,2.959700000000000000e+04,3.246600000000000000e+04,3.322600000000000000e+04,3.398600000000000000e+04,3.443700000000000000e+04,3.573600000000000000e+04,3.738500000000000000e+04,3.814500000000000000e+04,3.890500000000000000e+04,3.890500000000000000e+04,3.966500000000000000e+04,4.042500000000000000e+04,4.136100000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.240500000000000000e+03,2.567000000000000000e+03,2.567000000000000000e+03,4.362500000000000000e+03,4.730500000000000000e+03,5.490500000000000000e+03,6.036500000000000000e+03,7.139500000000000000e+03,7.412000000000000000e+03,8.172000000000000000e+03,8.932000000000000000e+03,9.692000000000000000e+03,9.715000000000000000e+03,1.147300000000000000e+04,1.191800000000000000e+04,1.220800000000000000e+04,1.296800000000000000e+04,1.331800000000000000e+04,1.371600000000000000e+04,1.404800000000000000e+04,1.480800000000000000e+04,1.531300000000000000e+04,1.548550000000000000e+04,1.591650000000000000e+04,1.606350000000000000e+04,1.682350000000000000e+04,1.793050000000000000e+04,1.869050000000000000e+04,1.914600000000000000e+04,1.990600000000000000e+04,2.066600000000000000e+04,2.142600000000000000e+04,2.409300000000000000e+04,2.409300000000000000e+04,2.409300000000000000e+04,2.485300000000000000e+04,2.561300000000000000e+04,2.561300000000000000e+04,2.679100000000000000e+04,2.822400000000000000e+04,3.109300000000000000e+04,3.185300000000000000e+04,3.261300000000000000e+04,3.306400000000000000e+04,3.436300000000000000e+04,3.601200000000000000e+04,3.677200000000000000e+04,3.753200000000000000e+04,3.753200000000000000e+04,3.829200000000000000e+04,3.905200000000000000e+04,3.998800000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.326500000000000000e+03,1.326500000000000000e+03,3.122000000000000000e+03,3.490000000000000000e+03,4.250000000000000000e+03,4.796000000000000000e+03,5.899000000000000000e+03,6.171500000000000000e+03,6.931500000000000000e+03,7.691500000000000000e+03,8.451500000000000000e+03,8.474500000000000000e+03,1.023250000000000000e+04,1.067750000000000000e+04,1.096750000000000000e+04,1.172750000000000000e+04,1.207750000000000000e+04,1.247550000000000000e+04,1.280750000000000000e+04,1.356750000000000000e+04,1.407250000000000000e+04,1.424500000000000000e+04,1.467600000000000000e+04,1.482300000000000000e+04,1.558300000000000000e+04,1.669000000000000000e+04,1.745000000000000000e+04,1.790550000000000000e+04,1.866550000000000000e+04,1.942550000000000000e+04,2.018550000000000000e+04,2.285250000000000000e+04,2.285250000000000000e+04,2.285250000000000000e+04,2.361250000000000000e+04,2.437250000000000000e+04,2.437250000000000000e+04,2.555050000000000000e+04,2.698350000000000000e+04,2.985250000000000000e+04,3.061250000000000000e+04,3.137250000000000000e+04,3.182350000000000000e+04,3.312250000000000000e+04,3.477150000000000000e+04,3.553150000000000000e+04,3.629150000000000000e+04,3.629150000000000000e+04,3.705150000000000000e+04,3.781150000000000000e+04,3.874750000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.795500000000000000e+03,2.163500000000000000e+03,2.923500000000000000e+03,3.469500000000000000e+03,4.572500000000000000e+03,4.845000000000000000e+03,5.605000000000000000e+03,6.365000000000000000e+03,7.125000000000000000e+03,7.148000000000000000e+03,8.906000000000000000e+03,9.351000000000000000e+03,9.641000000000000000e+03,1.040100000000000000e+04,1.075100000000000000e+04,1.114900000000000000e+04,1.148100000000000000e+04,1.224100000000000000e+04,1.274600000000000000e+04,1.291850000000000000e+04,1.334950000000000000e+04,1.349650000000000000e+04,1.425650000000000000e+04,1.536350000000000000e+04,1.612350000000000000e+04,1.657900000000000000e+04,1.733900000000000000e+04,1.809900000000000000e+04,1.885900000000000000e+04,2.152600000000000000e+04,2.152600000000000000e+04,2.152600000000000000e+04,2.228600000000000000e+04,2.304600000000000000e+04,2.304600000000000000e+04,2.422400000000000000e+04,2.565700000000000000e+04,2.852600000000000000e+04,2.928600000000000000e+04,3.004600000000000000e+04,3.049700000000000000e+04,3.179600000000000000e+04,3.344500000000000000e+04,3.420500000000000000e+04,3.496500000000000000e+04,3.496500000000000000e+04,3.572500000000000000e+04,3.648500000000000000e+04,3.742100000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.795500000000000000e+03,2.163500000000000000e+03,2.923500000000000000e+03,3.469500000000000000e+03,4.572500000000000000e+03,4.845000000000000000e+03,5.605000000000000000e+03,6.365000000000000000e+03,7.125000000000000000e+03,7.148000000000000000e+03,8.906000000000000000e+03,9.351000000000000000e+03,9.641000000000000000e+03,1.040100000000000000e+04,1.075100000000000000e+04,1.114900000000000000e+04,1.148100000000000000e+04,1.224100000000000000e+04,1.274600000000000000e+04,1.291850000000000000e+04,1.334950000000000000e+04,1.349650000000000000e+04,1.425650000000000000e+04,1.536350000000000000e+04,1.612350000000000000e+04,1.657900000000000000e+04,1.733900000000000000e+04,1.809900000000000000e+04,1.885900000000000000e+04,2.152600000000000000e+04,2.152600000000000000e+04,2.152600000000000000e+04,2.228600000000000000e+04,2.304600000000000000e+04,2.304600000000000000e+04,2.422400000000000000e+04,2.565700000000000000e+04,2.852600000000000000e+04,2.928600000000000000e+04,3.004600000000000000e+04,3.049700000000000000e+04,3.179600000000000000e+04,3.344500000000000000e+04,3.420500000000000000e+04,3.496500000000000000e+04,3.496500000000000000e+04,3.572500000000000000e+04,3.648500000000000000e+04,3.742100000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.680000000000000000e+02,1.128000000000000000e+03,1.674000000000000000e+03,2.777000000000000000e+03,3.049500000000000000e+03,3.809500000000000000e+03,4.569500000000000000e+03,5.329500000000000000e+03,5.352500000000000000e+03,7.110500000000000000e+03,7.555500000000000000e+03,7.845500000000000000e+03,8.605500000000000000e+03,8.955500000000000000e+03,9.353500000000000000e+03,9.685500000000000000e+03,1.044550000000000000e+04,1.095050000000000000e+04,1.112300000000000000e+04,1.155400000000000000e+04,1.170100000000000000e+04,1.246100000000000000e+04,1.356800000000000000e+04,1.432800000000000000e+04,1.478350000000000000e+04,1.554350000000000000e+04,1.630350000000000000e+04,1.706350000000000000e+04,1.973050000000000000e+04,1.973050000000000000e+04,1.973050000000000000e+04,2.049050000000000000e+04,2.125050000000000000e+04,2.125050000000000000e+04,2.242850000000000000e+04,2.386150000000000000e+04,2.673050000000000000e+04,2.749050000000000000e+04,2.825050000000000000e+04,2.870150000000000000e+04,3.000050000000000000e+04,3.164950000000000000e+04,3.240950000000000000e+04,3.316950000000000000e+04,3.316950000000000000e+04,3.392950000000000000e+04,3.468950000000000000e+04,3.562550000000000000e+04
