index,X,Y,Z,formation
746,314622.5079956321,7664401.84291911,262.0,A_FOh_xs_f
747,314654.7592899996,7664339.49043,262.0,A_FOh_xs_f
748,316221.92870144645,7663075.762908198,267.0,A_FOh_xs_f
749,316261.84808999964,7662999.725930002,267.0,A_FOh_xs_f
750,317448.609698548,7660814.290006032,279.0,A_FOh_xs_f
751,317717.5793899996,7660060.13013,277.0658,A_FOh_xs_f
752,317781.472496396,7659806.118714329,277.0658,A_FOh_xs_f
753,317946.6952899996,7659401.32273,277.0658,A_FOh_xs_f
754,319303.4008947704,7654929.959217672,289.04492,A_FOh_xs_f
755,313811.8004000001,7629950.8702,303.0,A_HAc_kds
756,313950.9590999996,7629627.7413,303.0,A_HAc_kds
757,313557.64030000014,7631478.4303,269.0,A_HAc_kds
758,313472.9603000004,7631001.7604,303.0,A_HAc_kds
759,313537.0504999999,7630595.8178,303.0,A_HAc_kds
760,313777.27969999984,7630001.3087,303.0,A_HAc_kds
761,332525.6765999999,7625796.1806,323.20514,P__TAw_ktsv
762,331612.3706,7629549.0591,313.16687,P__TAw_ktsv
763,330861.39010000037,7631649.4906,305.1472,P__TAw_ktsv
764,330776.4145999998,7632555.8962,305.1472,P__TAw_ktsv
765,330549.8131999997,7633934.3883,297.34155,P__TAw_ktsv
766,329759.84379999986,7640740.9277,289.7469,P__TAw_ktsv
767,328693.43350000033,7645863.7724,277.6784,P__TAw_ktsv
768,328190.9824000001,7648041.0605,278.74258,P__TAw_ktsv
769,291516.04725,7696112.329670001,216.99759,AP___pj_ccx
770,291466.36615,7696084.305370001,216.99759,AP___pj_ccx
771,290042.4159838269,7700377.623608309,211.99884,AP___pj_ccx
772,290011.78565000003,7700307.365670001,211.99884,AP___pj_ccx
773,289975.8508967302,7700031.986822324,211.99884,AP___pj_ccx
774,289977.91875,7699978.223370002,211.99884,AP___pj_ccx
775,290047.47946010035,7699434.63607143,196.99982,AP___pj_ccx
776,290066.28985,7699374.442970001,196.99982,AP___pj_ccx
777,290424.2770274496,7698956.518296718,196.99982,AP___pj_ccx
778,290429.06355,7698953.0814700015,196.99982,AP___pj_ccx
779,290663.9724242013,7698703.212282424,196.99982,AP___pj_ccx
780,290697.52355000004,7698663.820270001,196.99982,AP___pj_ccx
781,290780.1388583221,7698582.19281021,196.99982,AP___pj_ccx
782,290791.117348652,7698564.287172198,196.99982,AP___pj_ccx
783,290975.2358802845,7698269.011594643,204.00087,AP___pj_ccx
784,290982.94065,7698241.494969999,204.00087,AP___pj_ccx
785,291240.5286840167,7697790.925085361,211.81654,AP___pj_ccx
786,291241.93895000004,7697780.73007,211.81654,AP___pj_ccx
787,291253.03532763175,7697584.358938977,211.81654,AP___pj_ccx
788,291260.07985000004,7697572.68237,211.81654,AP___pj_ccx
789,291472.57371361624,7697279.941154513,211.81654,AP___pj_ccx
790,291474.71915,7697257.486470001,211.81654,AP___pj_ccx
791,291623.0926039162,7696874.4622164965,211.81654,AP___pj_ccx
792,291679.14185,7696785.172670001,216.99759,AP___pj_ccx
793,291688.34187746426,7696702.056070575,216.99759,AP___pj_ccx
794,291686.51365000004,7696656.538869999,216.99759,AP___pj_ccx
795,291662.89866333106,7696520.799253383,216.99759,AP___pj_ccx
796,291647.70045,7696501.120569999,216.99759,AP___pj_ccx
797,291617.4216877,7696477.415399516,216.99759,AP___pj_ccx
798,291617.42165000003,7696477.41537,216.99759,AP___pj_ccx
799,291556.9355297159,7696253.374584671,216.99759,AP___pj_ccx
800,291541.43625,7696177.67637,216.99759,AP___pj_ccx
801,291516.0472508931,7696112.329672298,216.99759,AP___pj_ccx
802,328638.57440000033,7666719.9065,241.15008999999998,P__LA_xs_k
803,326631.3272000002,7671228.8064,239.83614,P__LA_xs_k
804,325502.7879999997,7675000.5032,238.25356000000002,P__LA_xs_k
805,325280.5669999998,7677439.1102,234.14445,P__LA_xs_k
806,325214.6383999996,7679984.0966,233.06519,P__LA_xs_k
807,325194.7947000005,7680083.3157,233.06519,P__LA_xs_k
808,324890.52329999954,7680810.9213,233.06519,P__LA_xs_k
809,324480.4183,7682087.5385,234.58887000000001,P__LA_xs_k
810,324110.00090000033,7683159.1031,229.99614,P__LA_xs_k
811,323531.9475999996,7684670.3812,234.10225,P__LA_xs_k
812,323262.0719999997,7685257.7573,234.10225,P__LA_xs_k
813,294530.1903580927,7697467.3735315185,194.967,A_FOk_b
814,294502.7662800004,7697367.1542,194.967,A_FOk_b
815,294342.70607568946,7696699.830160112,202.90022,A_FOk_b
816,290570.88422999077,7679405.698861369,216.00083999999998,A_FOj_xs_b
817,291099.4424999999,7678931.5867,229.81491,A_FOj_xs_b
818,291148.23309999984,7678715.2707,229.81491,A_FOj_xs_b
819,291018.44860948564,7678704.563385849,229.81491,A_FOj_xs_b
820,292020.16571447556,7676861.551186888,227.0372,A_FOj_xs_b
821,292196.43659999967,7676677.2657,227.0372,A_FOj_xs_b
822,292140.13379999995,7676640.1872,227.0372,A_FOj_xs_b
823,327052.7998407163,7604110.418185844,362.0,A_FOk_b
824,326393.25930000003,7603112.5503,344.0,A_FOk_b
825,326161.18759999983,7603003.7137,347.0,A_FOk_b
826,325347.5723000001,7604302.5354,333.0,A_FOk_b
827,324354.3460999997,7606060.9109,335.0,A_FOk_b
828,324026.8969999999,7607853.1942,384.0,A_FOk_b
829,323080.61180000013,7609586.8337,327.0,A_FOk_b
830,303607.0487134644,7675784.81235659,291.968,A_FOk_b
831,303137.1897999998,7675776.3795,278.9446,A_FOk_b
832,302618.5094999997,7676203.2609,278.9446,A_FOk_b
833,302265.0798000004,7676292.7689,278.9446,A_FOk_b
834,301778.5591000002,7676508.0391,262.79657000000003,A_FOk_b
835,301306.58000000013,7676291.0301,274.0335,A_FOk_b
836,299500.8872999996,7678989.4734,262.8475,A_FOk_b
837,299282.2390000001,7679214.1792,262.8475,A_FOk_b
838,298857.00090000033,7679063.9799,262.8475,A_FOk_b
839,298508.3499999996,7678860.4813,261.2637,A_FOk_b
840,298467.23620000016,7678847.384,261.2637,A_FOk_b
841,298475.2759999996,7678659.9521,261.2637,A_FOk_b
842,298346.5170999998,7678342.4967,261.2637,A_FOk_b
843,298403.3311000001,7677848.8072,289.7035,A_FOk_b
844,298215.4993149029,7677741.118831827,289.7035,A_FOk_b
845,297330.5020353059,7678791.93207899,261.2637,A_FOk_b
846,297329.07070000004,7678788.9958,261.2637,A_FOk_b
847,296819.6177000003,7678653.9034,237.1618,A_FOk_b
848,296777.9588455021,7678645.483617718,237.1618,A_FOk_b
849,305962.8782502177,7660661.030829643,294.0,A_FOk_b
850,307479.3395999996,7658373.4896,302.0,A_FOk_b
851,308484.77940000035,7656490.5208,306.0,A_FOk_b
852,307596.9001000002,7656676.9203,278.0,A_FOk_b
853,306639.96548223787,7657593.418982786,267.0,A_FOk_b
854,321314.3237272948,7624824.088891783,338.10046,A_FOk_b
855,321663.5006999997,7624129.4407,338.10046,A_FOk_b
856,321476.7596000005,7624089.1327,338.10046,A_FOk_b
857,296048.97890000045,7666785.3707,232.0,A_FOj_xs_b
858,296206.0406999998,7666426.7298,232.0,A_FOj_xs_b
859,296155.46,7665025.3887,214.0,A_FOj_xs_b
860,295863.17069999967,7665213.4207,214.0,A_FOj_xs_b
861,296253.59161403286,7662867.792735282,226.0,A_FOj_xs_b
862,296398.0197999999,7663071.3605,226.0,A_FOj_xs_b
863,296463.7296000002,7663627.4008,226.0,A_FOj_xs_b
864,296441.0197000001,7663754.3305,226.0,A_FOj_xs_b
865,296286.67899999954,7664244.401000001,214.0,A_FOj_xs_b
866,296107.8978000004,7664645.1809,214.0,A_FOj_xs_b
867,296373.3392699553,7664817.699823962,214.0,A_FOj_xs_b
868,296188.21910000034,7665404.8705,214.0,A_FOj_xs_b
869,296222.62979646376,7666145.589159933,232.0,A_FOj_xs_b
870,296206.0406999998,7666426.7298,232.0,A_FOj_xs_b
871,296048.97890000045,7666785.3707,232.0,A_FOj_xs_b
872,298347.85309602565,7661491.72898947,263.0,A_FOj_xs_b
873,298341.14010000037,7660663.6393,217.0,A_FOj_xs_b
874,298702.3493999997,7659908.8402,217.0,A_FOj_xs_b
875,298572.2692,7659411.4804,217.0,A_FOj_xs_b
876,298737.25050000014,7658735.0896,218.0,A_FOj_xs_b
877,298686.19959999993,7658013.9502,218.0,A_FOj_xs_b
878,298847.72030000016,7657269.7198,215.0,A_FOj_xs_b
879,298892.9403999997,7657032.8495,215.0,A_FOj_xs_b
880,298859.1191999996,7656655.2408,215.0,A_FOj_xs_b
881,298792.4787999997,7656311.0892,211.0,A_FOj_xs_b
882,299147.5098000001,7655954.8097,217.0,A_FOj_xs_b
883,299847.4693,7655640.419,217.0,A_FOj_xs_b
884,299572.22080000024,7655213.5197,217.0,A_FOj_xs_b
885,299682.4896,7654494.1999,207.0,A_FOj_xs_b
886,299608.1202999996,7653835.2697,207.0,A_FOj_xs_b
887,290015.3777999999,7686128.3819,275.99962999999997,AP___pj_ccx
888,290369.39147007745,7686409.441811867,275.99962999999997,AP___pj_ccx
889,288188.6677000001,7686802.3947,268.0,AP___pj_ccx
890,288263.05059999967,7686863.5053,268.0,AP___pj_ccx
891,289038.28129999986,7687257.7353,268.0,AP___pj_ccx
892,289254.6903999997,7687229.5277,268.0,AP___pj_ccx
893,289483.2405000003,7686830.2991,275.99962999999997,AP___pj_ccx
894,289708.0303999996,7686299.3671,275.99962999999997,AP___pj_ccx
895,289933.1172000002,7686201.6969,275.99962999999997,AP___pj_ccx
896,292594.9125824421,7683364.368580729,230.2468,AP___pj_ccx
897,292744.4802000001,7682817.6058,230.2468,AP___pj_ccx
898,292784.86010000017,7682470.6564,237.00914,AP___pj_ccx
899,292782.1224999996,7682269.8073,237.00914,AP___pj_ccx
900,292401.40359999985,7682238.0138,269.13248,AP___pj_ccx
901,292020.8579000002,7682099.642000001,269.13248,AP___pj_ccx
902,291832.8690999998,7682322.4966,269.13248,AP___pj_ccx
903,291629.0236,7682548.5906,269.13248,AP___pj_ccx
904,291253.6892999997,7682781.6931,240.09464,AP___pj_ccx
905,290614.4715,7683317.3041,299.99962999999997,AP___pj_ccx
906,290250.51630000025,7683613.8438,299.99962999999997,AP___pj_ccx
907,289879.04930000013,7684010.392999999,299.99962999999997,AP___pj_ccx
908,289617.3015000001,7684438.256,234.00105,AP___pj_ccx
909,289268.27130000014,7685090.0933,221.0,AP___pj_ccx
910,289061.25939999986,7685122.7566,221.0,AP___pj_ccx
911,288876.8989000004,7685455.1389,221.0,AP___pj_ccx
912,288649.767,7686106.2765,268.0,AP___pj_ccx
913,288206.2972999997,7686619.422,268.0,AP___pj_ccx
914,313122.81987341435,7613905.322166071,274.0,P__TAa_kt
915,313132.4830934434,7613868.557324945,274.0,P__TAa_kt
916,313629.9047612264,7613918.939299067,274.0,P__TAa_kt
917,313629.90479999967,7613918.9393,274.0,P__TAa_kt
918,314264.369973324,7613183.277466749,274.0,P__TAa_kt
919,314301.42069999967,7613131.0328,274.0,P__TAa_kt
920,314264.71567779576,7612820.246042902,274.0,P__TAa_kt
921,314221.1180999996,7612765.6418,274.0,P__TAa_kt
922,314290.220427282,7612412.398876322,266.0,P__TAa_kt
923,314345.1842,7612339.3134,266.0,P__TAa_kt
924,314781.4124690093,7612052.575599607,299.0,P__TAa_kt
925,314781.4124999996,7612052.5756,299.0,P__TAa_kt
926,315001.4735217359,7611762.139889723,299.0,P__TAa_kt
927,315005.9391999999,7611733.4662,299.0,P__TAa_kt
928,315344.2801286288,7611568.1568766525,299.0,P__TAa_kt
929,315368.80989999976,7611547.4574,299.0,P__TAa_kt
930,315752.3648394273,7611048.62105009,299.0,P__TAa_kt
931,315732.5336999996,7610950.5089,299.0,P__TAa_kt
932,315653.05361327983,7610860.518309539,299.0,P__TAa_kt
933,315653.0536000002,7610860.5183,299.0,P__TAa_kt
934,315439.51365569764,7610976.416807111,299.0,P__TAa_kt
935,315341.76539999986,7610992.1076,299.0,P__TAa_kt
936,315049.18045284064,7610652.755706376,274.0,P__TAa_kt
937,315053.64250000013,7610624.0770000005,274.0,P__TAa_kt
938,315140.3302351617,7610341.974109327,274.0,P__TAa_kt
939,315126.1283,7610252.1958,274.0,P__TAa_kt
940,315335.0495763054,7610165.896001614,274.0,P__TAa_kt
941,315335.0495999996,7610165.896000001,274.0,P__TAa_kt
942,315393.43133401545,7610129.27395744,274.0,P__TAa_kt
943,315407.8284,7610111.7606,274.0,P__TAa_kt
944,315317.9593935739,7609934.949751441,274.0,P__TAa_kt
945,315249.5049000001,7609880.9676,274.0,P__TAa_kt
946,314826.7747625549,7609765.425999522,274.0,P__TAa_kt
947,314775.8753313778,7609764.7769003995,274.0,P__TAa_kt
948,314694.6052342145,7609696.945595159,274.0,P__TAa_kt
949,314624.94379999954,7609623.0473,274.0,P__TAa_kt
950,314396.76803908113,7608902.974565285,263.0,P__TAa_kt
951,314341.9271999998,7608820.7141,263.0,P__TAa_kt
952,312530.8850029658,7614239.246265148,258.0,P__TAa_kt
953,312530.8849999998,7614239.2463,258.0,P__TAa_kt
954,312897.9671420153,7613995.3413331425,276.0,P__TAa_kt
955,317816.510181633,7608622.631234202,287.0,P__TAa_kt
956,317840.0932,7608609.1743,287.0,P__TAa_kt
957,317933.6304206217,7608503.456787333,287.0,P__TAa_kt
958,317956.39059999964,7608466.6158,287.0,P__TAa_kt
959,315617.38051445264,7605665.2169536175,261.0,P__TAa_kt
960,315617.38040000014,7605665.2174,261.0,P__TAa_kt
961,315213.0658550119,7606862.05259149,265.0,P__TAa_kt
962,315201.1989000002,7606936.2171,265.0,P__TAa_kt
963,315332.6379239234,7607147.51604565,265.0,P__TAa_kt
964,315403.7224000003,7607206.8482,265.0,P__TAa_kt
965,314818.2674068965,7608133.918353106,267.0,P__TAa_kt
966,314838.37040000036,7608147.3307,267.0,P__TAa_kt
967,314920.96059096564,7608266.061587012,267.0,P__TAa_kt
968,314920.9605999999,7608266.0616,267.0,P__TAa_kt
969,315675.0434942434,7608730.7247747965,267.0,P__TAa_kt
970,315675.0434999997,7608730.7248,267.0,P__TAa_kt
971,317337.46329119446,7608776.472899888,310.0,P__TAa_kt
972,317337.46329999994,7608776.4729,310.0,P__TAa_kt
973,317485.9301280816,7608726.526288676,310.0,P__TAa_kt
974,316786.52949672344,7599744.266357874,278.0,P__TAa_kt
975,316761.554741893,7600185.370083265,272.0,P__TAa_kt
976,316737.44470865966,7601067.55044333,272.0,P__TAa_kt
977,316743.93850000016,7601282.2084,272.0,P__TAa_kt
978,316407.10115854465,7603571.289468387,274.0,P__TAa_kt
979,316345.19600216136,7603699.645702302,274.0,P__TAa_kt
980,316345.1960000005,7603699.6457,274.0,P__TAa_kt
981,315848.1687621838,7604708.290729132,261.0,P__TAa_kt
982,315828.9621000001,7604737.8522,261.0,P__TAa_kt
983,315718.96224620164,7605124.31090939,261.0,P__TAa_kt
984,315709.18840000033,7605181.735,261.0,P__TAa_kt
985,315633.3478414768,7605552.154037095,261.0,P__TAa_kt
986,315617.38040000014,7605665.2174,261.0,P__TAa_kt
987,318167.20431716525,7607829.849998337,287.0,P__TAa_kt
988,318401.4852,7607807.1611,287.0,P__TAa_kt
989,318540.47000463103,7607923.734254456,287.0,P__TAa_kt
990,318535.9593000002,7608073.9113,287.0,P__TAa_kt
991,318348.72392701264,7608894.205556072,287.0,P__TAa_kt
992,318286.0480000004,7609164.9848,287.0,P__TAa_kt
993,317995.8412198797,7609601.903890782,286.0,P__TAa_kt
994,317947.79370000033,7609681.592999999,286.0,P__TAa_kt
995,317446.6594286257,7610699.323470447,289.0,P__TAa_kt
996,317358.31500324106,7610908.345792333,324.0,P__TAa_kt
997,317345.1063464202,7610903.354917538,324.0,P__TAa_kt
998,317345.1063000001,7610903.3549,324.0,P__TAa_kt
999,316866.68463881203,7611775.840344821,324.0,P__TAa_kt
1000,316735.2148000002,7611981.834,324.0,P__TAa_kt
1001,315939.9607984026,7613125.411059,290.0,P__TAa_kt
1002,315648.60610000044,7613592.558999999,290.0,P__TAa_kt
1003,314754.0068037383,7615259.593211722,281.0,P__TAa_kt
1004,314787.30740000034,7615336.336,281.0,P__TAa_kt
1005,314847.95579407143,7615629.177289972,298.0,P__TAa_kt
1006,314866.9824000001,7615752.6263,298.0,P__TAa_kt
1007,314855.3172870934,7615964.297965447,298.0,P__TAa_kt
1008,314829.26520000026,7616057.2357,298.0,P__TAa_kt
1009,314279.86804124893,7617126.936440177,288.0,P__TAa_kt
1010,314393.40780000016,7617335.5545,288.0,P__TAa_kt
1011,314387.7860828365,7617491.6867262665,288.0,P__TAa_kt
1012,314373.70770000014,7617555.6543,288.0,P__TAa_kt
1013,314570.7763546896,7617676.306607714,290.0,P__TAa_kt
1014,314699.08949999977,7617657.3367,290.0,P__TAa_kt
1015,315188.2810975485,7617263.224136916,290.0,P__TAa_kt
1016,315458.8510999996,7616942.5398,298.0,P__TAa_kt
1017,314903.79853865644,7619463.697311951,291.0,P__TAa_kt
1018,314903.7984999996,7619463.6974,291.0,P__TAa_kt
1019,315502.3892008444,7619315.618242979,291.0,P__TAa_kt
1020,315624.7615,7619300.9298,291.0,P__TAa_kt
1021,315802.17513367947,7619378.375360041,291.0,P__TAa_kt
1022,315835.3343000002,7619426.5713,291.0,P__TAa_kt
1023,315888.5773630438,7619580.781002428,291.0,P__TAa_kt
1024,315888.0645000003,7619622.2114,291.0,P__TAa_kt
1025,315450.00583098,7620392.088652533,305.0,P__TAa_kt
1026,315450.0058000004,7620392.0887,305.0,P__TAa_kt
1027,315050.47511458833,7621017.638871785,305.0,P__TAa_kt
1028,314979.1681000004,7621068.3078,305.0,P__TAa_kt
1029,314639.5964194339,7621348.612900052,305.0,P__TAa_kt
1030,314631.06460000016,7621363.2728,305.0,P__TAa_kt
1031,313233.54445759876,7622767.174409542,311.0,P__TAa_kt
1032,313203.0416000001,7622793.3498,311.0,P__TAa_kt
1033,312653.0329995601,7622979.606577604,271.0,P__TAa_kt
1034,312642.4198000003,7622979.7305,271.0,P__TAa_kt
1035,312546.21007780824,7622970.710212608,271.0,P__TAa_kt
1036,312508.0697999997,7622820.509,271.0,P__TAa_kt
1037,312307.1435186955,7622808.993356737,271.0,P__TAa_kt
1038,312290.6907000001,7622808.0504,271.0,P__TAa_kt
1039,312007.3369250413,7623113.897658149,271.0,P__TAa_kt
1040,311895.4001000002,7623235.4809,271.0,P__TAa_kt
1041,311472.5408203242,7623526.294830708,277.0,P__TAa_kt
1042,311433.1999000004,7623577.4094,277.0,P__TAa_kt
1043,311825.6505341428,7624708.216714154,277.0,P__TAa_kt
1044,311882.91999999987,7624679.8316,277.0,P__TAa_kt
1045,312083.5404093171,7624576.2798095215,277.0,P__TAa_kt
1046,312125.47020000033,7624619.1289,277.0,P__TAa_kt
1047,312244.28387754323,7624901.161865323,277.0,P__TAa_kt
1048,312360.86000000034,7625014.9916,276.0,P__TAa_kt
1049,312677.7031999105,7625054.371966957,276.0,P__TAa_kt
1050,312688.4199000001,7625255.4812,276.0,P__TAa_kt
1051,312859.08988809696,7626376.980926514,276.0,P__TAa_kt
1052,312859.0899,7626376.981000001,276.0,P__TAa_kt
1053,313230.0744226857,7626114.275893503,304.0,P__TAa_kt
1054,313245.8103,7626064.0198,304.0,P__TAa_kt
1055,313660.9721446088,7625569.487037362,304.0,P__TAa_kt
1056,313471.74000010174,7626602.859900163,307.0,P__TAa_kt
1057,313471.7400000002,7626602.8599,307.0,P__TAa_kt
1058,312951.569895256,7626829.640776863,307.0,P__TAa_kt
1059,312936.3300999999,7626755.3099,307.0,P__TAa_kt
1060,311985.9943790181,7627954.732932962,275.0,P__TAa_kt
1061,311997.86060000025,7628004.1104,275.0,P__TAa_kt
1062,311683.2730989373,7628731.281401025,275.0,P__TAa_kt
1063,311681.9505000003,7628845.91,275.0,P__TAa_kt
1064,311181.5866608533,7630719.833231196,255.0,P__TAa_kt
1065,309787.67433529085,7632960.711993488,286.0,P__TAa_kt
1066,309745.73110000044,7632987.9407,247.0,P__TAa_kt
1067,307807.3262820909,7634588.689945498,236.0,P__TAa_kt
1068,307905.26080000034,7634708.0602,236.0,P__TAa_kt
1069,308064.3102349573,7635022.918996723,236.0,P__TAa_kt
1070,308049.8502000002,7635048.668,236.0,P__TAa_kt
1071,307789.09879414947,7635435.349243849,236.0,P__TAa_kt
1072,307777.40940000024,7635486.1791,236.0,P__TAa_kt
1073,307677.47088227764,7636860.700071416,240.0,P__TAa_kt
1074,307663.2597000003,7636912.7304,240.0,P__TAa_kt
1075,307447.97978054394,7637141.779684488,240.0,P__TAa_kt
1076,307385.1245278232,7637091.664072485,240.0,P__TAa_kt
1077,307347.48010841274,7637061.649506708,240.0,P__TAa_kt
1078,307347.48010000034,7637061.6495,240.0,P__TAa_kt
1079,306828.0087461123,7637196.659764115,240.0,P__TAa_kt
1080,306802.86990000034,7637267.6103,240.0,P__TAa_kt
1081,306613.5698547712,7637400.690806648,223.0,P__TAa_kt
1082,306469.1091,7637421.9196,236.0,P__TAa_kt
1083,306381.61025667196,7637641.940246063,236.0,P__TAa_kt
1084,306347.0700000003,7637690.0095,236.0,P__TAa_kt
1085,306076.3883278927,7637919.424344635,236.0,P__TAa_kt
1086,305734.28000000026,7638195.701,236.0,P__TAa_kt
1087,305432.7962057374,7638361.854832082,236.0,P__TAa_kt
1088,305353.9297000002,7638420.1698,236.0,P__TAa_kt
1089,304951.7874767469,7638564.761373004,235.0,P__TAa_kt
1090,304665.0876000002,7638681.2331,235.0,P__TAa_kt
1091,304305.8069813377,7638886.560994128,235.0,P__TAa_kt
1092,304160.7744000005,7638993.4271,235.0,P__TAa_kt
1093,303802.95234874875,7639279.2042912515,235.0,P__TAa_kt
1094,313754.13313610724,7625576.816147521,304.0,P__TAa_kt
1095,313768.5887000002,7625616.8791,304.0,P__TAa_kt
1096,313538.6284170633,7626368.063562352,304.0,P__TAa_kt
1097,289054.45577063604,7688433.470086814,267.0,AP___pj_ccx
1098,288698.80929999985,7688152.6683,267.0,AP___pj_ccx
1099,288440.5755000003,7688322.002,267.0,AP___pj_ccx
1100,288093.4413999999,7688366.4520000005,267.0,AP___pj_ccx
1101,288046.8745999997,7687553.6503,267.0,AP___pj_ccx
1102,287689.15720000025,7688068.0014,231.0,AP___pj_ccx
1103,287178.2457999997,7688502.4481,231.0,AP___pj_ccx
1104,286704.64059999964,7688692.9484,231.0,AP___pj_ccx
1105,286444.55480000004,7688967.0574,231.0,AP___pj_ccx
1106,286308.0295000002,7689351.2331,214.0,AP___pj_ccx
1107,286571.5549999997,7689603.6461,219.0,AP___pj_ccx
1108,286889.0555999996,7689708.4213,219.0,AP___pj_ccx
1109,287000.18090000004,7689989.4093,219.0,AP___pj_ccx
1110,286989.5974000003,7690275.1599,219.0,AP___pj_ccx
1111,286852.01389999967,7690732.3608,233.0,AP___pj_ccx
1112,286653.04679999966,7690886.8778,233.0,AP___pj_ccx
1113,286551.4466000004,7691413.9289,233.0,AP___pj_ccx
1114,286443.4963999996,7692150.5303,193.0,AP___pj_ccx
1115,286214.8958999999,7692688.1648,202.0,AP___pj_ccx
1116,286441.3797000004,7692895.5986,193.0,AP___pj_ccx
1117,287017.11419999966,7692565.3979,193.0,AP___pj_ccx
1118,287073.0873999996,7692515.4918,193.0,AP___pj_ccx
1119,285099.21626618307,7694966.393732509,185.0,A_HAc_kds
1120,285852.65797618346,7695695.45757906,192.0,A_HAc_kds
1121,285869.550416883,7695706.581809107,192.0,A_HAc_kds
1122,286825.9241000004,7695890.8472,194.0,A_HAc_kds
1123,287458.1765999999,7695607.9524,194.0,A_HAc_kds
1124,287444.60390000045,7695404.8037,194.0,A_HAc_kds
1125,287206.6288999999,7695108.8739,195.0,A_HAc_kds
1126,286936.12399999984,7694635.2604,195.0,A_HAc_kds
1127,286738.6113999998,7694432.9901,195.0,A_HAc_kds
1128,286516.93058828625,7694300.983092284,195.0,A_HAc_kds
1129,286523.45227240736,7694286.117984558,195.0,A_HAc_kds
1130,286573.7112999996,7694193.1434,195.0,A_HAc_kds
1131,288188.6677000001,7686802.3947,268.0,A_HAc_kds
1132,287595.78330000024,7687542.4941,231.0,A_HAc_kds
1133,287215.2374999998,7687927.7857,231.0,A_HAc_kds
1134,286922.36170000024,7688149.5405,231.0,A_HAc_kds
1135,286379.1831,7688523.0345,231.0,A_HAc_kds
1136,286252.3373999996,7688574.313999999,196.0,A_HAc_kds
1137,285618.3225999996,7688881.5115,196.0,A_HAc_kds
1138,285026.9718000004,7689139.339,214.0,A_HAc_kds
1139,284792.46829999983,7689302.1959,214.0,A_HAc_kds
1140,288746.54609249753,7696602.18140668,199.0,A_FOj_xs_b
1141,288702.6174999997,7696424.7775,199.0,A_FOj_xs_b
1142,288481.20241573564,7695449.0319040865,199.0,A_FOj_xs_b
1143,288429.6771999998,7695280.419,199.0,A_FOj_xs_b
1144,288070.37513684056,7694261.660875394,202.0,A_FOj_xs_b
1145,288017.74789999984,7694151.7688,202.0,A_FOj_xs_b
1146,287624.64708342694,7693220.926270273,193.0,A_FOj_xs_b
1147,294945.9227,7685484.8929,251.72648999999998,A_FOj_xs_b
1148,295076.0586000001,7685432.2035,251.72648999999998,A_FOj_xs_b
1149,295036.31376700604,7685519.405752985,251.72648999999998,A_FOj_xs_b
1150,295036.3136999998,7685519.4059,251.72648999999998,A_FOj_xs_b
1151,295563.40422733995,7685045.477366201,251.72648999999998,A_FOj_xs_b
1152,295746.66839999985,7684892.7634,237.23216000000002,A_FOj_xs_b
1153,296725.57382973016,7684125.709584255,244.24695,A_FOj_xs_b
1154,296815.6216000002,7684078.0206,244.24695,A_FOj_xs_b
1155,297284.6474385961,7683724.107778606,269.66635,A_FOj_xs_b
1156,297399.048038973,7683660.692740442,269.66635,A_FOj_xs_b
1157,293731.38968198217,7682606.661983143,237.00914,A_FOj_xs_b
1158,293621.2690000003,7682755.6884,230.2468,A_FOj_xs_b
1159,293507.2390310734,7682959.499006884,230.2468,A_FOj_xs_b
1160,293474.03120000014,7683014.5657,230.2468,A_FOj_xs_b
1161,292921.36681491625,7683943.250707363,230.2468,A_FOj_xs_b
1162,292841.93790000025,7684050.0849,230.2468,A_FOj_xs_b
1163,292377.4734819742,7684704.070358974,240.84612,A_FOj_xs_b
1164,292314.0388000002,7684780.9562,240.84612,A_FOj_xs_b
1165,289874.98954782385,7691263.7849512575,209.00107,A_FOj_xs_b
1166,289910.3669999996,7691157.5082,209.00107,A_FOj_xs_b
1167,290163.02978593076,7690179.406309234,218.00082,A_FOj_xs_b
1168,290194.13129999954,7690027.3484,218.00082,A_FOj_xs_b
1169,290654.5633716551,7689659.200295922,218.00082,A_FOj_xs_b
1170,290708.8038999997,7689604.5444,218.00082,A_FOj_xs_b
1171,291132.31078878714,7689211.945242271,238.96677000000003,A_FOj_xs_b
1172,291263.8481999999,7689054.8162,238.96677000000003,A_FOj_xs_b
1173,292055.16051838076,7688421.67509042,221.1526,A_FOj_xs_b
1174,292131.55009999964,7688381.8632,221.1526,A_FOj_xs_b
1175,292625.73106227705,7687881.025735155,228.81422,A_FOj_xs_b
1176,292681.75399999967,7687831.2952,228.81422,A_FOj_xs_b
1177,294594.0243358925,7685728.455422957,251.72648999999998,A_FOj_xs_b
1178,289416.3831000002,7678976.8675,235.0,AP___pj_ccx
1179,289140.34250000026,7679256.1073,235.0,AP___pj_ccx
1180,288277.7991000004,7679293.149,235.0,AP___pj_ccx
1181,287666.30169999966,7679142.8538,255.0,AP___pj_ccx
1182,287609.8507000003,7678943.1644,255.0,AP___pj_ccx
1183,287507.2807,7679092.694,255.0,AP___pj_ccx
1184,287301.0191000001,7679134.7155,255.0,AP___pj_ccx
1185,287530.40189999994,7679295.6827,255.0,AP___pj_ccx
1186,287209.0861,7679542.8323,255.0,AP___pj_ccx
