X,Y,Z,code,type
405824.64224846737,7599525.507209934,314.1726,FA_62,syncline exposed
403779.32349369786,7601779.532004546,309.47012,FA_62,syncline exposed
402207.0715645781,7603727.454795334,312.4051,FA_62,syncline exposed
400597.62295264396,7605792.644458759,332.5943,FA_62,syncline exposed
399747.90012864256,7607016.565674415,350.06113,FA_62,syncline exposed
398962.6378049713,7607960.11424058,307.9971,FA_62,syncline exposed
398153.36810720735,7608814.748536002,312.9692,FA_62,syncline exposed
426705.99970831536,7524310.484436703,371.8694,FA_71,anticline exposed
427678.1363308913,7523479.051900217,362.78268,FA_71,anticline exposed
429379.37554868934,7522353.41966597,355.0317,FA_71,anticline exposed
431656.2222570685,7521598.734649684,378.11328,FA_71,anticline exposed
433280.71365971735,7521547.569621772,344.89447,FA_71,anticline exposed
434547.0497658623,7521253.370102209,344.89447,FA_71,anticline exposed
437151.5828642397,7520002.008592477,343.715,FA_71,anticline exposed
527414.4543474035,7446558.703246006,345.07007,FA_72,anticline exposed
529291.1547635685,7445336.366066308,356.01373,FA_72,anticline exposed
530550.5193804512,7444589.382084511,350.12817,FA_72,anticline exposed
532285.2324887179,7443311.483905493,353.98068,FA_72,anticline exposed
534654.3727880624,7441801.682811679,339.0759,FA_72,anticline exposed
537208.8585296429,7440399.432999315,359.048,FA_72,anticline exposed
278190.00000000093,7652681.818763683,216.,FA_73,syncline concealed
280680.9305810174,7650610.086484536,223.,FA_73,syncline concealed
286717.2500373386,7645220.500160934,242.,FA_73,syncline concealed
289988.02995206136,7642088.650081441,237.,FA_73,syncline concealed
295247.6400347566,7636611.349994964,275.,FA_73,syncline concealed
399150.77287990414,7657404.90582145,251.99738,FA_76,syncline exposed
402672.46729080845,7654078.731353705,248.97179,FA_76,syncline exposed
406994.9681439847,7649883.637155006,244.58524,FA_76,syncline exposed
409338.6534860125,7647462.510190267,246.24162,FA_76,syncline exposed
411288.2931560045,7644266.806103234,240.13678,FA_76,syncline exposed
413515.6572642308,7641361.548528177,246.78072,FA_76,syncline exposed
416485.4760460742,7637100.504432428,253.36249,FA_76,syncline exposed
417483.8499176353,7634274.562953979,254.6628,FA_76,syncline exposed
418781.6200212706,7632873.040055088,252.2993,FA_76,syncline exposed
391839.40886635147,7657805.217804456,246.87573,FA_82,anticline concealed
394707.19838328846,7653669.297041577,243.00612,FA_82,anticline concealed
396180.9543692516,7652143.281901919,243.91501,FA_82,anticline concealed
400441.99839731865,7648172.763413414,237.6769,FA_82,anticline concealed
404961.2879021354,7644976.979951772,245.88344,FA_82,anticline concealed
409125.49032252375,7642394.529052464,244.02986,FA_82,anticline concealed
410707.24166509043,7641296.987490226,242.8877,FA_82,anticline concealed
413644.7798394095,7639231.026625531,245.64871,FA_82,anticline concealed
415872.1437436901,7636906.820514449,251.98946,FA_82,anticline concealed
492973.20338964136,7459245.182518152,418.18173,FA_94,syncline exposed
493804.5036344023,7458573.49199333,418.18173,FA_94,syncline exposed
494489.4948047201,7457921.75265728,380.89172,FA_94,syncline exposed
495280.8927061595,7457143.655774,405.82077,FA_94,syncline exposed
495806.2743155291,7456691.42852358,392.89734,FA_94,syncline exposed
496258.50169080554,7456372.209196106,392.89734,FA_94,syncline exposed
497043.248871687,7455461.104145722,416.80875,FA_94,syncline exposed
497561.9800125935,7455055.429782497,389.21945,FA_94,syncline exposed
497881.19958627585,7454849.267522922,389.21945,FA_94,syncline exposed
428680.66212917713,7492056.483260464,376.,FA_100,overturned syncline exposed
425224.9468363781,7494016.693592768,424.00137,FA_100,overturned syncline exposed
424109.6550440885,7494709.526446465,424.00137,FA_100,overturned syncline exposed
421910.22324013355,7495860.269974454,441.0842,FA_100,overturned syncline exposed
419733.1431384096,7497271.599854065,467.0461,FA_100,overturned syncline exposed
419426.3046779558,7497472.067677672,467.0461,FA_100,overturned syncline exposed
419189.01640933414,7497676.626657742,467.0461,FA_100,overturned syncline exposed
418689.8927937291,7498278.029623983,483.25058,FA_100,overturned syncline exposed
418419.8750624204,7498531.682916614,441.69516,FA_100,overturned syncline exposed
417769.37775568035,7499014.441755222,441.69516,FA_100,overturned syncline exposed
417495.2687299443,7499296.733013874,403.87173,FA_100,overturned syncline exposed
417202.0987300174,7499607.380385678,403.87173,FA_100,overturned syncline exposed
330633.24245723616,7556817.662651552,395.,FA_104,syncline exposed
330323.83239703125,7557661.508282037,395.,FA_104,syncline exposed
329479.9867292805,7559517.968813916,432.,FA_104,syncline exposed
328973.67920430144,7561458.813982214,420.,FA_104,syncline exposed
328973.6791975058,7562302.659568289,420.,FA_104,syncline exposed
328861.16655214597,7564243.504791006,387.,FA_104,syncline exposed
328635.11229200475,7566242.910821715,381.,FA_104,syncline exposed
394048.7661266186,7529666.896538914,431.60358,FA_106,anticline exposed
393710.84285411617,7530359.639265377,431.60358,FA_106,anticline exposed
392978.67586562387,7531463.52181709,492.99084,FA_106,anticline exposed
391095.4036233781,7534119.140156962,507.43024,FA_106,anticline exposed
388683.51922361914,7536021.640450364,492.75766,FA_106,anticline exposed
387146.52488654456,7536974.011270992,463.38663,FA_106,anticline exposed
385524.66558131727,7538199.835022225,476.91327,FA_106,anticline exposed
464840.2000873727,7453945.659884367,430.,FA_109,anticline exposed
469725.2948516558,7452200.2795899445,496.,FA_109,anticline exposed
473337.04273210064,7450099.854816318,442.,FA_109,anticline exposed
476431.8131913174,7448039.67830771,401.12674,FA_109,anticline exposed
477920.0975165534,7447073.6540247295,386.91745,FA_109,anticline exposed
479920.5679182636,7445335.314369772,387.891,FA_109,anticline exposed
482914.3755233679,7442065.579754837,356.13608,FA_109,anticline exposed
485097.396154975,7438397.482620895,344.9102,FA_109,anticline exposed
487539.1415496959,7431024.164879597,348.84625,FA_109,anticline exposed
417529.3014247293,7586548.734405143,342.99612,FA_112,anticline exposed
420052.4452070991,7585013.741891252,314.02264,FA_112,anticline exposed
423861.14547062514,7583075.813782906,301.99942,FA_112,anticline exposed
425367.3568803746,7582509.785286268,312.0021,FA_112,anticline exposed
427997.95030804,7581552.3337003635,298.,FA_112,anticline exposed
434950.50709872117,7579567.876092989,282.,FA_112,anticline exposed
437310.4980089316,7578707.262717591,287.,FA_112,anticline exposed
442708.8157158565,7497747.500145653,368.,FA_113,overturned syncline exposed
443496.3936924707,7497266.589730239,368.,FA_113,overturned syncline exposed
444416.3960711974,7496499.921140879,375.,FA_113,overturned syncline exposed
445733.67233808956,7496025.980412643,375.,FA_113,overturned syncline exposed
446123.97640125715,7495816.888797563,397.,FA_113,overturned syncline exposed
446688.5232858629,7495405.67554973,397.,FA_113,overturned syncline exposed
447608.5258340369,7494464.764105687,390.,FA_113,overturned syncline exposed
448012.7694890553,7494262.642191529,390.,FA_113,overturned syncline exposed
448542.46788496827,7494179.005500613,390.,FA_113,overturned syncline exposed
391897.1466341248,7543502.747228539,420.1123,FA_119,anticline exposed
392800.98061001394,7542566.244485976,444.9098,FA_119,anticline exposed
393944.38491312496,7541705.969035124,460.96826,FA_119,anticline exposed
396035.1814775119,7540322.994103907,425.89563,FA_119,anticline exposed
398221.3849686908,7538977.381731154,404.0819,FA_119,anticline exposed
399880.96281440987,7537498.524873752,385.94235,FA_119,anticline exposed
401695.7155820075,7535693.713909414,377.73956,FA_119,anticline exposed
359003.05738092575,7554864.095719624,353.2498,FA_120,anticline exposed
355760.03640245134,7567564.710994521,397.32507,FA_120,anticline exposed
352121.88269611576,7586637.669280466,409.6247,FA_120,anticline exposed
350507.3300588557,7593070.652497927,341.2589,FA_120,anticline exposed
349296.41546378087,7597107.034129171,373.30054,FA_120,anticline exposed
346975.49627195136,7603413.880488973,318.12183,FA_120,anticline exposed
345498.1565305127,7607734.315987138,303.03323,FA_120,anticline exposed
345234.35583389294,7608827.20417148,303.03323,FA_120,anticline exposed
386214.2669592295,7640307.331946136,238.99818,FA_131,syncline exposed
387915.2763789492,7638208.761079775,238.08574,FA_131,syncline exposed
389286.6031648936,7636380.325197151,241.0207,FA_131,syncline exposed
391885.62476958707,7633384.6471484285,240.97649,FA_131,syncline exposed
393531.1857357612,7631743.934991326,243.17542,FA_131,syncline exposed
395272.55295849964,7629763.129709306,238.04474,FA_131,syncline exposed
398581.1509677153,7625801.519222545,251.93478,FA_131,syncline exposed
400596.7831242494,7623243.210446635,266.8269,FA_131,syncline exposed
475597.6422416009,7541746.416394354,258.11316,FA_134,anticline concealed
472095.2472250927,7543538.339402671,265.72073,FA_134,anticline concealed
466230.7723312294,7546226.223812073,269.92517,FA_134,anticline concealed
458063.3372589052,7549116.482190946,277.07666,FA_134,anticline concealed
454501.821893231,7551439.090617167,273.9823,FA_134,anticline concealed
450598.6877053473,7555350.91255996,275.1891,FA_134,anticline concealed
447323.2699113358,7558689.319308213,275.0038,FA_134,anticline concealed
447165.21560300793,7558812.270636857,273.,FA_134,anticline concealed
429295.8324878911,7586215.763786357,277.,FA_137,anticline exposed
432068.8021201208,7585165.593857368,273.,FA_137,anticline exposed
434073.7570507049,7584693.83990337,268.,FA_137,anticline exposed
435460.0100770312,7584025.204438491,278.,FA_137,anticline exposed
436415.8828274091,7583490.201178104,271.,FA_137,anticline exposed
438919.6984548288,7581835.257648028,265.,FA_137,anticline exposed
440517.5751984425,7580972.1186913755,274.,FA_137,anticline exposed
442047.43172808766,7580752.682576569,282.,FA_137,anticline exposed
450759.71470596833,7485400.161383675,436.,FA_149,overturned anticline exposed
450319.0104287952,7485360.093832639,416.00516,FA_149,overturned anticline exposed
449670.8050557332,7485237.765063211,416.00516,FA_149,overturned anticline exposed
449078.9070855146,7485060.613010223,416.00516,FA_149,overturned anticline exposed
448570.2493491574,7484862.24759776,384.99536,FA_149,overturned anticline exposed
448254.4831962001,7484671.923049012,384.99536,FA_149,overturned anticline exposed
448122.55358175415,7484481.598322244,384.99536,FA_149,overturned anticline exposed
448079.2980018298,7484106.355832227,393.89594,FA_149,overturned anticline exposed
448040.367970868,7483959.287040699,393.89594,FA_149,overturned anticline exposed
447873.8341077868,7483595.939638416,393.89594,FA_149,overturned anticline exposed
447633.76530709746,7483236.918034252,393.89594,FA_149,overturned anticline exposed
447532.11444083153,7482648.64154803,414.93076,FA_149,overturned anticline exposed
447622.3860097609,7481854.840144748,414.93076,FA_149,overturned anticline exposed
447655.3929336404,7481738.110820185,414.93076,FA_149,overturned anticline exposed
447769.5688700691,7481544.344898859,414.93076,FA_149,overturned anticline exposed
448713.0973105221,7480184.154150721,402.09875,FA_149,overturned anticline exposed
449328.53667157097,7479369.743223306,387.00568,FA_149,overturned anticline exposed
449819.7203205808,7478941.431185435,387.00568,FA_149,overturned anticline exposed
450064.0493605805,7478490.10318584,387.00568,FA_149,overturned anticline exposed
450374.98283830896,7477739.574115429,399.0024,FA_149,overturned anticline exposed
450793.13458386675,7477171.316578886,385.,FA_149,overturned anticline exposed
451077.1511198948,7476746.82136848,385.,FA_149,overturned anticline exposed
451481.686137857,7475757.733188087,402.,FA_149,overturned anticline exposed
451599.3650837396,7475428.23268066,402.,FA_149,overturned anticline exposed
451685.66264444013,7475012.434445278,402.,FA_149,overturned anticline exposed
451630.7457617245,7474741.773244619,410.,FA_149,overturned anticline exposed
451324.78100139217,7474459.34431373,410.,FA_149,overturned anticline exposed
426852.2545283025,7562844.269772982,311.,FA_153,anticline exposed
428150.3591076279,7559366.103989663,302.,FA_153,anticline exposed
428912.02870697377,7556158.8244186435,305.,FA_153,anticline exposed
430107.23455391714,7554078.281441954,308.,FA_153,anticline exposed
431160.10987647093,7553053.279976089,297.,FA_153,anticline exposed
432364.84457014885,7551510.802979563,305.,FA_153,anticline exposed
437632.60242859024,7546995.581908932,299.,FA_153,anticline exposed
440509.9489961707,7545623.308967069,292.,FA_153,anticline exposed
443520.09636121127,7543321.4316907935,292.,FA_153,anticline exposed
449466.8920464674,7539005.9019784015,287.05722,FA_153,anticline exposed
458396.0818000226,7537241.252250961,288.09064,FA_153,anticline exposed
461340.1943284521,7536300.64283451,279.8727,FA_153,anticline exposed
378512.4075640352,7576268.245291032,307.92264,FA_154,anticline exposed
382556.5541259061,7568394.166606896,317.28146,FA_154,anticline exposed
386342.9144737137,7563976.746319171,326.9155,FA_154,anticline exposed
388407.40895989607,7560473.3614123985,338.1742,FA_154,anticline exposed
389945.9910736679,7558166.088512551,341.70923,FA_154,anticline exposed
391431.7632216453,7556332.474036695,346.43326,FA_154,anticline exposed
394258.1921006816,7553029.024056494,361.60074,FA_154,anticline exposed
395123.13337098167,7551587.455010511,389.17838,FA_154,anticline exposed
395988.0749104914,7550621.603817783,408.78552,FA_154,anticline exposed
429263.6558381238,7497016.152997931,365.,FA_155,overturned syncline exposed
429572.54693159304,7496737.07541956,437.,FA_155,overturned syncline exposed
430885.89877505857,7495723.428370468,367.,FA_155,overturned syncline exposed
432246.2170496795,7494726.424762504,371.,FA_155,overturned syncline exposed
432550.3875901369,7494489.847859287,371.,FA_155,overturned syncline exposed
433167.1778124918,7493881.506755356,371.,FA_155,overturned syncline exposed
433657.23042463034,7493239.368883682,367.,FA_155,overturned syncline exposed
434316.26666435454,7492132.526064572,367.,FA_155,overturned syncline exposed
434933.33051289746,7490776.069691567,384.,FA_155,overturned syncline exposed
471061.2353474621,7500268.7501060385,312.,FA_159,syncline exposed
467473.4590334419,7503769.989213499,321.,FA_159,syncline exposed
463263.62342961715,7508880.904803153,315.,FA_159,syncline exposed
458405.7235741417,7513641.26763834,309.15475,FA_159,syncline exposed
454342.1599092957,7517043.37814692,311.01505,FA_159,syncline exposed
451804.6776979169,7520512.490246762,324.08542,FA_159,syncline exposed
445006.9368701534,7531457.633062227,300.80917,FA_159,syncline exposed
410865.9695240272,7514167.0151168145,454.5215,FA_168,anticline exposed
409719.5943705474,7515067.618573258,486.36798,FA_168,anticline exposed
408907.37886068696,7515633.431683121,501.295,FA_168,anticline exposed
407803.13098551874,7516619.041263895,449.06415,FA_168,anticline exposed
406662.3791509267,7517869.305403984,402.4012,FA_168,anticline exposed
406315.5905062186,7518362.110234568,402.4012,FA_168,anticline exposed
406105.6921615977,7518699.772812719,402.97144,FA_168,anticline exposed
405658.51740451646,7520141.683267072,402.97144,FA_168,anticline exposed
