X,Y,Z,code,type
405211.3426352657,7521008.654728698,399.44577,FA_168,anticline exposed
404526.89137390204,7521930.382377556,388.39728,FA_168,anticline exposed
403596.03797936253,7522943.370046048,388.39728,FA_168,anticline exposed
402993.7209649632,7523427.048783187,390.16223,FA_168,anticline exposed
404227.3068741018,7668976.277704156,311.22128,FA_171,anticline exposed
406488.661456642,7666834.6587540535,292.35385,FA_171,anticline exposed
408394.40310932003,7663929.183696436,278.4442,FA_171,anticline exposed
408956.75313353806,7662742.00038035,278.4442,FA_171,anticline exposed
419834.7161852035,7562324.691102181,342.,FA_172,syncline exposed
421522.61742908467,7560976.898750352,327.,FA_172,syncline exposed
423005.6922823483,7559559.738395784,307.,FA_172,syncline exposed
424521.7243028854,7557252.732986594,311.,FA_172,syncline exposed
425901.9604940745,7554578.954977789,307.,FA_172,syncline exposed
426244.44376884133,7554234.50473133,307.,FA_172,syncline exposed
427718.57444211474,7552506.893644212,307.,FA_172,syncline exposed
431080.2108587207,7549145.257312285,304.,FA_172,syncline exposed
434013.40362446907,7545915.449581962,301.,FA_172,syncline exposed
439069.2639074895,7539495.518281808,304.02795,FA_172,syncline exposed
446246.91695986234,7534254.060283609,305.92398,FA_172,syncline exposed
449388.6919038978,7532894.958982449,296.95197,FA_172,syncline exposed
410489.9669240514,7552035.148081595,335.,FA_174,anticline exposed
413282.795217397,7549409.97848,330.,FA_174,anticline exposed
415978.5384931882,7546113.986179462,343.,FA_174,anticline exposed
417587.8709942688,7544910.570116428,342.,FA_174,anticline exposed
420134.43805139355,7543146.251588534,435.,FA_174,anticline exposed
421502.96674803033,7542939.567686389,423.,FA_174,anticline exposed
422361.45093040774,7542796.994233793,421.,FA_174,anticline exposed
423046.4764867206,7542533.358196344,421.,FA_174,anticline exposed
425243.13060826686,7540701.550853364,376.,FA_174,anticline exposed
427879.2461605281,7537790.034182832,347.0114,FA_174,anticline exposed
429204.17885607877,7536616.78390525,332.11407,FA_174,anticline exposed
431719.58514604124,7533230.1561432015,329.4866,FA_174,anticline exposed
434477.8357431877,7530107.569083659,325.19156,FA_174,anticline exposed
436762.8416154853,7528615.668442719,317.75925,FA_174,anticline exposed
443693.9938771613,7612373.581378753,260.96985,FA_175,anticline exposed
444239.5108340103,7611594.113332279,261.8625,FA_175,anticline exposed
445226.82363539934,7610340.945407498,260.25546,FA_175,anticline exposed
445677.8405640414,7609594.434574977,260.25546,FA_175,anticline exposed
446346.5898813363,7608319.145190806,279.86063,FA_175,anticline exposed
447416.1453362396,7606101.060272436,256.8257,FA_175,anticline exposed
448184.4468730502,7604578.034723931,244.94067,FA_175,anticline exposed
407326.6981132199,7547087.0361697,364.,FA_176,anticline exposed
405750.72826870234,7547803.741252084,348.,FA_176,anticline exposed
404277.7563903887,7548632.970074382,348.,FA_176,anticline exposed
402507.81035618664,7549609.97589502,356.,FA_176,anticline exposed
400960.8416723437,7551295.230396351,381.,FA_176,anticline exposed
399313.2952858984,7553717.450970308,352.,FA_176,anticline exposed
396564.14731345145,7557527.059735991,345.7355,FA_176,anticline exposed
394021.06937371235,7561851.242694665,329.2046,FA_176,anticline exposed
392563.3296838626,7564521.526748927,321.15192,FA_176,anticline exposed
389703.8181289899,7567742.74987909,312.8655,FA_176,anticline exposed
388085.45439464756,7569523.967627675,310.96436,FA_176,anticline exposed
386517.9826932418,7571250.222384044,309.1608,FA_176,anticline exposed
384539.92215803947,7574144.892378407,307.90775,FA_176,anticline exposed
380105.5258697376,7580136.899351176,303.0606,FA_176,anticline exposed
397954.4295738239,7599052.311719517,282.8361,FA_177,anticline exposed
401433.6036011148,7595213.718599005,295.15375,FA_177,anticline exposed
401748.7399376554,7594850.689987099,295.15375,FA_177,anticline exposed
403497.8831659488,7592962.206716049,298.03616,FA_177,anticline exposed
404964.63969989744,7591475.849069711,312.83096,FA_177,anticline exposed
408653.6091045825,7588235.242408795,319.9014,FA_177,anticline exposed
424847.5839125637,7576942.3026610445,308.9986,FA_177,anticline exposed
429156.63139624114,7574756.43337347,298.,FA_177,anticline exposed
448959.6854238633,7484045.836770446,403.03906,FA_180,syncline exposed
449852.69008883904,7483540.886162131,403.03906,FA_180,syncline exposed
450701.5447781224,7483081.155841485,396.,FA_180,syncline exposed
451312.06250806083,7482772.1282702,396.,FA_180,syncline exposed
452043.1766026311,7482613.84589174,389.,FA_180,syncline exposed
452962.72202225955,7482598.771313405,389.,FA_180,syncline exposed
453475.25534055213,7482546.010427508,389.,FA_180,syncline exposed
453950.1026020715,7482478.175281914,379.,FA_180,syncline exposed
454705.8383638615,7482221.883016323,379.,FA_180,syncline exposed
455449.9664678,7481617.0937928315,373.,FA_180,syncline exposed
456303.7869565944,7480573.535555749,366.,FA_180,syncline exposed
457436.2849947441,7479162.360083565,370.,FA_180,syncline exposed
458874.1425020142,7477559.964098656,376.,FA_180,syncline exposed
518249.77481685736,7455900.164345009,364.05295,FA_187,anticline exposed
515690.8059088053,7457220.087667089,361.0299,FA_187,anticline exposed
513472.71044863795,7458407.566036895,370.65234,FA_187,anticline exposed
512790.3319211261,7458987.654124826,377.,FA_187,anticline exposed
512205.5895702255,7459725.674910476,360.16678,FA_187,anticline exposed
511339.40005927475,7460374.659958584,378.,FA_187,anticline exposed
510691.708605362,7460866.73478022,370.,FA_187,anticline exposed
393072.630220888,7608480.284807596,288.27927,FA_188,anticline exposed
391644.60785759235,7609935.834880406,272.04208,FA_188,anticline exposed
390137.4352355115,7611443.007475508,279.6881,FA_188,anticline exposed
388390.80515622,7613203.723329648,266.95584,FA_188,anticline exposed
386841.3751411162,7614837.6675691195,259.33502,FA_188,anticline exposed
386249.7747163432,7615429.268226147,256.0152,FA_188,anticline exposed
341758.07523759786,7536401.123145476,404.,FA_196,syncline exposed
341741.90440115135,7533391.800239793,426.,FA_196,syncline exposed
341766.2942750412,7531586.953949748,423.,FA_196,syncline exposed
341766.29435108195,7529562.599271665,430.,FA_196,syncline exposed
341766.2943524203,7528879.684701071,430.,FA_196,syncline exposed
341741.90439426916,7527879.702231459,442.,FA_196,syncline exposed
341839.4636308513,7526269.974418787,470.,FA_196,syncline exposed
342327.25986821926,7524474.8839854365,492.,FA_196,syncline exposed
343254.07288356835,7523304.173260402,490.,FA_196,syncline exposed
343693.08951752674,7522718.817612369,490.,FA_196,syncline exposed
419105.7350739764,7540014.457510108,375.039,FA_197,anticline exposed
417734.06775135285,7541446.69951519,364.,FA_197,anticline exposed
416740.0122521609,7542373.589055622,358.,FA_197,anticline exposed
414904.0795257279,7544120.478965315,349.,FA_197,anticline exposed
413788.15128694096,7544805.9776139315,420.,FA_197,anticline exposed
412464.9792132131,7545347.999995105,407.,FA_197,anticline exposed
409645.920753646,7546221.660373701,340.,FA_197,anticline exposed
408828.8670504947,7546505.624247114,340.,FA_197,anticline exposed
437468.2227939138,7506566.80827583,341.,FA_199,syncline exposed
436730.69935501413,7507008.5541161485,341.,FA_199,syncline exposed
435885.6204738154,7507323.537778546,347.,FA_199,syncline exposed
434226.192608922,7507561.696643069,350.,FA_199,syncline exposed
433776.76417898794,7507600.1092132395,350.,FA_199,syncline exposed
433304.28831164335,7507596.26795451,350.,FA_199,syncline exposed
432785.7170029666,7507699.98217403,357.,FA_199,syncline exposed
432152.27996419405,7507892.630079599,349.,FA_199,syncline exposed
429891.5082359066,7508794.499869339,369.,FA_199,syncline exposed
429305.52817384875,7509182.711764815,369.,FA_199,syncline exposed
