X,Y,formation,appar_th,thickness,cl,cm,p1x,p1y,p2x,p2y,dip,type
341338.9789999998,7600387.97265,P__TAw_ktsv,822.573182276394,447,0.17888635903242509,-0.983869742675382,346258.3277133767,7601282.404445162,336419.6302866229,7599493.540854838,32.95610169248357,full
340626.09525000025,7601644.497549999,P__TAw_ktsv,1257.2048990171957,736,0.33872315823174265,-0.9408860834753132,345330.5256673768,7603338.113341157,335921.6648326237,7599950.88175884,35.88451027398197,full
340181.3876,7603610.0852000015,P__TAw_ktsv,1185.6224304878074,648,0.2727664772889187,-0.9620802715300808,344991.7889576504,7604973.917586446,335370.9862423496,7602246.252813557,33.1587585630572,full
339738.83834999986,7605926.848850002,P__TAw_ktsv,1168.5695170749211,548,0.16439464693105665,-0.9863946472180458,344670.8115860901,7606748.822084657,334806.86511390965,7605104.875615346,28.01554047007386,full
338819.34190000035,7608031.5711,P__TAw_ktsv,1162.82350618599,522,0.5382855745759797,-0.8427625052192387,343033.15442609653,7610722.998972881,334605.52937390417,7605340.14322712,26.676558532730795,full
338119.2211500001,7608983.6272,P__TAw_ktsv,1212.3923129623008,542,0.621391999947015,-0.7834998292289853,342036.72029614507,7612090.587199735,334201.72200385516,7605876.6672002645,26.571160359551804,full
337934.7125999997,7609980.61655,P__TAw_ktsv,985.559704242557,467,0.226071782447354,-0.974110645245742,342805.26582622837,7611110.975462237,333064.159373771,7608850.257637763,28.329587910025253,full
337564.6763500003,7610966.6992,P__TAw_ktsv,1100.2809945277695,531,0.011963924442077842,-0.999928429694818,342564.31849847443,7611026.51882221,332565.0342015262,7610906.879577789,28.87575954608817,full
337456.6253499999,7611891.6521,P__TAw_ktsv,779.9590225112482,384,0.3148704864322514,-0.9491346462825584,342202.29858141264,7613466.004532161,332710.9521185871,7610317.299667838,29.533820844912057,full
336577.32235000003,7613980.83395,P__TAw_ktsv,1260.326053741011,626,0.2993480107311777,-0.9541439977651626,341348.0423388258,7615477.574003655,331806.60236117424,7612484.093896344,29.80048616457166,full
336142.2816499998,7615554.4456,P__TAw_ktsv,918.7831557037271,472,0.5275465745166251,-0.8495261100847783,340389.91220042366,7618192.178472583,331894.6510995759,7612916.712727417,30.951956825373998,full
335279.1324,7617485.341700002,P__TAw_ktsv,823.7198273845627,449,0.4147261500804852,-0.9099462733806974,339828.86376690347,7619558.972450404,330729.40103309654,7615411.710949599,33.084199695942004,full
334668.68490000017,7619090.47075,P__TAw_ktsv,682.0481224346273,367,0.4819202811359694,-0.8762150664248066,339049.7602321242,7621500.0721556805,330287.60956787615,7616680.86934432,32.561523119661885,full
334351.03269999987,7619902.5634,P__TAw_ktsv,670.0404647804264,378,0.653249430375059,-0.7571427749867663,338136.7465749337,7623168.810551875,330565.31882506603,7616636.316248125,34.36181808679429,full
333735.91500000004,7621083.9275,P__TAw_ktsv,600.9392251885567,333,0.20299193721163505,-0.9791804090294433,338631.81704514724,7622098.887186059,328840.01295485283,7620068.967813942,33.6662489829872,full
333248.36515,7622181.55995,P__TAw_ktsv,580.7705602856287,312,0.5651436344942025,-0.8249925286877956,337373.327793439,7625007.278122471,329123.4025065611,7619355.841777529,32.56193269895184,full
333065.94059999986,7622832.32525,P__TAw_ktsv,527.0529935700474,280,0.7206055923566934,-0.6933452100247459,336532.6666501236,7626435.353211783,329599.2145498761,7619229.297288217,32.141518504801134,full
332925.16470000014,7623354.1000999985,P__TAw_ktsv,363.0104767737912,197,0.3842917502786528,-0.9232117041436214,337541.22322071827,7625275.558851392,328309.106179282,7621432.641348605,32.98020219719088,full
332849.6602500002,7624017.109200002,P__TAw_ktsv,282.603872397926,159,0.6124748345213897,-0.7904900866411899,336802.1106832061,7627079.483372608,328897.20981679426,7620954.735027395,34.31937167375428,full
332180.02310000034,7625112.28495,P__TAw_ktsv,381.1780195365431,222,0.2209715157340144,-0.9752802618910178,337056.42440945545,7626217.14252867,327303.62179054524,7624007.427371331,35.78597965273581,full
323302.9818750053,7606250.348047289,A_FOk_b,1880.9879317943728,760,-0.59572477167717,0.8031886431033397,319287.0386594886,7603271.724188903,327318.925090522,7609228.971905675,23.848380702063764,full
325522.54969999986,7595519.6796,A_FOk_b,4143.944642900623,1737,0.3766795754407355,0.92634361737197,320890.83161314,7597403.077477204,330154.2677868597,7593636.281722797,24.7966688403545,full
324911.5196499997,7593413.8379500015,A_FOk_b,4450.173278896194,2434,0.6923142496367679,0.7215961334083484,321303.53898295795,7596875.409198185,328519.5003170414,7589952.2667018175,33.17055662858441,full
323788.08189999964,7591841.51305,A_FOk_b,3432.1601690107605,1805,0.7175779819027924,0.6964781689962118,320305.6910550186,7595429.402959514,327270.4727449807,7588253.623140486,31.730526893000707,full
324000.1137000001,7591152.131200002,A_FOk_b,3472.2156862805405,1557,0.5192692400893749,0.8546107045298479,319727.0601773509,7593748.477400448,328273.1672226493,7588555.784999555,26.652271376536092,full
323625.31609999994,7590067.4871,A_FOk_b,2973.3358509815357,1301,0.4032491108763563,0.9150902439527088,319049.8648802364,7592083.732654382,328200.7673197635,7588051.241545618,25.96795356716885,full
323486.91525000014,7588727.868349999,A_FOk_b,2077.5098398198675,528,0.11209376358109176,0.9936976341756212,318518.42707912205,7589288.337167905,328455.4034208782,7588167.399532094,14.730628193789116,full
323823.94325,7587955.9797,A_FOk_b,1411.2333764236905,217,-0.6500191651404105,0.75991781460245,320024.3541769878,7584705.883874298,327623.53232301224,7591206.075525702,8.88408200614576,full
324856.11985000037,7587495.58015,A_FOk_b,1708.3136494372093,187,-0.86728101115177,0.4978188904567238,322367.02539771673,7583159.175094241,327345.214302284,7591831.985205758,6.311872570913778,full
325499.9674499999,7586624.9252,A_FOk_b,1510.5307911932264,143,-0.5655241565839978,0.8247317311222832,321376.3087943885,7583797.30441708,329623.62610561127,7589452.545982921,5.433640342678956,full
326323.6113499999,7585352.12825,A_FOk_b,1403.0093832092273,223,-0.4544767683295174,0.8907585907802171,321869.8183960988,7583079.744408352,330777.404303901,7587624.512091648,9.147119392996629,full
327262.66094999993,7583659.52245,A_FOk_b,1519.6893113419349,330,-0.4087238269360671,0.9126581141340584,322699.37037932966,7581615.90331532,331825.9515206702,7585703.14158468,12.574753164015178,full
328431.51515000034,7582114.05935,A_FOk_b,1708.0193110663151,487,-0.9402029887896752,0.3406146501120608,326728.44189944,7577413.044406052,330134.58840056066,7586815.074293948,16.584817351330855,full
329043.9354000003,7581079.68935,A_FOk_b,1327.311438433067,486,-0.4255316620049892,0.9049435367089328,324519.21771645563,7578952.031039975,333568.653083545,7583207.347660025,21.523853045581774,full
329830.8251,7580336.96875,A_FOk_b,1310.1168926118523,573,-0.4914024815722575,0.8709326042264275,325476.1620788679,7577879.956342138,334185.48812113213,7582793.981157862,25.944283989908797,full
330389.3753499999,7579282.0002,A_FOk_b,926.137924292253,478,-0.5697015909068899,0.8218516273136891,326280.1172134314,7576433.4922454655,334498.63348656835,7582130.508154534,31.131035082419196,full
331617.4806000004,7577889.24685,A_FOk_b,525.400494383786,288,-0.8689083835822736,0.4949729497057797,329142.6158514715,7573544.704932088,334092.34534852934,7582233.7887679115,33.351356362581406,full
343351.4512,7577883.27015,P__TAw_ktsv,1407.8521035171893,857,0.7163681570509294,-0.6977224832004877,346840.06361600244,7581465.110935255,339862.8387839976,7574301.4293647455,37.532680842273706,full
342721.5247000004,7579095.17305,P__TAw_ktsv,1522.0226909848302,864,0.01184587019688283,-0.999929835218091,347721.17387609085,7579154.402400984,337721.87552391,7579035.943699016,34.60112200442095,full
343113.9535499997,7579650.32645,P__TAw_ktsv,994.137313528669,552,-0.043740809240626274,-0.999042912795529,348109.16811397736,7579431.622403797,338118.738986022,7579869.030496202,33.73259188176455,full
342957.55380000034,7582203.8265,P__TAw_ktsv,1155.3087230584358,597,-0.03100336970641707,-0.9995192799875584,347955.15019993816,7582048.809651468,337959.9574000625,7582358.843348533,31.1524496659696,full
342957.55380000034,7582203.8265,P__TAw_ktsv,1155.3087230584358,597,-0.03100336970641707,-0.9995192799875584,347955.15019993816,7582048.809651468,337959.9574000625,7582358.843348533,31.1524496659696,full
342917.8004999999,7582938.25095,P__TAw_ktsv,1418.685446769787,699,-0.5358967537623364,-0.8442835242422949,347139.2181212114,7580258.767181189,338696.3828787884,7585617.734718812,29.559352778280534,full
342899.50399999967,7583405.98445,P__TAw_ktsv,1150.3008177272882,552,-0.1435797383237811,-0.9896387516376238,347847.6977581878,7582688.0857583815,337951.31024181156,7584123.883141619,28.733862026335153,full
342899.50399999967,7583405.98445,P__TAw_ktsv,1150.3008177272882,552,-0.1435797383237811,-0.9896387516376238,347847.6977581878,7582688.0857583815,337951.31024181156,7584123.883141619,28.733862026335153,full
342932.0001000003,7584979.7784,P__TAw_ktsv,569.4757995000803,268,-0.1321477034498724,-0.9912300361030858,347888.1502805157,7584319.039882751,337975.84991948487,7585640.516917249,28.144995008424793,full
342932.0001000003,7584979.7784,P__TAw_ktsv,569.4757995000803,268,-0.1321477034498724,-0.9912300361030858,347888.1502805157,7584319.039882751,337975.84991948487,7585640.516917249,28.144995008424793,full
343155.5329500004,7586087.374949999,P__TAw_ktsv,840.3068266507202,430,-0.588165921985496,-0.8087402847731474,347199.2343738661,7583146.545340071,339111.8315261346,7589028.204559927,30.81926816465584,full
343155.5329500004,7586087.374949999,P__TAw_ktsv,241.1969854500011,123,-0.588165921985496,-0.8087402847731474,347199.2343738661,7583146.545340071,339111.8315261346,7589028.204559927,30.81926816465584,full
343155.5329500004,7586087.374949999,P__TAw_ktsv,241.1969854500011,123,-0.588165921985496,-0.8087402847731474,347199.2343738661,7583146.545340071,339111.8315261346,7589028.204559927,30.81926816465584,full
329964.94424492127,7631283.299515418,P__TAg_sg,967.149895195524,579,-0.3197637538055858,0.9474973043508678,325227.4577231669,7629684.48074639,334702.4307666756,7632882.118284445,36.83675001329759,full
332776.68199575396,7622056.268165305,P__TAg_sg,472.094741571542,298,-0.3646202377595794,0.9311563145982248,328120.90042276285,7620233.166976508,337432.46356874506,7623879.369354103,39.26330305201824,full
336341.9161934357,7612542.832720414,P__TAg_sg,762.5383484407556,491,-0.3374020215491872,0.9413606513204821,331635.1129368333,7610855.822612667,341048.71945003816,7614229.84282816,40.12636236935903,full
341846.0369901383,7585241.829729812,P__TAg_sg,2094.55235446788,1046,-0.5918391119975477,0.8060561180897731,337815.7563996894,7582282.634169824,345876.3175805872,7588201.0252898,29.968451663809653,full
342525.4796913167,7577733.690827764,P__TAg_sg,584.1514495708788,260,-0.5074058591914694,0.8617071974041801,338216.94370429585,7575196.661531806,346834.0156783376,7580270.720123721,26.514946765563423,full
343726.1344450008,7572847.727115506,P__TAg_sg,667.787861512698,210,-0.3261803318057864,0.9453075643107204,338999.5966234472,7571216.825456478,348452.6722665544,7574478.628774535,18.355307582550637,full
328044.92645000014,7639208.17945,P__TAg_sg,1862.4115263436502,1478,0.14142126675347155,-0.989949506444568,332994.673982223,7639915.285783767,323095.1789177773,7638501.073116233,52.55407706174326,full
327872.8361999998,7640894.66405,P__TAg_sg,2100.821874879097,1855,-0.3713903507769963,-0.9284768211160359,332515.22030557995,7639037.712296115,323230.4520944196,7642751.615803884,62.057076470516066,full
327727.0749499998,7641891.97015,P__TAg_sg,1722.900698822359,1584,0.21967304263009052,-0.975573551477098,332604.9427073853,7642990.335363151,322849.2071926143,7640793.60493685,66.83933327102271,full
327499.1427000002,7643010.963549999,P__TAg_sg,1746.2073466827367,1650,0.3939192516124105,-0.9191450501466666,332094.8679507335,7644980.5598080605,322903.4174492669,7641041.367291937,70.96292948464163,full
327409.68005000014,7643987.42595,P__TAg_sg,1767.2094727410076,1710,-0.2316748295854091,-0.9727932839697092,332273.6464698487,7642829.051802073,322545.7136301516,7645145.800097927,75.39973888851767,full
327393.73570000014,7644684.8343,P__TAg_sg,1637.7149660822822,1598,0.5715422356187587,-0.8205726493759776,331496.59894688,7647542.545478094,323290.87245312025,7641827.123121906,77.4233530248486,full
327072.32015000004,7646774.88005,P__TAg_sg,1394.8262593368124,1389,0.266951882971012,-0.9637098589192864,331890.86944459646,7648109.639464855,322253.7708554036,7645440.120635144,84.8529035957491,full
341625.60484999977,7592878.324,P__TAg_sg,1834.1928941978529,666,0.0785468350781632,-0.9969104246115617,346610.1569730576,7593271.058175391,336641.05272694194,7592485.589824609,21.302825392649112,full
342092.74209999986,7594209.91625,P__TAg_sg,1599.9658950080434,545,-0.3181276629653395,-0.9480478838414288,346832.981519207,7592619.277935173,337352.5026807927,7595800.554564826,19.93925274536062,full
342584.02914999984,7595925.6922,P__TAg_sg,935.873014850941,311,-0.03766241075447942,-0.9992905197269516,347580.4817486346,7595737.380146228,337587.5765513651,7596114.004253773,19.435770866175886,full
341709.72705000034,7597924.19525,P__TAg_sg,882.1827319832731,315,0.6607957254503767,-0.7505657927367262,345462.55601368396,7601228.173877251,337956.8980863167,7594620.216622748,20.936515386591836,full
340947.2040499998,7598678.6764,P__TAg_sg,1436.9508998938763,543,-0.12054525479989628,-0.9927078329222692,345910.7432146112,7598075.950126001,335983.66488538845,7599281.402674,22.245549633682273,full
340279.74619999994,7599458.533,P__TAg_sg,1321.8330997111402,525,0.5293782059146352,-0.8483859470209311,344521.6759351046,7602105.424029573,336037.81646489527,7596811.641970427,23.445480384142613,full
339941.8955000001,7600371.70155,P__TAg_sg,1211.289542608556,504,0.5754110443864794,-0.8178643713954417,344031.2173569773,7603248.756771932,335852.5736430229,7597494.646328068,24.609745480221164,full
339304.4131,7602103.501,P__TAg_sg,1188.2601753228867,532,0.4562090666943204,-0.8898726242928798,343753.7762214644,7604384.546333471,334855.0499785356,7599822.455666529,26.626261571286342,full
338916.7230999996,7603597.173900002,P__TAg_sg,1221.0438932368363,626,0.4872628675986873,-0.8732553451651494,343282.99982582533,7606033.488237995,334550.44637417386,7601160.859562009,30.865840862947387,full
338803.3235500003,7604686.0981,P__TAg_sg,1075.6883791803425,620,0.10697021766749304,-0.994262225236466,343774.63467618264,7605220.949188338,333832.012423818,7604151.247011662,35.22146171695579,full
338704.0806999998,7605435.9134,P__TAg_sg,1099.0264740988955,716,0.11105495028382684,-0.99381426736461,343673.15203682287,7605991.188151419,333735.00936317677,7604880.638648581,40.67459762277574,full
338215.6534500001,7606956.6998999985,P__TAg_sg,1101.7349617986358,825,0.6242561089169308,-0.7812197581218059,342121.75224060914,7610077.980444583,334309.55465939105,7603835.419355414,48.550680420665756,full
337653.47955000034,7607805.7414,P__TAg_sg,1135.0608816746478,876,0.3281293034961943,-0.94463281765303,342376.6436382655,7609446.38791748,332930.3154617352,7606165.094882519,50.56058403106726,full
337504.54284999985,7608818.050349998,P__TAg_sg,611.984072298627,475,0.3612632706769544,-0.9324638594925756,342166.8621474627,7610624.366703383,332842.223552537,7607011.733996614,50.971828195273424,full
331847.13489999995,7556021.33005,P__TAg_sg,365.32260838660306,60,-0.9062330748043292,0.4227784456789288,329733.2426716053,7551490.164675978,333961.0271283946,7560552.495424022,9.60532414985397,full
332807.51010000013,7555380.0849,P__TAg_sg,1319.456001955431,212,-0.9348749794129616,0.3549771441482037,331032.6243792591,7550705.7100029355,334582.39582074113,7560054.459797065,9.260341225883138,full
333725.12495000014,7555487.3751,P__TAg_sg,4527.666180757666,618,-0.8145267003818512,-0.5801260676482777,336625.75528824155,7551414.74159809,330824.49461175874,7559560.0086019095,7.85362340037814,full
333725.12495000014,7555487.3751,P__TAg_sg,1401.1433104733658,191,-0.8145267003818512,-0.5801260676482777,336625.75528824155,7551414.74159809,330824.49461175874,7559560.0086019095,7.85362340037814,full
334177.4499499998,7556094.885,P__TAg_sg,3738.3145803565744,457,-0.3992937956449588,-0.9168230280481844,338761.56509024074,7554098.4160217745,329593.3348097589,7558091.353978225,7.0369986659583645,full
334456.18490000017,7557770.029899999,P__TAg_sg,3420.480106498313,227,-0.09998192864602444,-0.9949892531802648,339431.1311659015,7557270.120256769,329481.23863409885,7558269.939543229,3.8097754914545447,full
326852.3449500003,7545479.15505,P__TAg_sg,4616.346262760746,2108,-0.20696473868299856,-0.9783484026367488,331744.08696318406,7544444.331356585,321960.6029368165,7546513.978743415,27.181049872882333,full
326911.9800499999,7546115.384950001,P__TAg_sg,3557.7290637644724,1578,-0.08836762795588382,-0.9960879290150296,331892.419695075,7545673.546810221,321931.5404049248,7546557.223089781,26.331174942338663,full
327945.9791000001,7545782.99415,P__TAg_sg,2341.3198464031702,454,0.9686017702832704,-0.248617398031825,329189.06609015923,7550626.003001416,326702.892109841,7540939.985298583,11.183144260735034,full
419152.3299499997,7635132.605,P__LAw_stq,3053.573627072694,3015,-0.6035686607393946,0.7973110257441907,415165.77482127876,7632114.761696303,423138.88507872063,7638150.448303698,-999.0,full
420342.20000000024,7633968.385,P__LAw_stq,1451.2542928907367,1433,-0.8526070161448447,0.5225526538259897,417729.4367308703,7629705.349919275,422954.9632691302,7638231.420080724,-999.0,full
421889.75,7633321.3551,P__LAw_stq,872.7962472892112,862,-0.9490944341111774,0.3149916747140849,420314.7916264296,7628575.882929444,423464.7083735704,7638066.827270556,-999.0,full
423583.67499999976,7633113.0201,P__LAw_stq,415.477689731337,410,-0.9977260732993944,0.06739942624808767,423246.6778687593,7628124.389733504,423920.6721312402,7638101.650466497,-999.0,full
