x,y,formation,app_th,thickness,norm_th
289369.7529000002,7678939.3102,A_HAc_kds,406.77476938961814,37,0.25170068027210885
288716.9795999997,7678594.775499999,A_HAc_kds,900.7496406657384,48,0.32653061224489793
288969.3965500002,7677900.411599997,A_HAc_kds,1727.3779285242508,147,1.0
288791.47190000024,7677883.63005,A_HAc_kds,1678.5548001818158,143,0.9727891156462585
288487.61659999983,7677756.276049999,A_HAc_kds,4176.189735169,393,2.673469387755102
288315.78768897033,7677502.127460804,A_HAc_kds,4046.152500236061,381,2.5918367346938775
285357.52605,7695166.776450003,A_HAc_kds,2475.3134299632325,755,5.136054421768708
286444.9233500003,7695849.83675,A_HAc_kds,3187.499997739377,581,3.9523809523809526
287395.3556000004,7687708.870200003,A_HAc_kds,428.1032336795084,57,0.3877551020408163
287057.86965000024,7688082.35415,A_HAc_kds,429.70280978835564,103,0.7006802721088435
286360.94334999984,7688528.6583,A_HAc_kds,340.4586082107706,108,0.7346938775510204
286360.94334999984,7688528.6583,A_HAc_kds,340.4586082107706,108,0.7346938775510204
285853.5435500001,7688731.3971,A_HAc_kds,2279.356700661555,785,5.340136054421769
285378.3272000002,7689032.43085,A_HAc_kds,998.0844498604342,315,2.142857142857143
284832.42354999995,7689308.199650003,A_HAc_kds,1170.6241529728238,233,1.5850340136054422
299930.3212000001,7685446.17075,A_FOk_b,3165.653270579929,1656,2.1789473684210527
299326.6368,7686236.72315,A_FOk_b,3952.270773095734,1501,1.975
298721.0558500001,7687066.82385,A_FOk_b,3952.8161609415884,1011,1.3302631578947368
297827.24010000005,7688266.875150003,A_FOk_b,4819.515959467121,1873,2.4644736842105264
325546.72564999986,7603978.8367,A_FOk_b,4785.966969484862,902,1.186842105263158
324545.40650000004,7605705.3193999985,A_FOk_b,3587.019749708536,1215,1.5986842105263157
324091.50474999985,7607601.910499997,A_FOk_b,1376.2149443231951,668,0.8789473684210526
300706.56900000013,7677148.2149,A_FOk_b,4261.386244379394,1654,2.1763157894736844
299211.3496999997,7679337.0191,A_FOk_b,3186.1378238292214,1506,1.981578947368421
298433.75820000004,7678779.532749997,A_FOk_b,2129.2879274661227,707,0.9302631578947368
298478.7433999996,7678540.0015,A_FOk_b,2364.090461546409,795,1.0460526315789473
298381.5496,7678065.52805,A_FOk_b,1745.3373669219684,619,0.8144736842105263
323302.9818750053,7606250.348047289,A_FOk_b,1880.9879317943728,760,1.0
325522.54969999986,7595519.6796,A_FOk_b,4143.944642900623,1737,2.2855263157894736
324911.5196499997,7593413.8379500015,A_FOk_b,4450.173278896194,2434,3.2026315789473685
323788.08189999964,7591841.51305,A_FOk_b,3432.1601690107605,1805,2.375
324000.1137000001,7591152.1312000025,A_FOk_b,3472.215686280541,1557,2.0486842105263157
323625.31609999994,7590067.4871,A_FOk_b,2973.335850981536,1301,1.7118421052631578
323486.91525000014,7588727.868349999,A_FOk_b,2077.5098398198675,528,0.6947368421052632
323823.94325,7587955.9797,A_FOk_b,1411.2333764236905,217,0.2855263157894737
324856.11985000037,7587495.58015,A_FOk_b,1708.3136494372093,187,0.24605263157894736
325499.9674499999,7586624.9252,A_FOk_b,1510.5307911932266,143,0.1881578947368421
326323.6113499999,7585352.12825,A_FOk_b,1403.0093832092273,223,0.29342105263157897
327262.66094999993,7583659.52245,A_FOk_b,1519.6893113419349,330,0.4342105263157895
328431.51515000034,7582114.05935,A_FOk_b,1708.0193110663154,487,0.6407894736842106
329043.9354000003,7581079.68935,A_FOk_b,1327.311438433067,486,0.6394736842105263
329830.8251,7580336.96875,A_FOk_b,1310.1168926118526,573,0.7539473684210526
330389.3753499999,7579282.0002,A_FOk_b,926.1379242922529,478,0.6289473684210526
331617.4806000004,7577889.24685,A_FOk_b,525.400494383786,288,0.37894736842105264
332448.04964999994,7626378.91925,P__TAw_ktsv,363.15031668149805,279,0.7010050251256281
331552.8541000001,7629674.35695,P__TAw_ktsv,845.8027685618864,702,1.763819095477387
331552.8541000001,7629674.35695,P__TAw_ktsv,845.8027685618864,702,1.763819095477387
330861.39015000034,7631758.07045,P__TAw_ktsv,1020.226741450947,597,1.5
330553.054,7634438.94685,P__TAw_ktsv,1044.1814557976218,716,1.7989949748743719
343453.5477499999,7586666.55205,P__TAw_ktsv,1069.602092906515,574,1.4422110552763818
343453.5477499999,7586666.55205,P__TAw_ktsv,1069.602092906515,574,1.4422110552763818
343339.9271,7587640.772600003,P__TAw_ktsv,969.1406894766768,584,1.4673366834170853
343339.9271,7587640.772600003,P__TAw_ktsv,969.1406894766768,584,1.4673366834170853
343079.0365,7588663.915,P__TAw_ktsv,1036.0618763147413,671,1.685929648241206
343079.0365,7588663.915,P__TAw_ktsv,1036.0618763147413,671,1.685929648241206
342564.3317999998,7590068.23175,P__TAw_ktsv,1529.6704344190914,887,2.228643216080402
342564.3317999998,7590068.23175,P__TAw_ktsv,1529.6704344190914,887,2.228643216080402
342870.2796,7591428.46935,P__TAw_ktsv,1597.6047966732724,602,1.5125628140703518
342870.2796,7591428.46935,P__TAw_ktsv,1597.6047966732724,602,1.5125628140703518
343410.88554999983,7592431.5509,P__TAw_ktsv,1598.867539360072,430,1.0804020100502512
343410.88554999983,7592431.5509,P__TAw_ktsv,1598.867539360072,430,1.0804020100502512
343602.92760000005,7593672.6226,P__TAw_ktsv,1113.6160548212818,274,0.6884422110552764
343602.92760000005,7593672.6226,P__TAw_ktsv,1113.6160548212818,274,0.6884422110552764
343493.19845,7596007.629149999,P__TAw_ktsv,1011.7281908505327,244,0.6130653266331658
