X,Y,Z,azimuth,dip,polarity,formation
451273.6200000001,7458389.8801,481.,305.71110259723815,45,0,P__mgnu_PTRO
451520.8903000001,7459088.19,481.,266.4028970183691,45,0,P__mgnu_PTRO
451627.47979999986,7459997.9001,445.,311.94502901932754,45,0,P__mgnu_PTRO
451918.53000000026,7460160.4701,445.,10.718438763624818,45,0,P__mgnu_PTRO
453024.13999999966,7459623.8601,425.,28.04603706535329,45,0,P__mgnu_PTRO
454671.86000000034,7458800.3198,441.,22.980376272519294,45,0,P__mgnu_PTRO
455200.66000000015,7458544.2599,443.,230.90768351082812,45,0,P__mgnu_PTRO
454304.4298999999,7459728.1301,431.,232.9128050535872,45,0,P__mgnu_PTRO
453283.2399000004,7461098.8399,423.,238.56034505925538,45,0,P__mgnu_PTRO
453362.67980000004,7461486.9301,423.,357.3653616107648,45,0,P__mgnu_PTRO
454048.1199000003,7461262.8101,426.,20.060400343048315,45,0,P__mgnu_PTRO
455330.4299999997,7460520.48,436.,27.54796537301189,45,0,P__mgnu_PTRO
456369.8901000004,7459869.02,436.,39.3274045638519,45,0,P__mgnu_PTRO
432899.82990000024,7501802.6801,362.,233.0077773904709,45,0,P__mgnu_PTRO
431844.86010000017,7503028.1701,363.,210.3042922251236,45,0,P__mgnu_PTRO
430622.04009999987,7503951.4699,376.,156.51738753080582,45,0,P__mgnu_PTRO
430271.3300999999,7504017.8501,376.,142.85209139972005,45,0,P__mgnu_PTRO
429921.9802000001,7503792.2,376.,124.39068519584794,45,0,P__mgnu_PTRO
429570.01999999955,7503806.18,376.,202.16722056382878,45,0,P__mgnu_PTRO
428790.79000000004,7504483.8,376.,194.97254770035218,45,0,P__mgnu_PTRO
428560.6199000003,7504343.6301,376.,182.82005191482378,45,0,P__mgnu_PTRO
428386.4500000002,7504588.13,376.,235.410161031018,45,0,P__mgnu_PTRO
428173.5599999996,7504614.04,376.,202.17572476511737,45,0,P__mgnu_PTRO
427638.8201000001,7504649.79,376.,164.21631460422793,45,0,P__mgnu_PTRO
426591.41000000015,7504958.56,380.,151.45310266843734,45,0,P__mgnu_PTRO
426358.1102999998,7505003.8499,380.,173.7566417050956,45,0,P__mgnu_PTRO
426421.4698999999,7504777.81,380.,59.78781382969362,45,0,P__mgnu_PTRO
426529.6200000001,7504434.3,367.,132.23040224939007,45,0,P__mgnu_PTRO
426243.9099000003,7504421.79,367.,195.555408298937,45,0,P__mgnu_PTRO
425597.79000000004,7504523.4699,367.,225.1544356061191,45,0,P__mgnu_PTRO
425412.7899000002,7504709.47,386.98917,218.1957224737856,45,0,P__mgnu_PTRO
430627.11994000024,7509153.8,355.,11.481745468326238,45,0,P__mgnu_PTRO
431769.75,7507621.0297,357.,165.17095867922183,45,0,P__mgnu_PTRO
431351.3200000003,7507701.2597,355.,192.90450083765387,45,0,P__mgnu_PTRO
431029.25004000025,7507701.9799999995,355.,180.0013340131054,45,0,P__mgnu_PTRO
430817.0399000002,7507741.28,355.,178.41483583422615,45,0,P__mgnu_PTRO
434740.2900400003,7504021.13,358.,18.387375210842094,45,0,P__mgnu_PTRO
434902.48000000045,7503516.8502,347.,176.60867365553872,45,0,P__mgnu_PTRO
434497.28000000026,7503404.2599,358.,175.39805625521188,45,0,P__mgnu_PTRO
434128.4500000002,7503509.96,358.,189.2582936113373,45,0,P__mgnu_PTRO
432667.7899000002,7504257.4701,363.,198.1519721655117,45,0,P__mgnu_PTRO
425551.66000000015,7505140.0401,380.,0.0,45,0,P__mgnu_PTRO
425684.1700400003,7505668.4601,380.,180.0,45,0,P__mgnu_PTRO
425297.44990000036,7505661.3998,386.98917,174.7430794306473,45,0,P__mgnu_PTRO
424977.9199000001,7505632.0002,386.98917,182.27087706111803,45,0,P__mgnu_PTRO
424410.8998999996,7505437.9699,386.98917,162.19343487176604,45,0,P__mgnu_PTRO
421633.5999999996,7506696.7299,384.0433,189.84527045389112,45,0,P__mgnu_PTRO
421153.6500000004,7506698.2901,384.0433,180.0000381691155,45,0,P__mgnu_PTRO
420524.26014000026,7506811.79,393.21848,180.0,45,0,P__mgnu_PTRO
420214.68989999965,7506821.84,393.21848,196.53890950651706,45,0,P__mgnu_PTRO
419479.9497999996,7507258.91,393.21848,195.28443630915504,45,0,P__mgnu_PTRO
419805.5301400003,7503796.5801,366.72894,8.133802664546039,45,0,P__mgnu_PTRO
422128.29009999987,7500284.16,387.093,175.87111051991207,45,0,P__mgnu_PTRO
421633.44994000025,7500345.6400999995,387.093,180.0013340247529,45,0,P__mgnu_PTRO
416276.79009999987,7510544.4701,418.1557,19.31456784486636,45,0,P__mgnu_PTRO
417555.91980000027,7509948.22,418.1557,35.36619848330997,45,0,P__mgnu_PTRO
418251.98029999994,7509649.0537,442.1219,38.310824145150036,45,0,P__mgnu_PTRO
419340.28479999956,7508864.3691,388.08844,260.01726934897374,45,0,P__mgnu_PTRO
419992.1297000004,7508771.12,388.08844,22.972369051923863,45,0,P__mgnu_PTRO
420546.48000000045,7508340.0401,388.08844,50.32333784947835,45,0,P__mgnu_PTRO
420784.57990000024,7507846.0198,423.00272,64.45170124456388,45,0,P__mgnu_PTRO
421595.20999999996,7507490.2801,384.0433,351.53918131385615,45,0,P__mgnu_PTRO
422302.95999999996,7507611.06,394.92712,348.92738341229693,45,0,P__mgnu_PTRO
423348.80009999964,7507590.2701,394.92712,4.685073757856344,45,0,P__mgnu_PTRO
424104.3903000001,7507360.27,434.00552,45.066328709044086,45,0,P__mgnu_PTRO
425049.0999999996,7507097.35,434.00552,340.53535478072865,45,0,P__mgnu_PTRO
425326.6799999997,7507218.4301,434.00552,346.74272160998856,45,0,P__mgnu_PTRO
425796.7899000002,7507368.4699,383.,202.18688384266633,45,0,P__mgnu_PTRO
424971.6199000003,7507692.4701,434.00552,233.54891455857603,45,0,P__mgnu_PTRO
424598.21999999974,7508401.5999,427.00177,348.94951474723007,45,0,P__mgnu_PTRO
424868.1199000003,7508299.7499,427.00177,48.08636634316329,45,0,P__mgnu_PTRO
425350.4099000003,7507979.88,427.00177,15.042145630880867,45,0,P__mgnu_PTRO
427301.25,7507407.6301,377.,215.67296723678874,45,0,P__mgnu_PTRO
426090.74990000017,7508317.89,430.,212.34066740960972,45,0,P__mgnu_PTRO
425375.96999999974,7508809.1099,427.00177,279.5546720930043,45,0,P__mgnu_PTRO
425713.8998999996,7508871.18,430.,10.846544980678118,45,0,P__mgnu_PTRO
426285.69990000036,7508834.08,430.,11.994859009127197,45,0,P__mgnu_PTRO
428072.79000000004,7510447.47,435.94266,262.3365952431825,45,0,P__mgnu_PTRO
428107.79000000004,7510745.47,435.94266,332.9895095599909,45,0,P__mgnu_PTRO
416718.52990000043,7509688.6501,418.1557,19.935878955660115,45,0,P__mgnu_PTRO
416502.1199000003,7510334.73,418.1557,222.94781938490445,45,0,P__mgnu_PTRO
413583.04009999987,7509385.62,399.8216,78.8643300246764,45,0,P__mgnu_PTRO
413708.12990000006,7508926.94,387.12427,55.847427724467025,45,0,P__mgnu_PTRO
414254.79000000004,7508804.3,387.12427,12.708077277176585,45,0,P__mgnu_PTRO
414483.0998999998,7508598.3,387.12427,315.3012853848933,45,0,P__mgnu_PTRO
414672.5499999998,7508952.2101,405.11267,308.51366829232154,45,0,P__mgnu_PTRO
414903.9500000002,7509226.63,405.11267,273.8737016483669,45,0,P__mgnu_PTRO
414906.74990000017,7509267.9801,412.84872,260.32150351809884,45,0,P__mgnu_PTRO
414869.70999999996,7509969.26,412.84872,257.6431356931305,45,0,P__mgnu_PTRO
414817.44990000036,7510647.96,412.84872,270.78478289598047,45,0,P__mgnu_PTRO
414623.79000000004,7511113.3301,455.86118,244.58193063506158,45,0,P__mgnu_PTRO
414445.77990000043,7511432.5299,412.1788,348.23439161905475,45,0,P__mgnu_PTRO
414705.45990000013,7511237.3599,455.86118,42.00345429282072,45,0,P__mgnu_PTRO
415982.7001,7510160.77,412.84872,43.087485682617796,45,0,P__mgnu_PTRO
416556.41000000015,7509757.13,418.1557,22.89933212955816,45,0,P__mgnu_PTRO
427071.79009999987,7508930.4699,369.,47.422133705150316,45,0,P__mgnu_PTRO
428970.79000000004,7507304.4699,370.,329.0918844811312,45,0,P__mgnu_PTRO
429628.7600999996,7507374.5499,370.,10.122165600185383,45,0,P__mgnu_PTRO
430043.8699000003,7507121.8001,370.,67.84073754705281,45,0,P__mgnu_PTRO
430421.77990000043,7506687.33,358.,10.664680803400643,45,0,P__mgnu_PTRO
431035.9001000002,7506337.2398,358.,17.480228298619693,45,0,P__mgnu_PTRO
