0.000000000000000000e+00,0.000000000000000000e+00,2.230000000000000000e+02,4.350000000000000000e+02,1.100000000000000000e+03,1.530000000000000000e+03,1.613000000000000000e+03,1.805000000000000000e+03,1.925000000000000000e+03,2.472000000000000000e+03,2.960500000000000000e+03,4.028000000000000000e+03,4.940000000000000000e+03,5.528000000000000000e+03,7.293000000000000000e+03,7.540000000000000000e+03,8.028500000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.120000000000000000e+02,8.770000000000000000e+02,1.307000000000000000e+03,1.390000000000000000e+03,1.582000000000000000e+03,1.702000000000000000e+03,2.249000000000000000e+03,2.737500000000000000e+03,3.805000000000000000e+03,4.717000000000000000e+03,5.305000000000000000e+03,7.070000000000000000e+03,7.317000000000000000e+03,7.805500000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.650000000000000000e+02,1.095000000000000000e+03,1.178000000000000000e+03,1.370000000000000000e+03,1.490000000000000000e+03,2.037000000000000000e+03,2.525500000000000000e+03,3.593000000000000000e+03,4.505000000000000000e+03,5.093000000000000000e+03,6.858000000000000000e+03,7.105000000000000000e+03,7.593500000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.300000000000000000e+02,5.130000000000000000e+02,7.050000000000000000e+02,8.250000000000000000e+02,1.372000000000000000e+03,1.860500000000000000e+03,2.928000000000000000e+03,3.840000000000000000e+03,4.428000000000000000e+03,6.193000000000000000e+03,6.440000000000000000e+03,6.928500000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.300000000000000000e+01,2.750000000000000000e+02,3.950000000000000000e+02,9.420000000000000000e+02,1.430500000000000000e+03,2.498000000000000000e+03,3.410000000000000000e+03,3.998000000000000000e+03,5.763000000000000000e+03,6.010000000000000000e+03,6.498500000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.920000000000000000e+02,3.120000000000000000e+02,8.590000000000000000e+02,1.347500000000000000e+03,2.415000000000000000e+03,3.327000000000000000e+03,3.915000000000000000e+03,5.680000000000000000e+03,5.927000000000000000e+03,6.415500000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+02,6.670000000000000000e+02,1.155500000000000000e+03,2.223000000000000000e+03,3.135000000000000000e+03,3.723000000000000000e+03,5.488000000000000000e+03,5.735000000000000000e+03,6.223500000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.470000000000000000e+02,1.035500000000000000e+03,2.103000000000000000e+03,3.015000000000000000e+03,3.603000000000000000e+03,5.368000000000000000e+03,5.615000000000000000e+03,6.103500000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.885000000000000000e+02,1.556000000000000000e+03,2.468000000000000000e+03,3.056000000000000000e+03,4.821000000000000000e+03,5.068000000000000000e+03,5.556500000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.067500000000000000e+03,1.979500000000000000e+03,2.567500000000000000e+03,4.332500000000000000e+03,4.579500000000000000e+03,5.068000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.120000000000000000e+02,1.500000000000000000e+03,3.265000000000000000e+03,3.512000000000000000e+03,4.000500000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.880000000000000000e+02,2.353000000000000000e+03,2.600000000000000000e+03,3.088500000000000000e+03
