X,Y,l,m,angle
515922.20780888025,7473681.663684318,-0.758287658854778,0.6519201073970183,-49.31347333805605
515922.20780888025,7473916.561434558,-0.6951976165421603,0.7188186655576632,-44.04296678560663
515922.20780888025,7474151.4591847975,-0.6391060589870363,0.7691186159273867,-39.72519282361836
515922.20780888025,7474386.356935037,-0.589725824135137,0.8076035242296393,-36.137554264272865
515922.20780888025,7474621.254685277,-0.5462316411788899,0.8376341648804784,-33.10886992367683
515922.20780888025,7474856.152435517,-0.5076414488815553,0.8615684298867011,-30.50685514907645
515922.20780888025,7475091.050185757,-0.47295800133820726,0.8810849726162445,-28.2264787605323
515922.20780888025,7475325.947935997,-0.4412152164058835,0.8974013220471148,-26.181442455955246
515922.20780888025,7475560.845686236,-0.4114982776674537,0.9114105372864191,-24.298989068602417
515922.20780888025,7475795.743436476,-0.3829650218441723,0.9237628440481316,-22.517464298055174
515922.20780888025,7476030.641186716,-0.3548734364312786,0.9349143512191131,-20.785687793368634
515922.20780888025,7476265.538936956,-0.3266089169628353,0.9451595713742541,-19.063079264044156
515922.20780888025,7476500.436687196,-0.29770244012946134,0.9546587123893882,-17.319658489893662
515922.20780888025,7476735.3344374355,-0.2678343986985889,0.9634649629715475,-15.535441503584867
515922.20780888025,7476970.232187675,-0.23682476991145396,0.9715523806549943,-13.699211160940914
515922.20780888025,7477205.129937915,-0.20461477480389376,0.9788425787285471,-11.806949267015481
515922.20780888025,7477440.027688155,-0.17124623091068142,0.9852282620788371,-9.86028545417392
515922.20780888025,7477674.925438395,-0.1368428562090679,0.9905927683486007,-7.865196862519052
515922.20780888025,7477909.823188635,-0.10159489928337138,0.9948258523176815,-5.8310192739372635
515922.20780888025,7478144.720938874,-0.06574674536696135,0.9978363420289181,-3.769730220901323
515922.20780888025,7478379.618689114,-0.02958735257514137,0.999562198448698,-1.6954778643565653
515922.20780888025,7478614.516439354,0.006555570174648748,0.999978512018976,0.37560919367414264
515922.20780888025,7478849.414189594,0.0423169090844964,0.9991042384083527,2.4253045007082155
515922.20780888025,7479084.311939834,0.07729283144855871,0.9970084343708757,4.432974422169016
515922.20780888025,7479319.2096900735,0.11104231099857696,0.9938156796751072,6.375403707000102
515922.20780888025,7479554.107440313,0.14309887879512442,0.98970839689657,8.227204929357502
515922.20780888025,7479789.005190553,0.1729977543825839,0.9849222187455126,9.962160795367964
515922.20780888025,7480023.902940793,0.20031732993807097,0.979731068878844,11.555516231895899
515922.20780888025,7480258.800691033,0.22472676007709172,0.9744218200067429,12.98681119836486
515922.20780888025,7480493.698441273,0.24602727641838334,0.9692629051285067,14.242550690777497
515922.20780888025,7480728.596191512,0.26417637883129685,0.9644743858017087,15.318018846180054
515922.20780888025,7480963.493941752,0.279290236238871,0.9602067297939729,16.217848366694135
515922.20780888025,7481198.391691992,0.29162661135877954,0.9565322365437535,16.9553639927437
515922.20780888025,7481433.289442232,0.3015547996415363,0.9534488464585569,17.551011948231434
515922.20780888025,7481668.187192472,0.3095194641051768,0.9508931072102921,18.03027356124436
515922.20780888025,7481903.0849427115,0.316003284059624,0.9487580958619181,18.421391757384757
515922.20780888025,7482137.982692951,0.3214910340335712,0.9469126227039246,18.753120291379165
515922.20780888025,7482372.880443191,0.3264363147670375,0.9452191980706462,19.052616411322504
515922.20780888025,7482607.778193431,0.331231999953347,0.9435493427515628,19.343569934366947
515922.20780888025,7482842.675943671,0.33618643068469684,0.9417954575296504,19.6447003348365
515922.20780888025,7483077.573693911,0.3415092765783143,0.9398784038432612,19.968854055087412
515922.20780888025,7483312.47144415,0.3473134156282758,0.9377491089436558,20.323079384411184
515922.20780888025,7483547.36919439,0.3536412054093892,0.9353811511018352,20.71018996253249
515922.20780888025,7483782.26694463,0.36052300220812233,0.9327503229047107,21.13231884795319
515922.20780888025,7484017.16469487,0.36806922164214956,0.9297983910933285,21.5965903656247
515922.20780888025,7484252.06244511,0.37658115500975187,0.926383632029151,22.122071630775192
515922.20780888025,7484486.9601953495,0.38664147288793665,0.9222301076429065,22.7456827749462
515922.20780888025,7484721.857945589,0.3991258489626509,0.9168961537109005,23.523542443722068
515922.20780888025,7484956.755695829,0.4150869526916556,0.9097817439942151,24.524792427111958
515922.20780888025,7485191.653446069,0.43551744944675236,0.9001802881797598,25.818224558910114
515922.20780888025,7485426.551196309,0.461077190116287,0.8873600310778424,27.456638479688156
515922.20780888025,7485661.448946549,0.49191207974963214,0.8706448792684602,29.466334686900407
515922.20780888025,7485896.346696788,0.5276558834547374,0.8494582206651488,31.84720871091804
