X,Y,l,m,n,dip,dip_dir
601973.0,5635018.0,-0.9590856080845053,-0.283116224129199,0.0,90.0,253.55372091028408
601973.0,5635518.0,-0.9622317514138051,-0.272231623018196,0.0,90.0,254.20289532243902
601973.0,5636018.0,-0.5981678908919831,-0.8013708094919834,0.0,90.0,216.73879487679883
602473.0,5634518.0,-0.9552889179542303,0.2956739475060929,0.0,90.0,287.1979546059271
602473.0,5635018.0,-0.9921183996965158,0.1253039543814341,0.0,90.0,277.19830909623965
602473.0,5635518.0,-0.9783641332729788,0.20689036402165545,0.0,90.0,281.940181590953
602473.0,5636018.0,-0.9979114587599973,0.06459659801796144,0.0,90.0,273.70369123381647
602473.0,5636518.0,-0.13457564386841153,-0.9909033232749814,0.0,90.0,187.73408215354667
602973.0,5633518.0,0.9503675117853579,0.31112954302493917,0.0,90.0,71.87268481930471
602973.0,5634018.0,0.9647537752173371,0.26315423843042296,0.0,90.0,74.74269385410435
602973.0,5634518.0,-0.9006318645032169,0.4345828397917473,0.0,90.0,295.7587522993118
602973.0,5635018.0,-0.9539820044148757,-0.2998638611980041,0.0,90.0,252.55057350196375
602973.0,5635518.0,-0.9998188720947563,0.01903215708135686,0.0,90.0,271.0905281182781
602973.0,5636018.0,-0.9984213517005496,0.056167646100290486,0.0,90.0,273.2198635891762
602973.0,5636518.0,-0.9973726839351343,0.07244121299389154,0.0,90.0,274.15421454986887
602973.0,5637018.0,0.8606338499623132,0.5092242887952682,0.0,90.0,59.38782618745847
603473.0,5632518.0,0.6523286328558591,0.7579362471582988,0.0,90.0,40.71740176417126
603473.0,5633018.0,0.3124539997333987,0.9499328913405416,0.0,90.0,18.20718230815578
603473.0,5633518.0,0.9502751274894542,0.3114115959223447,0.0,90.0,71.85567958100461
603473.0,5634018.0,0.9267844486953439,0.3755936443238455,0.0,90.0,67.93899157202821
603473.0,5634518.0,-0.9216196691747708,-0.38809429961052766,0.0,90.0,247.16402698190214
603473.0,5635018.0,-0.8486713586989023,-0.5289205279852156,0.0,90.0,238.06745177004223
603473.0,5635518.0,0.6136853180740003,0.7895507142548939,0.0,90.0,37.85645515150122
603473.0,5636018.0,0.7809526459090957,0.6245902375538561,0.0,90.0,51.34788170388009
603473.0,5636518.0,0.707522680220437,0.7066906373892958,0.0,90.0,45.03370958009259
603473.0,5637018.0,0.9575843218586325,0.2881531997575991,0.0,90.0,73.25257695624987
603973.0,5632018.0,0.6543455521011331,0.7561956747069262,0.0,90.0,40.87004485999938
603973.0,5632518.0,0.5743235449955556,0.8186284051165938,0.0,90.0,35.05227339136263
603973.0,5633018.0,-0.8157801646948801,-0.5783621036084522,0.0,90.0,234.66457599724475
603973.0,5633518.0,-0.8034854732135157,-0.595324360609284,0.0,90.0,233.46424151391207
603973.0,5634018.0,-0.8927117180582258,-0.4506282153189375,0.0,90.0,243.2160032611593
603973.0,5634518.0,-0.7339694761173693,-0.679182455698021,0.0,90.0,227.2202097659338
603973.0,5635018.0,0.9600089585790638,0.2799692830435891,0.0,90.0,73.74162856642755
603973.0,5635518.0,0.8784196175176601,0.47789012917210155,0.0,90.0,61.452306540361235
603973.0,5636018.0,-0.4938440114313696,-0.8695505116859935,0.0,90.0,209.59355199453233
604473.0,5632018.0,0.6141356411956522,0.7892004905049192,0.0,90.0,37.88914125620255
604473.0,5632518.0,-0.6842648163091796,-0.7292336121993862,0.0,90.0,223.17781651521756
604473.0,5633018.0,-0.6812706418193104,-0.732031633602746,0.0,90.0,222.94301544566719
604473.0,5633518.0,-0.8447891579753993,-0.5350993165452709,0.0,90.0,237.64935293328074
604473.0,5634018.0,0.829982057287992,0.5577900900697254,0.0,90.0,56.09689489710843
604473.0,5634518.0,0.7949231223633056,0.6067101693001137,0.0,90.0,52.64799496360632
604473.0,5635018.0,0.7797928138968281,0.6260376725045123,0.0,90.0,51.241609551050146
604973.0,5632518.0,-0.9999959788642176,-0.002835887056143844,0.0,90.0,269.83751542271625
604973.0,5633018.0,-0.9134397317650015,-0.40697402427314955,0.0,90.0,245.98511105536465
604973.0,5633518.0,0.7851165292427749,0.6193480729846337,0.0,90.0,51.73145707630027
605473.0,5632518.0,-0.13804958695440625,-0.9904253185080225,0.0,90.0,187.9349999305713
