WKT	OBJECTID	FEATURE
"LINESTRING (411856.0553802136 7512722.699759879, 411936.1200281439 7512609.290032405, 411980.2000981085 7512528.949979743, 412023.8801262825 7512425.650062442, 412074.7900514557 7512267.450032724, 412096.4499479847 7512150.109916884, 412103.9200053634 7511521.719951045, 412126.5299113687 7511367.820021367, 412162.5300721088 7511266.11999134, 412230.7300338264 7511135.230077278, 412294.8499263984 7511030.58000703, 412607.7599736199 7510589.529929556, 412811.7399072337 7510270.12990962, 412951.289991717 7510102.789937653, 413097.7899868832 7509958.469970951, 413446.5701138122 7509605.40999284, 413496.5000427648 7509549.49992398, 413532.0300367564 7509497.900001461, 413583.0400479744 7509385.61998507, 413599.1099957586 7509303.980050792, 413584.3899529966 7509241.659881835, 413540.8600346628 7509143.389939065, 413541.240056265 7509114.69997883, 413708.1299069641 7508926.939956367, 413901.7900764779 7508641.46987384, 414013.0799560861 7508481.269929495, 414120.2200539118 7508296.690074999, 414203.2398863147 7508105.750012213, 414342.6900433298 7507839.41002402, 414444.7099782319 7507603.429894234, 414575.569953736 7507358.319981884, 414714.0298654944 7507020.70992212, 414852.660055198 7506603.430128498, 414983.7900418519 7506307.469939713, 415125.8197889023 7505782.050063552, 415214.5898962894 7505374.690087073, 415419.1000411478 7504608.859987693, 415486.4799665239 7504312.09001722, 415519.6998868697 7504090.410040683, 415588.4000033107 7503748.770093521, 415630.9300566859 7503574.470068945, 415674.4399353018 7503324.149950197, 415725.6400093753 7503158.080090141, 415775.5300590115 7502941.610076668, 415844.6200556593 7502684.929947663, 415909.6800318317 7502475.499896884, 415962.8899163916 7502221.770035643, 416036.1400333695 7501962.179953082, 416117.5999678633 7501743.550027636, 416172.1099250428 7501557.360123856, 416288.8799888772 7501266.939928414, 416344.7000165575 7501149.54999324, 416388.7900028531 7501029.469954761, 416527.7602369989 7500733.619960114, 416585.4501305439 7500635.469910758, 416727.5402910205 7500345.470063554, 416790.0600610747 7500243.61002287, 416967.579932234 7500022.090053199, 417202.0987300174 7499607.380385678)"	"139"	"Fault or shear zone"
"LINESTRING (365687.6437027966 7463298.912236561, 363533.3321696663 7465004.588805443, 359600.5739475377 7467555.156877038, 355544.1599511185 7469694.996426607, 352243.8410623551 7471841.204199407, 347929.9522706119 7474249.039771078, 346065.0963184157 7475296.864067826, 344166.461133446 7475955.65080072, 342871.8772864301 7476555.284464192, 341371.1930898192 7477136.373170817, 338853.9979737868 7478443.383171229, 334787.8394923811 7480331.372830778, 332706.3453709334 7481638.350044131, 330140.7495644736 7483042.357842362, 328398.093485926 7484058.875777515, 327429.9235430582 7484784.870930542, 326122.9374292449 7485607.887694389, 324670.6986428128 7486624.389690381)"	"140"	"Fault or shear zone"
"LINESTRING (336199.8253902306 7559789.741951525, 335276.8910146557 7560872.639558598, 334943.9424436532 7561466.092120251, 334221.7040390571 7563307.778008724, 333624.776770063 7564935.055007216, 333456.906827613 7565285.404042091, 333070.8038292128 7566294.449523812, 332764.8250291994 7567345.125345221, 332675.2024096232 7567686.698106475, 332573.5704239458 7568001.795401348, 332423.1242486301 7568578.136164051, 332330.2826784296 7568826.637904584, 332227.3626754311 7569054.760412869, 332129.2005403431 7569348.962269176, 331943.5108056331 7569845.965555388, 331609.0864107126 7570575.95235194, 331362.6855941511 7571006.596337434, 331213.853156006 7571259.89903222, 331060.0015525325 7571497.941599413, 330875.6104443616 7571740.90356684, 330706.7094915335 7571938.223551127, 330502.1687055905 7572140.442233535, 330307.7167272622 7572357.966062872, 330057.085015827 7572620.923628765, 329842.1324203134 7572868.830573557, 329637.5420179883 7573081.216213901, 329443.1014085198 7573298.734119974, 329217.7699277138 7573587.232824769, 328828.8285885499 7574032.425418545, 328322.5449718503 7574543.090799379, 327325.4099609556 7575528.925608863, 326864.9876584278 7576024.57888424, 326123.4419893856 7576772.874031094, 325607.0290933941 7577273.324225202, 325080.2851908217 7577804.202082591, 324384.980278813 7578466.351588348, 323945.8174534611 7578922.446701832, 323669.0341709193 7579184.29126488, 323423.3731560906 7579467.605779804, 323223.742037464 7579705.409259662, 322757.7373264104 7580297.566300048, 322481.0962731566 7580672.172603184, 322096.5917636209 7581244.410282224, 321317.7857988708 7582317.692174213, 321010.173571273 7582778.521598812, 320590.0548911016 7583350.580888217, 320339.0776972074 7583679.600269364, 320124.0207433195 7583947.818282848, 319519.9667207286 7584671.396142088, 319156.0482585209 7585198.008211806, 318547.0428066552 7585896.166541604, 318361.6156890825 7586130.663436537, 317533.1719500102 7587166.453155676, 317123.7886860455 7587626.785929655, 316953.5235203734 7587787.46681959, 316774.7611892151 7587959.135880794, 316658.5274100534 7588071.609684004, 316229.1371145302 7588465.792447619, 315574.1999078391 7589194.192822252, 315313.4080229811 7589452.026758264, 315021.8354447344 7589760.510737909, 314745.4436970229 7590084.313822236, 314085.3611548553 7590822.851743736, 313788.734557203 7591126.224530634, 313297.9391301506 7591591.233685061, 312937.9817092852 7592007.134296165, 312694.1914312922 7592258.904555671, 312540.6328562773 7592441.054894529, 312392.2628167587 7592602.905999752, 312013.4814777512 7593053.217198497, 311445.6697066107 7593655.0185079, 310872.8578053762 7594241.551255172, 310526.0533842401 7594621.801482653, 309982.5189916291 7595238.064331638, 309742.1298224486 7595485.824363797, 309051.0632416129 7596315.655642761, 308375.5255822396 7597094.746093899, 308093.7063701668 7597483.75648596, 307893.9970531481 7597737.627880715, 307596.4084125436 7598228.988913288, 307401.2995134107 7598578.600069093, 306965.1015097129 7599313.152226545, 306595.9056955461 7599880.371461903, 306340.6693525504 7600306.549660095, 306205.5021008605 7600615.147480018, 305697.0008970122 7601562.733307391, 305542.7935581108 7601871.892228445, 305096.3544002967 7602832.536232302, 304765.9533177466 7603565.010846106, 304354.5028340376 7604436.86499155, 304294.3208247681 7604550.511365861, 303657.9419516191 7605517.462473229, 303588.8872912218 7605712.074636875, 303187.1110421349 7606346.132290546, 303042.7222210576 7606496.799012261, 302897.6546189366 7606697.765449494, 301851.0179397751 7608004.789804319, 300786.0046293586 7609409.930006864, 300625.5450440374 7609627.991629478, 300477.4281849235 7609813.138429119, 300365.5165998965 7609970.41814805, 300002.8689484879 7610490.907648588, 299889.6992034608 7610677.746773752, 299591.2715640194 7611013.658195303, 299465.2954474803 7611183.226649584, 299008.21275162 7611714.799345341, 298931.1201034792 7611777.329636144, 298849.4223548516 7611869.459272107, 298736.7719495234 7612062.229319701, 298423.2292160567 7612445.59488287, 297792.5996942351 7613064.964806714, 297302.7349624955 7613402.80283148, 296914.2215364209 7613633.658854207, 296328.6356482438 7613887.037108433, 295410.8422327674 7614258.658630844, 295158.1876237361 7614353.655444302)"	"141"	"Fault or shear zone"
"LINESTRING (281779.1130414782 7516383.066567458, 282404.8930579127 7514952.568807013, 282834.9068489767 7513805.557373445, 282941.2613609975 7513522.061871979, 283298.8256495405 7512449.045633882, 283499.2356267908 7511618.544494209, 283576.5483992868 7511298.53617922, 283611.6457091684 7511153.050713927, 284058.6362482307 7509990.534674267, 284258.6143610791 7509279.032521339, 284308.7567691407 7509101.038843436, 284460.9013960347 7508560.033864309)"	"142"	"Fault or shear zone"
"LINESTRING (346311.1400014857 7624664.589948749, 346421.180071641 7624348.329945053, 347069.4799576747 7622331.13008523, 347175.9399080598 7622028.999946397, 347960.7999463368 7620226.10991975, 348440.3597957719 7619035.630114524, 348532.2499745344 7618830.430054058, 348591.4400816951 7618740.77005622, 348658.840116871 7618666.399981136, 349011.8299526933 7618342.300093841, 349163.5101692844 7618179.220043983, 349864.9199661829 7617316.310216714, 349983.9500371056 7617159.019962544, 350051.5898567017 7617056.279914023, 350588.8100095941 7616154.659893326, 350676.5899178261 7615982.249895149, 350739.8199355135 7615794.260029672, 351020.4700290018 7614753.930100484, 351064.8799992052 7614620.650068466, 351119.3300626415 7614507.230012381, 351296.5400320297 7614241.129965009, 352552.579975549 7612457.980019674, 354528.0999820568 7609526.370077921, 355723.6299947292 7607373.340072718, 358060.7399997083 7603221.26034914, 363580.970040122 7594603.269873129, 365569.7200332 7589476.720179426, 366963.5600660598 7585741.219969392, 367696.079964549 7582438.340142466, 367816.7399860014 7581934.840016019, 367915.3297681792 7581662.029929217, 368961.620058701 7579005.729983373, 369062.1498720268 7578733.980041578, 369142.929999625 7578452.389890192, 369967.5899558755 7575341.079964064, 370338.6599849373 7574136.059949426, 370434.1498997145 7573849.440023175, 370540.5097499478 7573595.169908658, 371542.2000064474 7571326.579995336, 371734.7899963671 7570910.210005719, 372037.699890723 7570406.549964591, 374202.3399273012 7566911.340014699, 374504.4499657692 7566395.750150869, 375014.4301381679 7565017.190006805, 375431.2999729044 7563669.379969461, 375843.8100478697 7561981.070078367, 376106.6800749218 7560752.580054617, 376464.4396432235 7558993.079840086, 376557.9100548358 7558667.790142125, 377032.729891759 7557116.320108587, 377392.5000541082 7556221.71022917, 377745.7001374175 7555418.13005599, 378307.2100401288 7554271.610011059, 378709.6199344072 7553402.649951798, 378818.5598703024 7553201.309988517, 379289.8900514543 7552382.249928148, 380300.8498895521 7550345.819879038, 380712.1299774888 7549438.12997942, 381050.0100702991 7548588.099989297, 381095.460095331 7548456.269984589, 381132.7199618021 7548319.970069053, 381253.3999591144 7547808.799909607, 381312.6700579392 7547095.169945041, 381394.2200584402 7546431.689964952, 381432.700070871 7546181.240012281, 381543.2900635483 7545567.399873171, 381733.0499744821 7544821.430024289, 382193.1700245881 7543256.680050943, 382457.6000009128 7542565.759932447, 382838.3200942269 7541818.820041034, 383401.8799567769 7540610.759957641, 383773.4302479376 7539789.959870756, 383952.3899839708 7539351.319898663, 384018.45005724 7539168.530117791, 384243.8100079812 7538369.540094539, 384647.3300320496 7536445.580008823, 384760.3299374799 7535977.019974122, 384883.97994207 7535464.349921644, 385099.2700040515 7534492.780012238, 385829.6100286643 7532213.97993272, 386148.1600730286 7531310.780064672, 386406.2900714596 7530630.519990006, 386509.8800434074 7530389.960301793, 386848.1800437184 7529716.690109923, 387327.6798676613 7528863.88005288, 387407.0699518633 7528707.059898308, 387462.5401213685 7528561.889960653, 387668.1699834081 7527924.679870503, 388011.7800203442 7526981.919966064, 388103.8100389341 7526762.190100772, 388460.6002031717 7525965.55993265, 388599.0000072532 7525709.780029181, 389065.8800641863 7524963.399960048, 389685.0099408054 7524176.770044243, 390088.6600032765 7523535.98996024, 390599.2499778962 7522780.530013768, 391562.9999101886 7521469.839985671, 391914.5000911509 7520982.779869209, 392070.2699170463 7520752.570087358, 392326.0700622905 7520374.520058746, 392534.9800502943 7520102.350025947, 392624.2500905137 7520024.060049545, 392726.1500702056 7519963.219925265, 393056.8598930251 7519792.639935337, 393420.3001385907 7519621.329934972, 393584.1000232478 7519567.029997746, 393898.5199058357 7519521.439948006, 394019.6801003971 7519489.539977264, 394253.0600546963 7519375.109978691, 394414.239970476 7519276.17000946, 395346.1601287463 7518586.100113433, 395515.1500022371 7518446.880070092, 396073.9299647005 7517878.640100579, 396525.0500319868 7517362.190000713, 396589.48992399 7517279.259959269, 396686.6100356707 7517134.719889402, 397121.9299586523 7516430.930032899, 397215.4298924414 7516254.079951258, 397372.169998412 7515899.340067366, 397445.4000745893 7515793.109974323, 397683.1200425244 7515491.819975454, 397856.3298925755 7515255.229898689, 397953.0099279332 7515110.029988401, 398184.1298865405 7514693.790090202, 398425.2001100561 7514183.349949854, 398751.720092051 7513680.210067831, 398983.6299877983 7513307.080004687, 399035.1499019662 7513231.510072807, 399105.0401032712 7513148.069859718, 399491.509947414 7512798.170042908, 399618.2000449568 7512652.31005639, 399739.8699472367 7512477.080058157, 399968.1100830521 7512109.859939491, 400212.1901971312 7511651.380042627, 400283.1800321103 7511492.029880573, 400455.0200023615 7511209.370025042, 400613.1199512978 7510893.130033725, 400688.9002780156 7510771.820069987, 401198.1199398012 7509807.469938142, 401368.7898759619 7509560.470023958, 401425.7902000492 7509491.469976014, 401553.7899845253 7509297.469935272, 401670.5802692193 7509089.030070681, 401823.7799212885 7508865.250145297, 402248.1099434673 7508312.72027345, 402441.5200323762 7508049.229966593, 402670.6899152129 7507699.489852785, 403026.8099443456 7507218.149970175, 403212.6599999481 7506932.149892456, 403427.0899621368 7506627.070265498, 403603.4100227108 7506321.999916188, 403790.6898966226 7506057.370042677, 403988.3699083199 7505749.060043499, 404272.3799338417 7505357.419972429, 404993.7900695209 7504430.470071846, 405313.2700641922 7504124.350104912, 405663.4118987307 7503750.31615909, 405821.9800384735 7503466.369955536, 405896.9500186578 7503296.799945764, 406007.7899147431 7503074.959875122, 406063.7300911548 7502933.730017992, 406099.3100901527 7502811.259923032, 406171.9698547823 7502462.83007413, 406226.9500592953 7502329.630101714, 406340.4099607792 7502000.539990865, 406420.020022181 7501849.420053439, 406606.4901078746 7501551.049932059, 406723.789908213 7501385.470048942, 407050.3700916343 7500984.829722774, 407279.4799676627 7500746.439990918, 407645.5198013524 7500394.539986976, 407891.0699147295 7500094.82994616, 408125.9302679967 7499751.239875976, 408242.2899935259 7499538.30000372, 408264.2900063242 7499479.460073002, 408326.7899798915 7499366.969922639, 408416.9399440446 7499246.829941399, 408612.8099763915 7499020.979973823, 408736.3200532011 7498840.719970522, 408833.1701056336 7498671.190094212, 408934.8600018601 7498462.909971451, 408977.7931893306 7498363.352658618, 409293.8200444363 7497672.949899226)"	"143"	"Fault or shear zone"
"LINESTRING (457754.9198431156 7468564.489972981, 457761.9998699802 7469118.439961975, 457750.5400045884 7469435.240292614, 457752.9699942925 7469754.420107305, 457791.9398838379 7470447.039885762, 457784.919967077 7470607.71003361, 457799.6799335663 7470888.280058691, 457774.6898661519 7471374.939937947, 457773.3699037184 7471697.870060031, 457708.6599726683 7473164.259932801, 457691.4299376246 7473286.189987417, 457637.6998315894 7474061.430036388, 457632.3801030181 7474265.72995199, 457620.6000414867 7474475.060125006, 457623.8398837826 7475155.839973029, 457609.7500513127 7475598.149995015, 457597.0701034123 7475763.180004376, 457595.5200622786 7475952.629912375, 457486.6599181459 7477177.259927799)"	"144"	"Fault or shear zone"
"LINESTRING (406458.769995583 7513007.509866368, 406007.5900029587 7513656.479981214, 405543.0599449591 7514212.370092681, 405377.419933826 7514375.159987697, 405212.1399988175 7514516.079974279, 404620.4397082722 7515020.539781105, 404151.9000708192 7515465.440108294, 403976.2599605984 7515643.060045931, 403694.5900308138 7515955.569933875, 403577.8199102156 7516101.430133674, 403248.5300886436 7516568.81004412, 402977.599928192 7517015.820096515, 402870.4899502748 7517155.639916176, 402592.0699360622 7517493.300005549, 402120.2799349844 7518026.989978483, 401704.3800008881 7518519.289918813, 401448.0100361549 7518793.129933352, 401300.4400912299 7518926.369819249, 400752.1379433236 7519410.290095652)"	"145"	"Fault or shear zone"
"LINESTRING (296011.2632642888 7723202, 296273.9667930128 7722778.284650734, 296633.8008388188 7722175.033447841, 296972.4681697702 7721571.782270584, 297279.3854477182 7721106.114640117, 297533.3860074123 7720651.030427678, 297766.2197581232 7720174.779463233, 298073.1370839328 7719645.611717694, 298443.5544191804 7718947.110347401, 298644.6381562753 7718449.692661328, 298856.3052806156 7717973.441676719, 299120.8891832475 7717454.857328482, 299427.8064441765 7716830.439419271, 299692.390276636 7716174.271421854, 299914.6406998225 7715698.020457167, 300079.6102658091 7715234.043531424, 300083.9743659422 7715221.769499236, 300165.4840354407 7714886.818118056, 300274.4747847319 7714597.351667807, 300517.8919585813 7714036.433876386, 300845.9759813827 7713221.515574364, 301364.5603371803 7711877.429548919, 301491.5605702968 7711655.179056616, 301682.0609615501 7711157.761377036, 301787.8944955897 7710702.677172041, 301978.3949095113 7710258.176265612, 302349.2039500214 7709541.492675057, 302560.479343893 7709125.757333046, 302888.5633724425 7708543.6728534, 303322.480856806 7707739.337933529, 303529.5267799646 7707414.233876723, 303925.7320548259 7706670.419128508, 304243.2327288501 7706109.501361783, 304666.5669311089 7705326.33310724, 305005.2342483699 7704617.248380193, 305449.7350999285 7703326.079089449, 305703.7356921481 7702648.744450545, 306084.7364077531 7701431.658674077, 306423.4037783453 7700669.657086218, 306836.1546179261 7699844.155447539, 307058.4049933795 7699346.737824238, 307301.8222183511 7699018.653845515, 307576.9893762665 7698373.069152054, 308021.4902408654 7697706.31788621, 308360.1576844053 7696997.233099201, 308719.9917182103 7696372.815231006, 309079.8257602239 7695674.313784906, 309841.8272406207 7694340.811157176, 310265.1613937197 7693557.642872272, 310889.5793693531 7692520.47417049, 311217.6633685352 7691832.556101159, 311852.6646262538 7690731.887204524, 312043.1649698755 7690213.302825813, 312233.665355037 7689768.801994479, 312731.0830785371 7688911.55030711, 313038.0003316998 7688255.382297006, 313249.667434888 7687757.964672314, 313535.4180293102 7687186.463459615, 313905.8353477577 7686572.628888108, 314276.2528505549 7685842.377467062, 314456.1698224945 7685260.292920083, 314805.4204948768 7684445.374614897, 315112.3378154961 7683831.540082224, 315604.8580832463 7682708.196776948, 315910.4524699422 7682204.164560983, 316124.7654394144 7681656.475930011, 316339.0783015443 7681267.537683731, 316525.6099792374 7680795.255453841, 316700.2353265304 7680410.285953511, 316882.7981239017 7680033.25391327, 317176.4862537878 7679378.408852826, 317509.8619576059 7678596.563617572, 317732.112362708 7678128.250153701, 317882.9251659652 7677719.468026271, 318057.5504939221 7677354.342366103, 318200.4258254422 7677092.404312452, 318336.8298516423 7676882.869248879, 318923.5842889939 7675709.360447259, 319328.817033085 7674991.548542702, 319684.1918949131 7674361.998409521, 320205.7513855649 7673231.952790621, 320879.4323694259 7671797.664202784, 321124.0724640638 7671178.460412472, 321466.1868328778 7670385.107201597, 322770.0855743932 7668016.35787674, 324095.7159103043 7665821.46171204, 324791.1285405643 7664561.026256111, 325417.8341720775 7663451.715771656, 327343.3150967807 7660358.634244952, 328857.2329688668 7657085.931206392, 329765.8802154539 7655373.169032376)"	"146"	"Fault or shear zone"
"LINESTRING (499442.830019227 7451231.409832075, 500356.7000825448 7450763.919943186, 501690.2999241762 7450115.679906807, 502618.3899735902 7449684.910040284, 503364.4800932555 7449360.449919591, 503676.1900914423 7449251.649934854, 504010.8300488323 7448913.610089637, 504257.4798694497 7448637.579963992, 504458.1499928429 7448382.460068923, 504734.069921551 7447926.59982014, 504796.7799750733 7447801.130128272, 504869.3897226118 7447624.889962526, 505042.8899655984 7447241.719966885, 505331.3499448519 7446518.200001379, 505677.5499185349 7445676.28007151, 505928.3900485314 7445103.320025256, 506199.800070734 7444549.680033492, 506358.9897713339 7444199.950025809, 506450.3500246864 7444042.959956799, 506515.1799526328 7443949.439890783, 506851.6900570252 7443465.810001047, 507227.9401092932 7442980.670068715, 507370.0800312571 7442838.480024151)"	"147"	"Fault or shear zone"
"LINESTRING (328632.6568512013 7550977.3897562, 328483.1414163541 7551272.126811606, 328331.8534454936 7551752.129017501, 327898.0975558758 7552647.636170817, 327333.8350985041 7553425.643577407, 326541.2246865537 7554306.653884095, 325923.7634035395 7555365.156832264, 325603.7922065482 7555980.659031262, 325357.6455926234 7556620.66549037, 325086.9525638008 7557531.667958744, 324594.6816152642 7558417.684734451, 323782.4580173064 7559993.191057405, 323339.4123254362 7561199.196222187, 322797.9865637505 7562528.70538951, 322428.8046805169 7563537.713712823, 322179.2636511512 7564036.779642602, 322121.8280445728 7564094.572206883, 322057.0082923248 7564123.483888947, 321942.6102737887 7564191.359747114, 321824.7312292643 7564295.425807126, 321548.9229822243 7564618.858417089, 321413.2621887475 7564886.268608602, 321088.0935554234 7565393.763268416, 320949.7981789932 7565637.737930109, 320722.5780122867 7566172.687317254, 320585.2331803124 7566582.178534498, 320468.7966588316 7566881.238967025, 320325.5750132836 7567339.532901903, 320140.0104599521 7567805.761479107, 320124.4927423308 7567844.748441713, 320068.3817960368 7567929.55470845, 320024.7514312258 7568030.556807905, 319857.5485566165 7568683.448429379, 319737.5064299768 7568919.41309613, 319633.245177622 7569161.846606686, 319536.5341893202 7569423.872316482, 319474.3931642286 7569636.956134598, 319391.8723783148 7569855.030158697, 319196.3491692012 7570285.928598823, 319021.7064070338 7570610.244166208, 318924.3442988833 7570746.947222186, 318708.8010847922 7571111.704399746, 318521.6482831044 7571357.128905017, 318385.9961389443 7571557.222503718, 318140.2226708587 7571887.018355448, 318072.9818701101 7572079.000611818, 317969.2610698352 7572263.81238381, 317888.1500195675 7572408.333202042, 317783.2684999928 7572658.019587036, 317712.7685391791 7572879.98930674, 317660.6981889829 7573113.442739236, 317434.1755323578 7574636.57906595, 317407.0554265697 7574966.693161195, 317342.6070610723 7575445.241508713, 317290.0050606458 7575972.123921068, 317288.1955969958 7576327.777007899, 317271.465122221 7576617.300334767, 317239.3048871346 7576937.233241467, 317103.6711150305 7577632.549206449, 317030.4733462771 7577982.844883641)"	"148"	"Fault or shear zone"
"LINESTRING (292767.9547236061 7504238.007195154, 292163.0322969309 7504061.009557487, 291206.1310965758 7503781.000774987, 290005.3877299604 7503430.007494324, 287779.7295850322 7502985.994268905, 287147.63651855 7502860.006947272, 285004.2669507398 7502241.995327391, 283051.4141982866 7501433.479723604, 282536.7827493339 7501349.982913634, 281670.4995375616 7501209.47936181, 281003.3686023951 7501100.979702938, 278240.8771751189 7500959.473160464, 278190.0000000003 7500955.503923815)"	"150"	"Fault or shear zone"
"LINESTRING (430712.526625358 7507521.89080712, 430766.8899711128 7507463.720076231, 431231.9901130654 7507052.760106077, 431458.2701577714 7506803.069896853, 431602.2499900012 7506663.699965624, 431854.8500349537 7506393.139960822, 432008.0100217547 7506242.430048246, 432400.0298916903 7505791.479931916, 432884.650015594 7505337.720048675, 433140.6900455385 7505060.310013854, 433419.7099764893 7504732.480056479, 433573.6399657089 7504586.940000509, 433661.3799979676 7504513.700011373, 433882.209941965 7504353.329882609, 434006.7000583811 7504275.289958962, 434083.9098846238 7504235.390017334, 434423.9900648077 7504109.47002428, 434590.7798450129 7504057.2800697, 434740.290035703 7504021.129987041, 434917.5101105337 7503962.220073031, 435181.7897474424 7503849.629924618, 435346.0601220094 7503788.799908777, 435667.210039095 7503619.949986715, 435953.3998709679 7503427.219874234, 436125.1899973303 7503291.909977712, 436270.7900445184 7503217.4700642)"	"151"	"Fault or shear zone"
"LINESTRING (490725.8637587018 7452240.644801892, 491841.5699534349 7451788.550043916, 492426.8399937121 7451571.069901096, 492781.8698565288 7451458.639976879, 493191.8899328652 7451332.680084871, 493555.5900681204 7451177.940128183, 493973.7300088725 7451046.609977047, 494630.0000494993 7450889.369972073, 495702.4899320357 7450656.43980795, 496793.619921728 7450455.689937897, 497535.2501170898 7450305.940008695, 498089.5000762014 7450210.729917921)"	"152"	"Fault or shear zone"
"LINESTRING (378271.7900693249 7483753.469934806, 378278.980048478 7483998.990108104, 378251.7099191527 7484187.859951647, 378218.4600194737 7484627.589930109, 378038.2701098954 7485745.150000477, 378029.6099947599 7485831.580080522, 378017.3499029047 7486087.290011154, 378021.9500463698 7486212.969955996, 378036.2399539085 7486284.48009639, 378108.3200431026 7486443.150008066, 378254.1400823387 7486745.480078092, 378423.3900862866 7487029.799921532, 378651.8099752163 7487470.409854511, 378728.0799614944 7487668.549903654, 378897.1000404019 7488204.000255375, 378947.1998693345 7488408.220124518, 378982.2000187491 7488724.609969003, 379123.9599722994 7489802.579851128, 379148.6699017714 7489977.040043691, 379180.7299804295 7490130.989994992, 379236.1000878676 7490313.980019629, 379298.3399260173 7490554.469969005, 379435.4098913965 7491008.780063773, 379504.8999711334 7491216.630067125, 379655.169755007 7491753.74987174, 379806.050065136 7492191.170004942, 379978.8500134155 7492720.509921222, 380012.8901528944 7492794.979876588, 380084.7899512475 7492923.470049666, 380186.7899751666 7493037.470112845, 380298.7001184674 7493213.400038007, 380402.9500714667 7493434.599930909, 380460.6599231303 7493578.039989198, 380632.3402783413 7493933.659907766, 380660.9499877408 7494012.019937616, 380842.9000185739 7494409.949932612, 380939.9301467333 7494597.659863135, 381058.4499761488 7494804.919903759, 381243.470018208 7495155.309935249, 381315.950030299 7495309.549988423, 381386.3500334518 7495433.500014245, 381508.7000149779 7495713.299916511, 381635.9799812512 7495955.139863644)"	"156"	"Fault or shear zone"
