WKT	OBJECTID	FEATURE
"LINESTRING (493973.7300088725 7451046.609977047, 493806.0306604952 7451347.550407479, 495530.3899293671 7451867.240113936, 496458.4701158392 7452176.729928281, 497240.2301168246 7452469.480099067, 497929.7899276122 7452706.000041166, 499097.759920832 7453142.420062639, 499632.8699143727 7453330.62006069, 500312.229997673 7453584.110125911, 500840.3899553792 7453658.820033185, 501900.8301099433 7453809.560002634, 502873.5200196747 7453913.530001115, 503368.009948678 7453975.860252524, 504195.769979942 7454030.230043964, 504852.1200373868 7454097.140055091, 505057.3699300579 7454106.539822998, 505491.7400396576 7454126.420040704, 505863.8099329918 7454159.880219834, 506157.8999984374 7454204.140019861, 506336.2200069291 7454230.979880622, 507163.2702409586 7454327.330014026, 507503.9700261851 7454364.650068512, 508641.0898542019 7454573.759977222, 510677.3718799422 7454860.94948449)"	"49"	"Fault or shear zone"
"LINESTRING (282601.86898305 7688859.262169455, 282849.8941367479 7688572.246812327, 283301.1069005572 7688151.214035347, 283631.4083005041 7687886.712861231, 284020.2478320584 7687521.707093857, 284448.8736920429 7687116.893785693, 284774.3118239258 7686835.111984951, 285393.4380439788 7686481.892486114, 285554.8460643251 7686356.465434598, 285642.590097892 7686279.4211933, 285765.849006802 7686148.737751992, 285858.7466880858 7686031.041674949, 285979.5895565426 7685913.065671369, 286092.7389745715 7685787.561321602, 286165.4261362478 7685682.7525697, 286326.2035803838 7685488.222191153, 286404.1928153102 7685406.208939025, 286715.7784954738 7685180.974688726, 286874.156473789 7685083.574559681, 286915.2867205008 7685046.912054125, 286942.1434315867 7685010.309439221, 287014.8187021819 7684956.373113858, 287079.603217268 7684868.989455868, 287192.6521476435 7684678.746968739, 287290.4313815403 7684549.593285043, 287471.592596721 7684362.481348233, 287602.2892172646 7684211.412101729, 287670.2597214329 7684144.725619579, 287702.8720409194 7684101.254463104, 287772.6978448491 7683960.923054979, 287831.9277127859 7683774.970896279, 287901.8285643128 7683609.33146598, 288186.4413177803 7683186.230763181, 288355.6460427857 7682826.11409985, 288488.049237515 7682655.092204226, 288696.1087499812 7682459.918568473, 288810.1887723418 7682264.989360465, 288876.1484908117 7682152.28124541, 288981.4122653619 7681938.818310371, 289080.6311644388 7681763.53148973, 289186.4646831074 7681614.70304575, 289312.1420205669 7681495.64031585, 289411.3609696475 7681336.889994537, 289636.257269047 7681035.925807748, 289766.8810836606 7680880.150111721, 289853.5531056566 7680760.904417745, 289968.6898598498 7680546.178084761, 290094.9007684193 7680356.886653401, 290242.8972138722 7680067.565521777, 290321.8758363203 7679973.664634103, 290388.4940309281 7679926.274317885, 290482.0678627423 7679742.471697601, 290512.0415548563 7679602.280249044, 290561.2025336505 7679410.449551853, 290548.535781804 7679235.810738023, 290637.2157417239 7679072.236914439, 290787.9209266753 7678896.268071529, 290981.2183559252 7678731.238019111, 291332.7000430955 7678337.679957941, 291400.4599841879 7678248.150051339, 291528.200041237 7678053.929967331, 291618.2298467791 7677900.70750607, 291763.027632494 7677627.611714029, 291864.7072365177 7677362.53719192, 291911.6177106827 7677217.346863462, 292009.7890363935 7676862.289808176, 292039.1099828465 7676723.479989141, 292116.8748525041 7676603.300239926, 292115.3559837705 7676580.493377173, 292223.3092000482 7676378.039397364, 292443.480046206 7675360.549427826, 292496.3820382059 7675162.660369802, 292534.2401491617 7675021.05929154, 292762.4495703304 7674271.499689003, 292827.8997325342 7673921.549872115, 292980.3008556818 7673255.120754499, 293157.0606021531 7672425.969700295, 293223.1601494907 7672076.1398361, 293320.4006210209 7671573.950011844, 293486.149569508 7670528.810135741, 293655.1356241031 7669954.273055527, 293832.3111561163 7669717.500479469, 293992.7393438218 7669492.86028238, 294406.7199126158 7668943.780067346, 294711.818472842 7668556.060284207, 295258.5904134507 7667967.919618774, 295876.6001409741 7667380.640236331, 296016.0796478788 7667214.579924797, 296178.699422372 7666968.290458752, 296488.250461066 7666488.289548217, 296644.1397040847 7666230.930605669, 296769.0495401096 7666008.779522721, 296884.3599295226 7665740.759817676, 297067.6999159334 7665262.340951084)"	"50"	"Fault or shear zone"
"LINESTRING (433679.7927658173 7494428.465851427, 433470.0200660472 7494484.90021883, 432904.4297277491 7494703.210127441, 432716.8893787992 7494799.200781642, 432584.4299613953 7494878.860011773, 432317.4700846082 7495054.980209045, 432192.5494125682 7495155.150433522, 432024.4899822604 7495305.949654256, 431425.7902461647 7495715.470020011, 431125.7072474039 7495956.163791173, 430817.5100373046 7496101.390059205, 430660.6599438164 7496207.270080678, 430497.2599341818 7496328.749969495, 430315.2799112025 7496446.860102139, 430115.8699409719 7496598.309823193, 429847.0716556517 7496849.907400865, 429701.7191928503 7496995.224606173, 429601.2367188896 7497065.875339732, 429436.8671934507 7497165.955230754, 429211.376832778 7497321.465282943, 429014.066267912 7497443.165656948, 428860.9181404318 7497552.074433123, 428794.5485143825 7497588.894432186, 428513.3553212603 7497786.696242662, 428144.2400564981 7498027.58320312, 428042.4199745946 7498083.553647754, 427849.9414841247 7498208.802174116, 427770.4214609629 7498249.027303845, 427614.1134496982 7498306.296698644, 427538.5071526295 7498341.109517949, 426823.2067490899 7498735.419644373, 426513.4095166264 7498879.698341236, 426083.5208354591 7499107.347739952, 426011.9948486497 7499134.692606013, 425892.808954274 7499154.559731853, 425772.1294686274 7499162.629144398, 425681.0365503468 7499157.880093956, 425655.5459154467 7499150.138987547, 425627.2230218521 7499127.750335636, 425594.0393483149 7499080.573698925, 425568.5294576365 7499017.36913922, 425552.9647099 7499004.353261827, 425532.0835813883 7499002.343646772, 425453.1987344923 7499034.58904992, 425336.8001640332 7499098.793451846, 424980.0892438022 7499329.667176597, 424944.6956657906 7499340.049436102, 424907.1995920296 7499340.549002262, 424805.2306281433 7499310.301911448, 424763.4420966964 7499305.020813512, 424723.5771260631 7499316.950704744, 424662.0698964833 7499363.060444379, 424626.0360891306 7499409.236882384, 424582.067360318 7499492.763475234, 424579.3682984449 7499517.476789406, 424592.5168991734 7499589.468414017, 424590.9481559213 7499628.668846966, 424541.3565125117 7499731.426274428, 424530.0901932974 7499782.59533562, 424539.3133959201 7499815.463887163, 424585.1951319998 7499866.694760625, 424596.194519584 7499890.210604532, 424587.3171016771 7500030.206654315, 424596.465364402 7500046.784565547, 424652.5475236301 7500095.709407752, 424677.1016196806 7500127.318823421, 424706.0016149369 7500198.964038051, 424711.1217809479 7500253.067539021, 424598.6533151668 7500422.800940022, 424552.6011792753 7500541.233464858, 424474.1037333208 7500661.369894681, 424398.7684694681 7500798.300182573, 424275.8761200428 7501126.074431298, 424133.4861030695 7501440.025719486, 424104.0384208625 7501530.320549555, 424114.3394278514 7501571.682242774, 424142.9622892379 7501596.101237809, 424194.169222818 7501610.64942139, 424239.314724292 7501609.829101129, 424289.9429720334 7501596.144556718, 424530.6531889481 7501484.105221019, 424560.1416839799 7501476.138924935, 424577.535465533 7501488.203260835, 424588.344184702 7501519.470965199, 424573.4582167084 7501579.350134864, 424526.5344549357 7501663.928444912, 424469.9000320446 7501745.860470114, 424357.0300193625 7501874.799047716, 424246.0554200126 7501980.383846142, 424012.6363301267 7502165.863311232, 423581.3077175579 7502564.401470448, 423317.0530479852 7502870.1666579, 423080.8587104416 7503174.232470591, 422772.0335657428 7503641.170403218, 422721.5383871722 7503736.220246308, 422676.1331681702 7503846.563676556, 422664.9187781991 7503918.943347532, 422686.0566951261 7503991.105871998, 422685.5976535974 7504014.122764196, 422660.3315695758 7504068.552709788, 422585.398456732 7504181.541762418, 422572.9358391585 7504220.712706371, 422585.4062929912 7504236.879732301, 422622.6425050152 7504242.207897283, 422885.7078599817 7504163.041080441)"	"51"	"Fault or shear zone"
"LINESTRING (281273.6580364636 7684541.253535608, 281874.0199674129 7683806.489961973, 282672.6499684645 7682981.800033053, 283096.1991812346 7682482.244001751, 283197.7715349089 7682374.296046903, 283336.1614760108 7682230.765199246, 283477.1984151375 7682099.921846939, 283530.2109403987 7682063.859232422, 283713.9201677499 7681876.727311159, 283812.7499796664 7681748.490022125, 284283.2099921335 7681250.670000169, 284498.7399491721 7681041.38003212, 285100.9699591585 7680512.509946615, 285259.8899776591 7680391.640004052, 285345.5699679768 7680317.180018189, 285504.7423154763 7680160.659706958, 285827.7546282236 7679927.095470373, 285966.9568561112 7679847.420401443, 285973.2485057248 7679834.712930616, 286022.3112296974 7679794.851057455, 286120.4862748663 7679729.434390219, 286345.1607668014 7679535.003926729, 286645.6887879472 7679256.200750573, 287169.1200118261 7678746.50996951, 287927.3299533591 7677847.019954391, 288306.0391788221 7677454.407803487, 288392.1503993603 7677388.080990599, 288434.8886251326 7677339.430828694, 288520.2583127281 7677231.952283181, 288645.628102466 7677055.538881831, 288758.2823610052 7676876.695090946, 288815.6405342423 7676761.878454594, 288864.1067385512 7676645.127180664, 289137.2587392069 7676222.079370227, 289303.7495921106 7675939.669725385, 289550.159842325 7675378.820507726, 289829.0004022619 7674671.049968164, 289943.8200699798 7674448.949113545, 290079.1306469848 7674216.950451766, 290203.9297108525 7674010.22033813, 290437.5397213702 7673652.46000069, 290639.6394100829 7673370.501361295, 290956.3596286913 7672881.690500065, 291319.009943459 7672383.29966288, 291608.7209408025 7672016.089934063, 291758.3006565315 7671860.490075916, 292092.7598363478 7671575.13961082, 292173.8985427491 7671513.710037939, 292382.3898962139 7671276.680737406, 292558.2310061909 7671076.758952159, 293032.2405801105 7670609.739564871, 293325.7600511539 7670333.710184406, 293563.0506676361 7670077.329753101, 293655.1356241031 7669954.273055527)"	"52"	"Fault or shear zone"
"LINESTRING (386729.4941036334 7516665.525463143, 387406.5899404159 7516368.460017728, 389015.5599163257 7515574.230118937, 389839.2200532138 7515201.450043764, 390581.3300331898 7514840.32012222, 391426.3099367644 7514464.050029379, 392018.0100866884 7514259.259963784, 392339.7501239994 7514116.67996231, 392512.7999437119 7514019.46009833, 392594.5499056688 7513966.24993293, 392817.7199972706 7513821.000028544, 393155.9399112479 7513578.869956918, 393695.0700351923 7513195.060080862, 393832.4100228284 7513110.859999971, 394161.4799877947 7512973.859883787, 394722.3901055077 7512758.490119139, 394829.749968883 7512695.599978026, 395046.1002452487 7512530.110246008, 395147.7699323023 7512460.839972369, 395264.0299239444 7512398.120020119, 395569.5499469024 7512254.220093964, 395737.6598899549 7512186.270127406, 396173.230020056 7512056.819955057, 396297.5900199805 7512010.890109433, 397204.0400882765 7511561.959970823, 397278.7099780993 7511504.079925059, 397380.8100389494 7511447.510055894, 397532.289974304 7511338.610303655, 397665.9900715148 7511226.3600346, 397981.9999155567 7510984.250132306, 398128.9500743592 7510895.629915247, 398424.1600671286 7510748.700044811, 398693.6401020894 7510552.630011594, 398954.8199193633 7510340.460036346, 399073.9300961373 7510256.089888552, 399159.919885369 7510207.71000325, 399282.699923489 7510153.339987804, 399392.4300674931 7510116.239927844, 399498.9499238016 7510090.81998807, 399625.9599315642 7510074.230073807, 399739.8799404768 7510064.250083409, 399842.8300263548 7510063.939925538, 400157.4299982815 7510097.990005391, 400298.7899752905 7510053.46990288, 400717.7899381133 7509745.470131686, 401114.7902409174 7509627.47001414, 401368.7898759619 7509560.470023958)"	"56"	"Fault or shear zone"
"LINESTRING (292089.2778917117 7723202, 292168.6482692771 7723019.914967395, 292359.1486358875 7722797.664606407, 292613.1492416514 7722374.330362432, 292898.8998060189 7722035.663068628, 293301.0672155228 7721633.495542905, 293597.4011306455 7721273.661558216, 294073.6521209273 7720649.243577006, 294412.3194112908 7720278.82615061, 294793.3201868003 7719791.991868995, 294994.4040062111 7719474.491202521, 295343.6546477107 7719019.407011155, 295639.9885369325 7718617.239524418, 295999.8226013826 7718088.071807215, 296515.7611785578 7717471.591382064, 296690.3865616322 7717241.403387248, 297428.575538828 7716209.526364435, 297769.8886661027 7715804.71301251, 298268.6854163827 7715167.075970376, 298539.827705224 7714820.4611078, 298935.5393437436 7714171.331002136, 299226.5815370977 7713728.153103932, 299517.6238881461 7713311.433446996, 299854.9682419328 7712921.172334588, 300198.9272409519 7712484.60892414, 300986.0642731227 7711459.34646582, 301535.0757545559 7710553.146724212, 302349.2039500214 7709541.492675057)"	"57"	"Fault or shear zone"
"LINESTRING (466489.6599620968 7473014.260005064, 466625.4600656319 7472831.009964988, 466730.8098714225 7472636.180064769, 467005.3700475125 7472195.559992418, 467250.6600608376 7471759.259966835, 467352.0300795484 7471608.399914579, 467406.1001060974 7471503.460118379, 467651.6799222031 7471096.659947003, 467742.8099088374 7470929.329960172, 467854.2999281061 7470775.070061425, 468312.6600966009 7469910.259928477, 468604.6600871242 7469427.259915426, 468827.6599545879 7469008.259880953, 468954.0199090362 7468785.489917945, 469094.7299889363 7468507.27009035, 469219.4799548922 7468234.420007698, 469461.950058135 7467787.719997749, 469521.8399975987 7467649.399935658, 469688.909895275 7467323.910038594, 469763.6199488121 7467156.180113701, 469861.9899492892 7466970.479994833, 469997.5600009984 7466663.350029694, 470157.3899936529 7466364.759917253, 470251.660014489 7466140.260087021, 470325.2599390162 7465989.839924558, 470471.140107021 7465618.879895937, 470573.8198964805 7465269.250098431, 470620.0200458352 7465153.480088051, 470892.6598434594 7464243.260046139, 471109.6599705311 7463664.260033347, 471195.6599377135 7463392.259962787, 471241.909863913 7463278.46004191)"	"58"	"Fault or shear zone"
"LINESTRING (415277.9200561691 7525136.281980154, 415436.596845804 7524502.935929088, 415899.6299439147 7523174.089920466, 415983.7900062324 7522893.580070408, 416269.9699541868 7522090.140047912, 416351.7200995393 7521932.400079721, 416524.7600608268 7521676.310064686, 416660.8299303511 7521524.930019877, 417065.4800519017 7521123.620012203, 417225.0718057633 7520940.984324289, 417811.2452930824 7520424.644117657, 418598.0600870606 7519565.669949876, 419332.1800759077 7518658.330101363, 419445.2999530358 7518544.259946234, 419823.5399787603 7518193.460124768, 420023.4701378659 7518026.659783442, 420528.290015834 7517660.119934515, 420774.1099485066 7517464.049858706, 421237.4599389494 7517067.039931716, 421628.3499491379 7516645.700040781, 421738.7299129836 7516540.110029435, 422661.3800669068 7515793.03002447, 423154.5199539099 7515393.730051199, 423805.9900307955 7514900.500093638, 425185.3200108436 7513887.069971163)"	"59"	"Fault or shear zone"
"LINESTRING (285236.5204004357 7718312.107229813, 286663.1299623456 7716126.909992795, 287474.191798781 7714767.898218443, 288634.959956374 7712822.920015061, 289902.9813763499 7710569.646888854, 289923.3628017288 7710519.917944492, 290167.5652171839 7709924.062285382, 290289.2737983419 7709595.97827597, 290442.7324470831 7709220.269233593, 290750.3111277055 7708510.52292506, 290816.4570933208 7708305.470448278, 291094.2702169884 7707333.124836725, 291174.3067676695 7706998.955328811, 291343.6404767847 7706177.687006114, 291477.5655747782 7705609.521683235, 291643.6785993604 7705052.147314719, 291755.9473781334 7704793.920861711, 291876.0625379328 7704594.064400033, 292189.5944897728 7704109.875926118, 292430.3657826157 7703764.594085899, 292851.0541443052 7703220.874220325, 293216.1798595497 7702700.966919678, 293779.7434243606 7702058.028112506, 294044.5859850813 7701781.635667941, 294302.4582443265 7701474.768230587, 294426.4839824066 7701336.226396029, 294442.9839868294 7701331.167468056, 294628.2099877903 7701077.202218919, 294731.9530531839 7700999.443429292, 294974.0472607063 7700654.16150918, 295089.1412451081 7700455.723613557, 295458.2357479129 7699796.90979571, 295636.8298511934 7699423.846577365, 296117.0495597795 7698856.314178386, 296342.3894152958 7698603.362692526, 296717.4269194389 7698198.845031057, 296910.3301634248 7697914.602804803, 297255.550695451 7697358.776033827, 297501.7963551302 7696937.461773595, 297836.8497385979 7696427.335553018, 298083.1201505093 7695975.547572158, 298141.5337119941 7695846.103927286, 298230.3909839131 7695686.196440439, 298321.8290965604 7695467.900844811, 298453.9439808801 7695107.434238292, 298570.7876151418 7694820.592575222, 298669.9109731335 7694498.188237719, 298807.0640855711 7694191.050741279, 298907.7293168353 7693942.691332529, 298979.748498627 7693815.387272181, 299139.6519865366 7693574.286317782, 299373.1494851662 7693249.452387719, 299586.3246194646 7692985.453163383, 299677.7098673051 7692820.559820211, 300030.1537011527 7692231.479677464, 300197.2803528914 7691985.819767411, 300247.4486423852 7691948.258005524, 300343.587367774 7691836.460038225, 300395.0987215154 7691749.628278455, 300463.1421896489 7691589.940251436, 300504.9582547965 7691523.662874122, 300617.2174616726 7691381.851974964, 300709.2401187513 7691284.341829771, 300809.8888442619 7691159.807024728, 300846.9306012839 7691075.140257277, 301020.6619034987 7690789.654443361, 301196.6102249725 7690464.216261478, 301317.4206615044 7690223.168385538, 301502.8115510596 7689922.199798967, 301690.7013435867 7689561.782292916, 301889.2377816243 7689293.158293426, 301942.0752416654 7689178.338751225, 302037.3254529648 7689056.630106041, 302119.9629695583 7688979.59114501, 302452.0075706588 7688612.696213416, 302613.331689259 7688461.785298596, 302687.9623858873 7688391.971122985, 302872.2570071546 7688244.851133286, 303212.0777397351 7688018.138511125, 303643.1033197492 7687475.517705618, 303752.2370324265 7687315.640215964, 303919.67715629 7687010.812238844, 304097.3754016673 7686724.32335566, 304134.4599547293 7686630.319949079, 304717.9000083348 7685456.530008534, 304837.8799581174 7685102.820017179, 304909.160014282 7684722.000024588, 304952.4000362838 7684536.670036247, 304978.1699657114 7684258.0999485, 305027.0099852486 7683592.94997907, 305054.5900454437 7682674.700014082, 305089.0400397927 7682275.370027763, 305243.6216584202 7681787.095531087, 305682.7618853413 7681057.730786548, 305848.5698521296 7680818.032833971, 305936.5859795259 7680697.417374318, 306314.6084260307 7680287.110828593, 306624.2398994416 7679860.757654417, 306722.992076328 7679657.399036149, 306724.6166071603 7679616.337379554, 306734.4373249914 7679584.663825495, 306813.5892626103 7679431.255082087, 306939.907819909 7679229.753967067, 307003.4079537401 7679086.878753675, 307213.7521420708 7678539.190124681, 307273.2835614542 7678336.783500278, 307336.7836562442 7678086.751694444, 307416.1588055734 7677820.844964306, 307677.8603801318 7676739.227111815, 307756.6894911258 7675959.980902299, 307804.1796331638 7675535.82012025, 307876.6195825562 7675033.460091264)"	"63"	"Fault or shear zone"
"LINESTRING (294255.8429779476 7694981.424835876, 294197.1053457558 7694594.074119777, 294196.3177717822 7694528.991982639, 294181.0031137569 7694418.824761398, 294176.6127819922 7694292.293571009, 294150.4670753647 7694001.074434217, 294124.5113967666 7693879.798973915, 294102.747359504 7693581.004442897, 294140.6418609237 7692963.610559701, 294163.3914748924 7692799.594857723, 294198.7319110604 7692544.799559005, 294207.1033188347 7692262.853270119, 294278.7019848125 7691478.292889955, 294306.9109953037 7691061.887736411, 294309.5579100586 7690822.936296145, 294299.4427305721 7690004.09863889, 294379.6902402239 7689766.112971375, 294386.8455214091 7689654.490509759, 294386.8455160428 7689428.006623837, 294365.3988388767 7689249.256628533, 294402.8528949525 7689041.185036038, 294396.2383182356 7688882.434728836, 294429.3113093888 7688402.876514481, 294424.3730688179 7688162.487837671, 294437.7395824753 7688068.607002787, 294461.9658347163 7688018.027208748, 294545.7930874527 7687929.335285786, 294555.3170780614 7687872.856811909, 294611.240362416 7687687.544493221, 294677.3060690304 7687522.458083727, 294837.2799584614 7687167.18002729, 295002.3299670247 7686839.749967579, 295125.5401189541 7686569.140715943, 295118.5756891863 7686565.416506991, 295146.9949714663 7686471.414252385, 295199.9117555059 7686354.99740018, 295277.9640110666 7686227.997136998, 295353.918822322 7686123.872786997, 295441.5969245844 7685969.144351248, 295756.3409072487 7685604.628499676, 296035.3801591583 7685284.023790846, 296299.3296438288 7684923.647061052, 296431.0735462243 7684793.663592624, 296570.5884476947 7684621.047100996, 296748.4478464723 7684433.926788016, 296967.0780683188 7684174.029715109, 297197.6522289841 7683922.545685754, 297296.8711921256 7683783.639085118, 297427.8402015893 7683644.73258909, 297491.3402664931 7683589.169970755, 297557.3539485885 7683457.804104712, 297666.4948080909 7683292.439198639, 297868.2400324168 7683067.542909637, 298036.9122475758 7682941.865590929, 298288.266935437 7682703.74009354, 298635.5332619483 7682366.395684794, 298893.5025097681 7682088.582605788, 299222.3494881 7681608.911830132, 299420.498105377 7681302.612761108, 299593.0674589695 7681076.760069742, 299714.922176498 7680876.250587757, 300024.5707660532 7680427.05155446, 300209.8800674863 7680117.406919822, 300489.1910177618 7679569.157962958, 300674.4594992558 7679305.230463174, 301250.5125668822 7678599.772884335, 301552.4689610675 7678259.752330251, 301671.7286608983 7678130.339870116, 301812.9401936643 7677991.697976395, 301978.7500003846 7677803.020053117, 302840.4873727476 7676682.511944734, 303019.1195101431 7676479.44994256, 303210.370343077 7676242.850528266, 303463.1201186841 7675971.409821748, 303614.970586502 7675790.929528176, 303881.5497793425 7675473.219244146, 304036.9894050723 7675251.430028251, 304600.9402712118 7674511.000371904, 304766.6200600211 7674284.259805754, 305134.4904822884 7673760.040337222, 305269.509534603 7673543.089990502, 305571.6199950371 7672987.578818721, 305863.9699649895 7672519.869887636, 306185.9495478626 7671881.769332182, 306430.500143135 7671452.650515083, 306621.1112958947 7671086.46731173, 306670.3398647942 7670992.970254709, 306849.4905995866 7670507.199806342, 307201.8096891884 7669360.070019055, 307522.5498287268 7668365.059374948, 307693.6504401229 7667706.30042702, 307883.3441738868 7667173.333243292, 308179.2500465363 7666326.839394542, 308412.6195682772 7665559.689679103, 308596.9405743126 7665063.758213291, 308807.0797055513 7664537.640638482, 308909.4103162223 7664237.729966132, 309251.139942524 7663483.020254687, 309416.3304070048 7663025.110574373, 309662.0196175836 7662504.501386674, 310253.2001776677 7661215.409645756, 310425.3097282732 7660881.989742228, 310592.5796992425 7660528.190135818, 311124.0402006777 7659485.878153732, 311255.1795479646 7659224.710595168, 311349.5705245016 7659002.19043239, 311516.7795517659 7658653.460341499, 311641.4994660057 7658446.559989115, 311887.1898689279 7657925.949967477, 312017.450280129 7657683.528972016, 312226.6394365849 7657233.639389224, 312467.5592924468 7656687.559809064, 312989.5403856086 7655641.628362394, 313214.3803104106 7655161.440251667, 313502.3699929509 7654514.259957624, 313738.9699556706 7653907.130047418, 314017.9902595971 7653163.260524763, 314225.2116835173 7652464.279512024, 314289.8287676629 7652180.400344617, 314422.5694190925 7651739.759139655, 314680.5504291365 7651063.6005256)"	"64"	"Fault or shear zone"
"LINESTRING (314433.3208990722 7449031.617966497, 313974.1214394781 7448005.593630519, 313805.7676417109 7447546.090565125, 313610.083262368 7447072.578631334, 313516.7625732906 7446792.073901624, 313391.8793885231 7446535.568070851, 313236.7521358561 7446299.077965234, 312996.9129296971 7446002.07723383, 312818.133635445 7445812.066806281, 312521.8425664548 7445497.070896128, 311187.9550970086 7444212.080273263, 310440.6513845084 7443444.593425319, 310147.8331926941 7443186.084047075, 309664.053865172 7442829.085892346, 308836.0777915885 7442258.082789262, 308306.9608364906 7441835.063548863, 307261.386908025 7440944.572023956, 306785.8305229144 7440578.060971381, 306370.2443529596 7440300.547283242, 305231.6230151487 7439653.540048348, 304432.1474711532 7439123.532904218, 304000.8274328297 7438890.031260023, 303281.5766728141 7438568.027545946, 301446.1910078225 7437793.534130436, 300991.78001867 7437635.532006331, 300239.4772720452 7437410.528402315, 299808.3137947809 7437237.031275367, 299315.5553808016 7436986.523595255, 298821.84632883 7436698.53292585, 298429.822629081 7436427.03276121, 298144.4732827879 7436181.031091863, 297823.856667447 7435839.51996961, 297415.5401429394 7435324.022539358, 296096.879676059 7433540.013381092, 295546.8546249042 7432781.01788979, 295116.5684672344 7432259.51717897, 294650.1764648166 7431758.023154859, 294433.9404948851 7431546.011715356)"	"65"	"Fault or shear zone"
"LINESTRING (342123.1311902319 7535742.859221795, 342152.731074894 7535606.700066075, 342182.331008174 7535403.447961218, 342217.8505762572 7535231.768892469, 342223.2401019373 7535152.589891024, 342259.7899095066 7535087.760038584, 342374.5999892069 7534809.440079581, 342412.0100665969 7534686.209948487, 342570.5099999259 7534047.899999005, 342612.5699763877 7533917.360037566, 342724.4699715718 7533636.259980123, 343735.9895075909 7529082.781295218, 344906.0852520851 7523962.984277857, 345322.6157485902 7522075.976812195, 345750.1694195243 7520824.460816927, 346024.6200282978 7520195.999943724, 346266.8899701254 7519755.699916639, 346493.1100941288 7519262.050271475, 346974.7398794108 7518326.949931227, 347381.4199416363 7517370.049938515, 347413.9001180673 7517257.199981267, 347484.2998737585 7516900.339893078, 347611.1699230833 7516438.759996891, 347660.9000024434 7516134.329933958, 347689.2800053433 7515860.420045355, 347749.0402139772 7514933.220054449, 347748.4100371351 7514785.630000394, 347738.6099086644 7514750.719915062, 347720.6900385743 7514730.140089579, 347631.113317316 7514367.782483602)"	"66"	"Fault or shear zone"
"LINESTRING (518551.4599469232 7448588.900003962, 518219.7200813415 7448656.529937616, 517697.1500686237 7448802.910073742, 517195.4800203668 7448932.560140618, 516773.2399068628 7449062.210084917, 516551.6698917329 7449116.579868201, 516107.7800941408 7449189.190161997, 516029.630087132 7449202.21992666, 515273.8600288744 7449505.399968356, 514905.9699361528 7449626.69003713, 514550.6200229544 7449731.240240457, 514209.8999839333 7449810.71007617, 513323.6200040248 7449994.730140762, 512357.9101083586 7450216.390074453, 511607.1099491116 7450407.940022048, 511248.4999394456 7450490.199814, 510950.7602475844 7450558.500102982, 510068.6600490924 7450788.52004664, 509355.7599883037 7450993.089964799, 508661.7900012273 7451256.569918843, 508013.7999648656 7451486.589883815, 507449.4198879557 7451674.790090784, 506001.1900611863 7452139.750045691, 505807.2702404299 7452191.679955356, 504769.2501415318 7452516.259890255, 504263.4000784203 7452712.819957562, 503494.1699581579 7453030.669917727, 502904.7100894654 7453289.969993631, 502302.7098863616 7453595.279941881, 501900.8301099433 7453809.560002634)"	"67"	"Fault or shear zone"
"LINESTRING (384760.3299374799 7535977.019974122, 385130.6200916994 7535170.320014331, 385602.6999686119 7534364.150074448, 386085.6799408303 7533486.099929836, 386731.9700605391 7532475.349977161, 387205.6700318274 7531777.269996921, 387348.9999247646 7531577.910122586, 387517.7199291511 7531380.329910207, 388165.1999616047 7530660.280059263, 388892.3998712867 7529908.990208833, 389832.7699664196 7528893.779959019, 391429.6099219162 7527234.029948574, 391964.8200302476 7526622.970036627, 392328.0055142543 7526147.730512852, 392423.4999406968 7525988.249891389, 392871.0200841292 7525154.990070026, 393438.8799825155 7524271.099908715, 393898.7501068376 7523469.349942211, 394435.7598674528 7522479.070023717, 394945.6997424879 7521618.789972782, 395324.1299760317 7520874.799934118, 395399.6000147831 7520730.909942645, 396627.5901063719 7518389.570229994, 396914.6899876562 7517744.049934323, 397033.77986235 7517451.870081522, 397129.0899695941 7516965.130126417, 397372.169998412 7515899.340067366)"	"68"	"Fault or shear zone"
"LINESTRING (311573.70629331 7441266.060189663, 313359.0645380227 7442535.516697451, 314708.0161770094 7443328.990230971, 315620.5431835353 7443805.477849752, 316453.7486388246 7444320.99066272, 316929.8334428862 7444678.00892932, 317564.6373088041 7445194.032649953, 318239.1086551138 7445670.046656205, 319072.3093484183 7446067.0572109, 319707.0917950149 7446344.568436122, 321095.7563265142 7446900.068805212, 323238.2161115243 7447534.582011662, 323714.3139555166 7447733.087654674, 324309.4218778629 7447892.097290886, 325142.6207058787 7448090.110484885, 326412.2027290581 7448249.131194567, 327285.0729984543 7448447.135492986, 328038.9026184006 7448487.136399943)"	"69"	"Fault or shear zone"
