WKT	OBJECTID	dip	strike
"POINT (370987.4741000002 7558212.0753)"	"1271"	"45.0"	"93.0"
"POINT (370424.4084000001 7556172.5458)"	"1272"	"38.0"	"353.0"
"POINT (372214.5232999995 7559515.8127)"	"1273"	"50.0"	"327.0"
"POINT (383124.7647000002 7558463.6557)"	"1274"	"32.0"	"26.0"
"POINT (382943.1901000002 7556295.4031)"	"1275"	"45.0"	"135.0"
"POINT (383565.1217999998 7554948.9908)"	"1276"	"43.0"	"188.0"
"POINT (382999.4724000003 7554675.9737)"	"1277"	"80.0"	"132.0"
"POINT (381043.8411999997 7556337.8627)"	"1278"	"30.0"	"29.0"
"POINT (381265.3084000004 7554161.7292)"	"1279"	"30.0"	"97.0"
"POINT (381640.7046999997 7553407.6525)"	"1280"	"75.0"	"129.0"
"POINT (380035.0235000001 7555661.2807)"	"1281"	"60.0"	"149.0"
"POINT (384203.3031000001 7554689.2936)"	"1282"	"15.0"	"79.0"
"POINT (387424.7632999998 7553460.9637)"	"1283"	"60.0"	"104.0"
"POINT (388080.6994000003 7553745.7485)"	"1284"	"35.0"	"108.0"
"POINT (388529.2269000001 7553569.4443)"	"1285"	"20.0"	"70.0"
"POINT (387851.6135 7556928.5635)"	"1286"	"34.0"	"130.0"
"POINT (388341.4441999998 7557518.175)"	"1287"	"25.0"	"48.0"
"POINT (388070.7035999997 7559160.4034)"	"1288"	"60.0"	"340.0"
"POINT (387114.7598999999 7558936.1092)"	"1289"	"30.0"	"146.0"
"POINT (386187.1595999999 7559217.3035)"	"1290"	"24.0"	"127.0"
"POINT (385254.3339 7558970.8437)"	"1291"	"26.0"	"359.0"
"POINT (385338.1791000003 7557278.601)"	"1292"	"36.0"	"5.0"
"POINT (386093.6911000004 7556996.208)"	"1293"	"52.0"	"328.0"
"POINT (386929.0224000001 7556957.4567)"	"1294"	"64.0"	"142.0"
"POINT (385288.8616000004 7555442.9264)"	"1295"	"38.0"	"112.0"
"POINT (395444.5722000003 7555163.9263)"	"1296"	"30.0"	"150.0"
"POINT (394338.5970000001 7554267.2885)"	"1297"	"60.0"	"134.0"
"POINT (396279.7138999999 7553966.6363)"	"1298"	"50.0"	"332.0"
"POINT (392039.9714000002 7553205.7127)"	"1299"	"30.0"	"139.0"
"POINT (347019.7422000002 7549762.273)"	"1300"	"35.0"	"165.0"
"POINT (357398.8870000001 7551311.3425)"	"1301"	"80.0"	"137.0"
"POINT (356101.3057000004 7549303.6225)"	"1302"	"12.0"	"122.0"
"POINT (356539.0224000001 7549341.3913)"	"1303"	"45.0"	"70.0"
"POINT (356500.0027000001 7549877.7552)"	"1304"	"42.0"	"320.0"
"POINT (359062.9091999996 7547807.8751)"	"1305"	"10.0"	"347.0"
"POINT (360670.4713000003 7546567.8087)"	"1306"	"20.0"	"120.0"
"POINT (371356.4686000003 7547267.001)"	"1307"	"55.0"	"123.0"
"POINT (371811.9448999995 7548275.8236)"	"1308"	"55.0"	"354.0"
"POINT (372247.4801000003 7546334.3918)"	"1309"	"36.0"	"151.0"
"POINT (377315.9478000002 7552529.2198)"	"1310"	"55.0"	"145.0"
"POINT (381638.3409000002 7552243.9932)"	"1311"	"0.0"	"123.0"
"POINT (380723.8054999998 7551303.2226)"	"1312"	"55.0"	"332.0"
"POINT (381654.0033999998 7550710.1075)"	"1313"	"10.0"	"86.0"
"POINT (381657.4348999998 7550222.6343)"	"1314"	"65.0"	"342.0"
"POINT (379578.3816 7551382.4588)"	"1315"	"62.0"	"163.0"
"POINT (380166.3263999997 7550178.4931)"	"1316"	"65.0"	"151.0"
"POINT (380691.3568000002 7549123.0497)"	"1317"	"65.0"	"139.0"
"POINT (383403.8152999999 7548717.8177)"	"1318"	"30.0"	"58.0"
"POINT (381813.4962999998 7548658.1478)"	"1319"	"80.0"	"353.0"
"POINT (389837.0992999999 7552328.1729)"	"1320"	"30.0"	"128.0"
"POINT (384952.5932999998 7552794.1909)"	"1321"	"55.0"	"116.0"
"POINT (393864.9075999996 7551588.6149)"	"1322"	"18.0"	"151.0"
"POINT (394701.6997999996 7551835.9759)"	"1323"	"10.0"	"337.0"
"POINT (396898.0003000004 7548962.56)"	"1324"	"30.0"	"307.0"
"POINT (396193.3852000004 7548714.9573)"	"1325"	"40.0"	"141.0"
"POINT (396324.0036000004 7547732.3302)"	"1326"	"40.0"	"107.0"
"POINT (396147.4225000003 7546883.2063)"	"1327"	"45.0"	"131.0"
"POINT (395446.5083999997 7547103.8818)"	"1328"	"30.0"	"135.0"
"POINT (394518.7463999996 7546594.98)"	"1329"	"28.0"	"96.0"
"POINT (394232.0903000003 7547708.881)"	"1330"	"50.0"	"116.0"
"POINT (395232.2723000003 7548980.7534)"	"1331"	"60.0"	"129.0"
"POINT (392148.1885000002 7546926.3008)"	"1332"	"45.0"	"130.0"
"POINT (347015.7950999998 7542140.8588)"	"1333"	"45.0"	"142.0"
"POINT (346781.8591999998 7541370.4931)"	"1334"	"30.0"	"65.0"
"POINT (347393.2176999999 7540754.6484)"	"1335"	"40.0"	"147.0"
"POINT (347052.7035999997 7539047.7685)"	"1336"	"10.0"	"9.0"
"POINT (346081.2307000002 7539514.5663)"	"1337"	"8.0"	"334.0"
"POINT (346282.7932000002 7538729.399)"	"1338"	"35.0"	"337.0"
"POINT (347436.5992999999 7538444.0935)"	"1339"	"12.0"	"138.0"
"POINT (347004.6961000003 7538484.43)"	"1340"	"20.0"	"358.0"
"POINT (346749.7578999996 7538432.8127)"	"1341"	"25.0"	"127.0"
"POINT (358193.8024000004 7544410.3353)"	"1342"	"8.0"	"50.0"
"POINT (356708.2017999999 7543803.4192)"	"1343"	"55.0"	"330.0"
"POINT (358466.5998999998 7543509.229)"	"1344"	"10.0"	"19.0"
"POINT (358618.6826999998 7541928.1488)"	"1345"	"28.0"	"349.0"
"POINT (358500.6966000004 7545989.611)"	"1346"	"25.0"	"25.0"
"POINT (359660.3004999999 7544948.3288)"	"1347"	"8.0"	"277.0"
"POINT (360478.4250999996 7544685.7046)"	"1348"	"18.0"	"239.0"
"POINT (360954.9219000004 7545832.3228)"	"1349"	"13.0"	"194.0"
"POINT (361991.6484000003 7544239.5463)"	"1350"	"30.0"	"216.0"
"POINT (360852.9209000003 7543508.9494)"	"1351"	"20.0"	"265.0"
"POINT (360617.6326000001 7542475.661)"	"1352"	"25.0"	"266.0"
"POINT (361125.8509 7542602.7234)"	"1353"	"22.0"	"140.0"
"POINT (362016.4253000002 7541473.0032)"	"1354"	"46.0"	"146.0"
"POINT (360330.9872000003 7541628.469)"	"1355"	"12.0"	"350.0"
"POINT (361676.6487999996 7540980.7263)"	"1356"	"11.0"	"241.0"
"POINT (360626.2988 7539407.794)"	"1357"	"35.0"	"112.0"
"POINT (360712.0318 7540389.603)"	"1358"	"20.0"	"287.0"
"POINT (359373.3295 7539975.8312)"	"1359"	"25.0"	"198.0"
"POINT (368085.5603999998 7542949.2443)"	"1360"	"70.0"	"118.0"
"POINT (369925.4420999996 7541578.0288)"	"1361"	"45.0"	"132.0"
"POINT (370743.3619999997 7539619.2451)"	"1362"	"18.0"	"66.0"
"POINT (371746.0151000004 7546044.1146)"	"1363"	"55.0"	"130.0"
"POINT (372050.1414000001 7545309.1204)"	"1364"	"16.0"	"133.0"
"POINT (372943.3684999999 7542074.7484)"	"1365"	"20.0"	"127.0"
"POINT (373162.6107000001 7540783.9722)"	"1366"	"40.0"	"112.0"
"POINT (377418.4066000003 7542105.3853)"	"1367"	"20.0"	"38.0"
"POINT (371391.9697000002 7545948.7268)"	"1368"	"80.0"	"316.0"
"POINT (378290.5038000001 7544787.5227)"	"1369"	"20.0"	"58.0"
"POINT (379392.6893999996 7543457.9951)"	"1370"	"20.0"	"120.0"
"POINT (378258.9894000003 7541666.1961)"	"1371"	"20.0"	"120.0"
"POINT (380202.5714999996 7540025.9748)"	"1372"	"45.0"	"9.0"
"POINT (383441.4080999997 7542041.1395)"	"1373"	"42.0"	"99.0"
"POINT (395780.9456000002 7544680.1579)"	"1374"	"38.0"	"122.0"
"POINT (345977.8520999998 7537800.825)"	"1375"	"75.0"	"4.0"
"POINT (346900.4022000004 7537328.9586)"	"1376"	"15.0"	"36.0"
"POINT (347393.2506999997 7537367.9959)"	"1377"	"70.0"	"349.0"
"POINT (349491.2192000002 7538566.7385)"	"1378"	"30.0"	"169.0"
"POINT (349546.8048999999 7536199.0442)"	"1379"	"35.0"	"165.0"
"POINT (346991.3545000004 7535167.9132)"	"1380"	"50.0"	"173.0"
"POINT (346301.9486999996 7535301.4439)"	"1381"	"38.0"	"347.0"
"POINT (345860.1421999997 7534834.5804)"	"1382"	"50.0"	"351.0"
"POINT (346700.3075999999 7534680.1822)"	"1383"	"35.0"	"1.0"
"POINT (347150.1209000004 7533872.9466)"	"1384"	"30.0"	"28.0"
"POINT (347596.4296000004 7533536.3084)"	"1385"	"11.0"	"207.0"
"POINT (346644.6476999996 7533207.803)"	"1386"	"55.0"	"356.0"
"POINT (346231.7829999998 7532249.4466)"	"1387"	"40.0"	"347.0"
"POINT (347108.4046 7533082.4133)"	"1388"	"26.0"	"330.0"
"POINT (348335.2768999999 7532719.8438)"	"1389"	"70.0"	"337.0"
"POINT (348688.0361000001 7532697.415)"	"1390"	"55.0"	"309.0"
"POINT (349448.4301000005 7532170.6939)"	"1391"	"40.0"	"140.0"
"POINT (350190.6355999997 7533228.7535)"	"1392"	"22.0"	"159.0"
"POINT (348045.8388 7534568.7805)"	"1393"	"30.0"	"334.0"
"POINT (348362.1758000003 7534638.3236)"	"1394"	"30.0"	"109.0"
"POINT (348899.3459999999 7534842.308)"	"1395"	"20.0"	"122.0"
"POINT (371468.4722999996 7536436.9198)"	"1396"	"40.0"	"331.0"
"POINT (373284.6223999998 7533023.3527)"	"1397"	"42.0"	"128.0"
"POINT (374258.6802000003 7536003.6849)"	"1398"	"60.0"	"304.0"
"POINT (373986.7602000004 7537160.2974)"	"1399"	"42.0"	"348.0"
"POINT (376815.5651000002 7535767.5824)"	"1400"	"75.0"	"137.0"
"POINT (376598.5888999999 7537877.8463)"	"1401"	"40.0"	"144.0"
"POINT (377235.5976999998 7539009.4392)"	"1402"	"40.0"	"167.0"
"POINT (377698.9281000001 7536595.7315)"	"1403"	"30.0"	"75.0"
"POINT (377119.7030999996 7534936.6948)"	"1404"	"50.0"	"159.0"
"POINT (375938.6085000001 7532590.8939)"	"1405"	"15.0"	"174.0"
"POINT (374733.2838000003 7536994.939)"	"1406"	"0.0"	"70.0"
"POINT (381514.7811000003 7537836.9251)"	"1407"	"40.0"	"269.0"
"POINT (383863.9541999996 7538896.7449)"	"1408"	"55.0"	"120.0"
"POINT (383169.4349999996 7534513.4634)"	"1409"	"40.0"	"128.0"
"POINT (378798.2344000004 7532911.3705)"	"1410"	"40.0"	"359.0"
"POINT (379496.3687000005 7535246.4612)"	"1411"	"15.0"	"83.0"
"POINT (381249.2362000002 7535900.8727)"	"1412"	"22.0"	"141.0"
"POINT (377776.7159000002 7537179.6945)"	"1413"	"54.0"	"134.0"
"POINT (385802.75 7538013.3403)"	"1414"	"60.0"	"90.0"
"POINT (384867.3612000002 7532144.2507)"	"1415"	"20.0"	"148.0"
"POINT (346385.8548999997 7530491.983)"	"1416"	"25.0"	"348.0"
"POINT (346284.6756999996 7528981.5223)"	"1417"	"15.0"	"360.0"
"POINT (345905.0833000001 7528218.7748)"	"1418"	"15.0"	"26.0"
"POINT (346112.1452000001 7527321.7204)"	"1419"	"21.0"	"14.0"
"POINT (347073.2780999998 7526782.1426)"	"1420"	"28.0"	"359.0"
"POINT (348996.1128000002 7526008.7869)"	"1421"	"12.0"	"292.0"
"POINT (349336.4378000004 7528158.5521)"	"1422"	"30.0"	"334.0"
"POINT (348556.9952999996 7528479.691)"	"1423"	"15.0"	"34.0"
"POINT (347512.0866 7530316.4701)"	"1424"	"31.0"	"36.0"
"POINT (348583.1447000001 7529794.2076)"	"1425"	"44.0"	"353.0"
"POINT (347722.2676999997 7531522.0184)"	"1426"	"60.0"	"125.0"
"POINT (348043.0329999998 7531622.1358)"	"1427"	"35.0"	"355.0"
"POINT (349378.2892000005 7531072.4756)"	"1428"	"60.0"	"128.0"
"POINT (350666.4998000003 7527913.8161)"	"1429"	"16.0"	"119.0"
"POINT (352084.7939999998 7526982.6485)"	"1430"	"45.0"	"134.0"
"POINT (351162.5398000004 7526951.5694)"	"1431"	"8.0"	"340.0"
"POINT (352086.7324000001 7525755.0707)"	"1432"	"20.0"	"271.0"
"POINT (373111.0511999996 7531226.4239)"	"1433"	"40.0"	"140.0"
"POINT (376229.4719000002 7526472.0967)"	"1434"	"52.0"	"122.0"
"POINT (376892.2704999996 7525260.7779)"	"1435"	"22.0"	"326.0"
"POINT (377191.6962000001 7530023.5651)"	"1436"	"18.0"	"157.0"
"POINT (377138.9124999996 7529959.9915)"	"1437"	"25.0"	"340.0"
"POINT (376504.8716000002 7531672.5626)"	"1438"	"48.0"	"147.0"
"POINT (376253.3854999999 7531609.7639)"	"1439"	"35.0"	"339.0"
"POINT (382397.8059999999 7531797.2472)"	"1440"	"22.0"	"349.0"
"POINT (382265.8474000003 7531020.4982)"	"1441"	"20.0"	"292.0"
"POINT (384084.4397999998 7529097.7552)"	"1442"	"35.0"	"311.0"
"POINT (382490.0733000003 7526287.85)"	"1443"	"15.0"	"109.0"
"POINT (382323.3316000002 7527099.0065)"	"1444"	"35.0"	"318.0"
"POINT (381292.9457 7527235.1523)"	"1445"	"0.0"	"154.0"
"POINT (380352.1644000001 7526780.675)"	"1446"	"50.0"	"124.0"
"POINT (378548.4886999996 7527948.7445)"	"1447"	"10.0"	"310.0"
"POINT (378673.7857999997 7528097.4083)"	"1448"	"30.0"	"119.0"
"POINT (379292.1290999996 7531064.769)"	"1449"	"15.0"	"302.0"
"POINT (389220.8328 7528828.1435)"	"1450"	"55.0"	"136.0"
"POINT (388935.2315999996 7527977.3181)"	"1451"	"35.0"	"127.0"
"POINT (387232.0554 7526451.3046)"	"1452"	"70.0"	"319.0"
"POINT (386941.0805000002 7525538.7301)"	"1453"	"60.0"	"334.0"
"POINT (346332.0955999997 7522767.7735)"	"1454"	"25.0"	"127.0"
"POINT (346141.1288999999 7521730.0877)"	"1455"	"25.0"	"132.0"
"POINT (347254.6624999996 7522675.488)"	"1456"	"80.0"	"166.0"
"POINT (348717.6815999998 7522398.1467)"	"1457"	"38.0"	"80.0"
"POINT (348568.7690000003 7521823.0898)"	"1458"	"25.0"	"113.0"
"POINT (348414.4800000004 7521269.3187)"	"1459"	"65.0"	"284.0"
"POINT (347329.3618999999 7521815.8661)"	"1460"	"44.0"	"250.0"
"POINT (346605.4384000003 7520287.0485)"	"1461"	"35.0"	"165.0"
"POINT (347385.8461999996 7520420.2391)"	"1462"	"15.0"	"165.0"
"POINT (346661.5433 7518541.4801)"	"1463"	"50.0"	"160.0"
"POINT (349678.8967000004 7518545.9855)"	"1464"	"15.0"	"66.0"
"POINT (353210.1014999999 7518994.7836)"	"1465"	"19.0"	"316.0"
"POINT (350206.6585999997 7519237.0782)"	"1466"	"6.0"	"79.0"
"POINT (345786.4895000001 7521053.8317)"	"1467"	"15.0"	"194.0"
"POINT (360718.9578 7518504.0765)"	"1468"	"23.0"	"257.0"
"POINT (380152.3772999998 7524253.6394)"	"1469"	"50.0"	"313.0"
"POINT (384293.5154999997 7525217.2392)"	"1470"	"18.0"	"336.0"
"POINT (384039.1703000003 7522797.5657)"	"1471"	"30.0"	"69.0"
"POINT (382853.8746999996 7523247.9508)"	"1472"	"50.0"	"113.0"
"POINT (383480.1971000005 7521493.6835)"	"1473"	"80.0"	"318.0"
"POINT (385059.3607000001 7521807.0305)"	"1474"	"20.0"	"326.0"
"POINT (385640.8147 7520983.9281)"	"1475"	"12.0"	"357.0"
"POINT (384619.5175000001 7520481.5585)"	"1476"	"42.0"	"106.0"
"POINT (385348.0805000002 7519081.2719)"	"1477"	"40.0"	"85.0"
"POINT (385295.7478999998 7519657.576)"	"1478"	"65.0"	"301.0"
"POINT (388518.7372000003 7518722.7657)"	"1479"	"20.0"	"54.0"
"POINT (388833.2728000004 7518909.9295)"	"1480"	"32.0"	"314.0"
"POINT (389968.4913999997 7519322.947)"	"1481"	"40.0"	"17.0"
"POINT (390426.1578000002 7518474.4629)"	"1482"	"15.0"	"127.0"
"POINT (391217.5440999996 7523909.6753)"	"1483"	"25.0"	"319.0"
"POINT (393040.5303999996 7521375.0388)"	"1484"	"18.0"	"140.0"
"POINT (391477.0388000002 7518810.4214)"	"1485"	"30.0"	"109.0"
"POINT (393200.7094000001 7518862.0911)"	"1486"	"18.0"	"106.0"
"POINT (396540.2675999999 7522903.8885)"	"1487"	"80.0"	"312.0"
"POINT (350857.3170999996 7517715.4823)"	"1488"	"30.0"	"87.0"
"POINT (352074.7478999998 7517777.5328)"	"1489"	"15.0"	"44.0"
"POINT (352473.5590000004 7516953.3248)"	"1490"	"5.0"	"154.0"
"POINT (351640.3787000002 7515513.9537)"	"1491"	"20.0"	"342.0"
"POINT (351663.9288999997 7514579.5768)"	"1492"	"19.0"	"305.0"
"POINT (352254.6387999998 7512701.3345)"	"1493"	"25.0"	"314.0"
"POINT (351750.3951000003 7512511.8627)"	"1494"	"5.0"	"93.0"
"POINT (352572.5091000004 7512192.4698)"	"1495"	"22.0"	"266.0"
"POINT (349782.6239999998 7512298.6962)"	"1496"	"8.0"	"81.0"
"POINT (348425.2851 7513998.8401)"	"1497"	"30.0"	"77.0"
"POINT (349474.0950999996 7514116.9421)"	"1498"	"10.0"	"310.0"
"POINT (350927.7038000003 7513333.7285)"	"1499"	"8.0"	"297.0"
"POINT (348018.8120999997 7514414.1509)"	"1500"	"47.0"	"29.0"
"POINT (346924.9775 7515312.0606)"	"1501"	"25.0"	"135.0"
"POINT (346339.5669 7516269.4364)"	"1502"	"20.0"	"111.0"
"POINT (348584.8651999999 7516210.1172)"	"1503"	"38.0"	"353.0"
"POINT (354891.5804000003 7516739.6873)"	"1504"	"10.0"	"16.0"
"POINT (356860.7736999998 7518128.0622)"	"1505"	"22.0"	"215.0"
"POINT (356953.9570000004 7516527.5413)"	"1506"	"23.0"	"165.0"
"POINT (353040.5865000002 7513645.3934)"	"1507"	"15.0"	"277.0"
"POINT (353024.7461000001 7511456.1521)"	"1508"	"0.0"	"292.0"
"POINT (353772.6061000004 7512828.4663)"	"1509"	"11.0"	"206.0"
"POINT (353762.9172 7512288.1721)"	"1510"	"55.0"	"247.0"
"POINT (353801.8953999998 7511770.6543)"	"1511"	"35.0"	"321.0"
"POINT (355609.4084999999 7512694.7848)"	"1512"	"12.0"	"246.0"
"POINT (354919.8388 7514026.471)"	"1513"	"30.0"	"185.0"
"POINT (356361.4436999997 7514090.1769)"	"1514"	"15.0"	"195.0"
"POINT (357564.1915999996 7514599.8304)"	"1515"	"11.0"	"172.0"
"POINT (357159.0022999998 7511615.0539)"	"1516"	"8.0"	"234.0"
"POINT (358339.0258999998 7511615.104)"	"1517"	"8.0"	"210.0"
"POINT (357493.4325999999 7515607.8887)"	"1518"	"70.0"	"252.0"
"POINT (360660.1824000003 7517572.0729)"	"1519"	"21.0"	"221.0"
"POINT (358980.0954 7516584.046)"	"1520"	"25.0"	"179.0"
"POINT (359020.9384000003 7515978.4516)"	"1521"	"45.0"	"235.0"
"POINT (359865.4824000001 7515107.1042)"	"1522"	"10.0"	"175.0"
"POINT (358754.2007999998 7513242.7586)"	"1523"	"11.0"	"176.0"
"POINT (364203.8636999996 7512010.7169)"	"1524"	"15.0"	"172.0"
"POINT (364959.5537999999 7513061.1084)"	"1525"	"7.0"	"278.0"
"POINT (363476.5695000002 7513528.2289)"	"1526"	"15.0"	"181.0"
"POINT (364587.7761000004 7514343.0324)"	"1527"	"55.0"	"290.0"
"POINT (364448.2855000002 7514782.6986)"	"1528"	"15.0"	"161.0"
"POINT (364097.5625999998 7515816.7196)"	"1529"	"12.0"	"191.0"
"POINT (363006.8683000002 7516041.0052)"	"1530"	"10.0"	"192.0"
"POINT (362250.9699999997 7517543.0336)"	"1531"	"5.0"	"180.0"
"POINT (361333.2895 7518159.0051)"	"1532"	"30.0"	"293.0"
"POINT (360815.5454000002 7517003.1684)"	"1533"	"35.0"	"227.0"
"POINT (367963.6209000004 7513009.4442)"	"1534"	"25.0"	"136.0"
"POINT (370548.5313999997 7511893.2996)"	"1535"	"80.0"	"95.0"
"POINT (388923.2357000001 7518347.6443)"	"1536"	"30.0"	"286.0"
"POINT (390286.3762999997 7518308.1566)"	"1537"	"60.0"	"144.0"
"POINT (390382.9808 7517466.2642)"	"1538"	"15.0"	"5.0"
"POINT (389502.4743999997 7516377.9952)"	"1539"	"17.0"	"11.0"
"POINT (389570.8413000004 7515823.1714)"	"1540"	"20.0"	"235.0"
"POINT (389422.0701000001 7515300.4203)"	"1541"	"30.0"	"81.0"
"POINT (385602.0840999996 7512207.694)"	"1542"	"0.0"	"96.0"
"POINT (386726.4989 7511782.7131)"	"1543"	"55.0"	"91.0"
"POINT (387758.8620999996 7512240.3084)"	"1544"	"65.0"	"113.0"
"POINT (390554.8218999999 7513424.8546)"	"1545"	"30.0"	"67.0"
"POINT (391755.5085000005 7518327.5706)"	"1546"	"0.0"	"124.0"
"POINT (392368.9145999998 7518164.8448)"	"1547"	"40.0"	"113.0"
"POINT (391918.7439999999 7517707.751)"	"1548"	"30.0"	"284.0"
"POINT (392027.9097999996 7517074.9678)"	"1549"	"62.0"	"142.0"
"POINT (391125.4392999997 7516856.4303)"	"1550"	"30.0"	"104.0"
"POINT (393250.8476999998 7518322.2537)"	"1551"	"70.0"	"92.0"
"POINT (395680.9742000001 7517471.0012)"	"1552"	"65.0"	"146.0"
"POINT (391833.4927000003 7511862.1619)"	"1553"	"60.0"	"288.0"
"POINT (393155.3167000003 7511697.0673)"	"1554"	"50.0"	"303.0"
"POINT (393779.0497000003 7512626.2969)"	"1555"	"30.0"	"38.0"
"POINT (392693.1487999996 7513247.4659)"	"1556"	"40.0"	"86.0"
"POINT (373537.7156999996 7540023.1569)"	"1557"	"45.0"	"140.0"
"POINT (394579.2418999998 7512678.5079)"	"1558"	"70.0"	"126.0"
"POINT (346483.7044000002 7543844.0582)"	"1559"	"52.0"	"351.0"
"POINT (371279.3687000005 7536795.3705)"	"1560"	"20.0"	"351.0"
"POINT (371120.8783 7538799.6047)"	"1561"	"5.0"	"73.0"
"POINT (358132.3640999999 7518443.765)"	"1562"	"27.0"	"233.0"
"POINT (359555.1896000002 7513103.8818)"	"1563"	"10.0"	"199.0"
"POINT (376039.0941000003 7490860.8366)"	"1564"	"4.0"	"350.0"
"POINT (376771.3372 7490466.9277)"	"1565"	"5.0"	"325.0"
"POINT (376303.2525000004 7489525.4948)"	"1566"	"80.0"	"140.0"
"POINT (377537.5654999996 7488467.836)"	"1567"	"4.0"	"360.0"
"POINT (373917.6661 7488466.8448)"	"1568"	"4.0"	"255.0"
"POINT (373177.7701000003 7488377.17)"	"1569"	"12.0"	"315.0"
"POINT (372824.7928999998 7487765.3985)"	"1570"	"7.0"	"320.0"
"POINT (373280.9923999999 7486860.8868)"	"1571"	"15.0"	"295.0"
"POINT (375122.7594999997 7485880.1544)"	"1572"	"30.0"	"30.0"
"POINT (376162.5481000002 7484607.0665)"	"1573"	"10.0"	"350.0"
"POINT (377503.1655999999 7484057.1078)"	"1574"	"4.0"	"300.0"
"POINT (379503.0280999998 7485423.6459)"	"1575"	"11.0"	"335.0"
"POINT (373409.8801999995 7489442.7219)"	"1576"	"3.0"	"150.0"
"POINT (375935.6957 7499677.0233)"	"1577"	"10.0"	"325.0"
"POINT (372597.6968999999 7503869.7854)"	"1578"	"55.0"	"315.0"
"POINT (385382.926 7502413.8838)"	"1579"	"26.0"	"155.0"
"POINT (385543.9028000003 7503368.1887)"	"1580"	"26.0"	"210.0"
"POINT (385791.8086000001 7504322.6844)"	"1581"	"25.0"	"245.0"
"POINT (385548.6013000002 7505745.4425)"	"1582"	"20.0"	"210.0"
"POINT (384389.3420000002 7505847.3723)"	"1583"	"17.0"	"188.0"
"POINT (385067.5577999996 7504902.7655)"	"1584"	"18.0"	"210.0"
"POINT (385775.2284000004 7506460.0846)"	"1585"	"24.0"	"335.0"
"POINT (386602.0891000004 7505691.0729)"	"1586"	"20.0"	"205.0"
"POINT (384505.1437999997 7506693.6797)"	"1587"	"10.0"	"260.0"
"POINT (387489.4017000003 7506160.8138)"	"1588"	"32.0"	"240.0"
"POINT (386998.1966000004 7507408.6251)"	"1589"	"21.0"	"250.0"
"POINT (388885.8902000003 7506425.5919)"	"1590"	"11.0"	"290.0"
"POINT (392232.4464999996 7501082.7369)"	"1591"	"45.0"	"110.0"
"POINT (389998.0051999995 7500644.6729)"	"1592"	"20.0"	"90.0"
"POINT (390597.1610000003 7501319.9702)"	"1593"	"48.0"	"150.0"
"POINT (393400.0209999997 7502504.2352)"	"1594"	"34.0"	"125.0"
"POINT (392225.4040000001 7503479.4353)"	"1595"	"18.0"	"115.0"
"POINT (391513.6789999995 7502789.5285)"	"1596"	"10.0"	"55.0"
"POINT (390313.0871000001 7504128.3084)"	"1597"	"30.0"	"130.0"
"POINT (389879.6465999996 7503802.6594)"	"1598"	"25.0"	"10.0"
"POINT (389631.284 7507969.2057)"	"1599"	"45.0"	"290.0"
"POINT (390852.3816 7509673.6881)"	"1600"	"15.0"	"205.0"
"POINT (391827.4812000003 7509910.6417)"	"1601"	"42.0"	"145.0"
"POINT (391937.2978999997 7509035.2955)"	"1602"	"22.0"	"315.0"
"POINT (392786.5861 7507282.9237)"	"1603"	"12.0"	"340.0"
"POINT (392485.932 7505938.8811)"	"1604"	"23.0"	"125.0"
"POINT (394141.6217999998 7504335.2503)"	"1605"	"35.0"	"120.0"
"POINT (394449.4402999999 7504748.7458)"	"1606"	"51.0"	"135.0"
"POINT (396205.1109999996 7505085.2878)"	"1607"	"40.0"	"330.0"
"POINT (394933.9926000005 7505598.9722)"	"1608"	"60.0"	"150.0"
"POINT (393657.2642000001 7508625.8978)"	"1609"	"54.0"	"150.0"
"POINT (374419.1445000004 7465232.6068)"	"1610"	"5.0"	"175.0"
"POINT (375327.2909000004 7464948.145)"	"1611"	"5.0"	"120.0"
"POINT (375634.9764 7464646.2754)"	"1612"	"30.0"	"5.0"
"POINT (380675.2571999999 7463242.5201)"	"1613"	"10.0"	"70.0"
"POINT (390475.1692000004 7469262.1687)"	"1614"	"5.0"	"165.0"
"POINT (389352.8542999998 7467571.1381)"	"1615"	"4.0"	"285.0"
"POINT (394884.3073000005 7469557.2655)"	"1616"	"10.0"	"165.0"
"POINT (393981.0302999998 7471079.4554)"	"1617"	"70.0"	"110.0"
"POINT (391314.9552999996 7473984.3896)"	"1618"	"70.0"	"150.0"
"POINT (392195.3501000004 7475267.6837)"	"1619"	"15.0"	"315.0"
"POINT (393555.5694000004 7474335.3602)"	"1620"	"10.0"	"295.0"
"POINT (394161.8476999998 7479699.488)"	"1621"	"5.0"	"90.0"
"POINT (391214.0351999998 7479031.509)"	"1622"	"2.0"	"140.0"
"POINT (389406.3645000001 7476543.5654)"	"1623"	"30.0"	"260.0"
"POINT (386089.0509000001 7474213.777)"	"1624"	"4.0"	"325.0"
"POINT (386118.2344000004 7472933.1628)"	"1625"	"15.0"	"250.0"
"POINT (385434.0433 7477162.3575)"	"1626"	"40.0"	"320.0"
"POINT (385322.176 7479842.9386)"	"1627"	"5.0"	"200.0"
"POINT (382072.6858999999 7481446.008)"	"1628"	"40.0"	"280.0"
"POINT (348599.6599000003 7486742.9399)"	"1629"	"10.0"	"305.0"
"POINT (347913.0422 7487481.6502)"	"1630"	"5.0"	"315.0"
"POINT (349260.6909999996 7486806.3766)"	"1631"	"7.0"	"335.0"
